City_Rank_by_Population(2021),State,State_Abbrieviation,City,Observation_Date,Median_Household_Income_Not_Seasonally_Adjusted_(weighted)_SAIPE,Estimated_Median_Household_Income_ACS,Estimated_Mean_Household_Income_ACS,Estimated_Median_Household_Income_Families_ACS,Estimated_Mean_Household_Income_Families_ACS,Estimated_Median_Household_Income_Married_Couples_ACS,Estimated_Mean_Household_Income_Married_Couples_ACS,Estimated_Median_Household_Income_Nonfamilies_ACS,Estimated_Mean_Household_Income_Nonfamilies_ACS,2021_estimated_population,2020_census,
47,Oklahoma,OK,Tulsa,1/1/2016," $51,389.57 "," $43,134.00 "," $66,701.00 "," $55,085.00 "," $83,699.00 "," $73,476.00 "," $105,688.00 "," $30,738.00 "," $41,949.00 ",411401,413066,
47,Oklahoma,OK,Tulsa,1/1/2017," $52,491.08 "," $45,894.00 "," $68,777.00 "," $56,706.00 "," $83,466.00 "," $74,049.00 "," $104,200.00 "," $31,467.00 "," $46,744.00 ",411401,413066,
47,Oklahoma,OK,Tulsa,1/1/2018," $55,684.48 "," $47,583.00 "," $72,880.00 "," $61,482.00 "," $89,592.00 "," $78,942.00 "," $111,559.00 "," $33,460.00 "," $48,494.00 ",411401,413066,
47,Oklahoma,OK,Tulsa,1/1/2019," $57,555.98 "," $49,158.00 "," $77,941.00 "," $64,820.00 "," $99,472.00 "," $84,766.00 "," $124,604.00 "," $32,920.00 "," $47,160.00 ",411401,413066,
47,Oklahoma,OK,Tulsa,1/1/2020," $58,729.03 "," $49,474.00 "," $75,714.00 "," $64,316.00 "," $94,513.00 "," $83,160.00 "," $117,305.00 "," $34,236.00 "," $48,927.00 ",411401,413066,
47,Oklahoma,OK,Tulsa,1/1/2021,," $51,008.00 "," $77,263.00 "," $65,552.00 "," $96,343.00 "," $87,930.00 "," $121,478.00 "," $35,623.00 "," $50,312.00 ",411401,413066,
48,California,CA,Bakersfield,1/1/2011," $44,903.00 "," $51,667.00 "," $69,129.00 "," $59,725.00 "," $74,795.00 "," $74,240.00 ",  N  ," $30,923.00 "," $46,377.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2012," $45,599.00 "," $53,693.00 "," $69,393.00 "," $55,086.00 "," $73,178.00 "," $70,021.00 "," $90,998.00 "," $36,638.00 "," $49,876.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2013," $46,688.00 "," $54,763.00 "," $70,561.00 "," $61,193.00 "," $76,325.00 "," $80,091.00 ",," $36,598.00 "," $48,558.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2014," $47,451.00 "," $58,154.00 "," $74,492.00 "," $61,978.00 "," $79,191.00 "," $80,111.00 "," $95,757.00 "," $40,247.00 "," $53,603.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2015," $51,150.00 "," $61,039.00 "," $80,280.00 "," $66,992.00 "," $87,168.00 "," $83,804.00 ",," $41,312.00 "," $52,581.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2016," $49,812.00 "," $59,233.00 "," $76,673.00 "," $65,108.00 "," $82,951.00 "," $81,030.00 ",," $40,454.00 "," $52,805.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2017," $49,904.00 "," $57,105.00 "," $74,159.00 "," $60,183.00 "," $78,767.00 "," $75,922.00 "," $95,651.00 "," $37,225.00 "," $53,175.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2018," $51,586.00 "," $60,002.00 "," $80,540.00 "," $65,433.00 "," $86,804.00 "," $86,934.00 "," $107,064.00 "," $37,086.00 "," $53,085.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2019," $53,245.00 "," $62,402.00 "," $87,611.00 "," $72,247.00 "," $97,665.00 "," $91,032.00 "," $114,005.00 "," $36,127.00 "," $50,191.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2020," $58,583.00 "," $65,687.00 "," $84,592.00 "," $71,655.00 "," $91,870.00 "," $88,855.00 "," $110,393.00 "," $39,210.00 "," $54,444.00 ",407615,403455,
48,California,CA,Bakersfield,1/1/2021,," $66,666.00 "," $91,135.00 "," $72,130.00 "," $100,205.00 "," $94,774.00 ",," $41,841.00 "," $58,497.00 ",407615,403455,
49,Kansas,KS,Wichita,1/1/2011," $49,526.00 "," $44,184.00 "," $58,220.00 "," $57,877.00 "," $69,195.00 "," $69,836.00 "," $82,871.00 "," $28,526.00 "," $38,508.00 ",395699,397532,
49,Kansas,KS,Wichita,1/1/2012," $47,649.00 "," $43,776.00 "," $60,347.00 "," $55,670.00 "," $72,615.00 "," $70,081.00 "," $86,863.00 "," $28,445.00 "," $37,811.00 ",395699,397532,
49,Kansas,KS,Wichita,1/1/2013," $48,671.00 "," $43,538.00 "," $60,383.00 "," $58,318.00 "," $73,557.00 "," $72,367.00 "," $86,734.00 "," $27,410.00 "," $38,684.00 ",395699,397532,
49,Kansas,KS,Wichita,1/1/2014," $51,175.00 ",,,,,,,,,395699,397532,
49,Kansas,KS,Wichita,1/1/2015," $50,995.00 "," $46,894.00 "," $63,118.00 "," $60,995.00 "," $79,620.00 "," $76,990.00 "," $96,380.00 "," $26,787.00 "," $36,898.00 ",395699,397532,
49,Kansas,KS,Wichita,1/1/2016," $52,612.00 "," $49,202.00 "," $66,555.00 "," $65,721.00 "," $82,757.00 "," $81,424.00 "," $98,536.00 "," $31,472.00 "," $40,389.00 ",395699,397532,
49,Kansas,KS,Wichita,1/1/2017," $54,176.00 "," $50,504.00 "," $67,381.00 "," $63,834.00 "," $81,875.00 "," $78,143.00 "," $97,742.00 "," $30,779.00 "," $40,710.00 ",395699,397532,
49,Kansas,KS,Wichita,1/1/2018," $56,381.00 "," $51,051.00 "," $70,740.00 "," $65,261.00 "," $84,670.00 "," $79,796.00 "," $99,622.00 "," $32,337.00 "," $46,598.00 ",395699,397532,
49,Kansas,KS,Wichita,1/1/2019," $60,014.00 ",,,,,,,,,395699,397532,
49,Kansas,KS,Wichita,1/1/2020," $59,789.00 "," $53,466.00 "," $73,424.00 "," $69,930.00 "," $88,953.00 "," $85,990.00 "," $105,542.00 "," $32,677.00 "," $46,726.00 ",395699,397532,
49,Kansas,KS,Wichita,1/1/2021,," $56,293.00 "," $76,253.00 "," $71,470.00 "," $93,708.00 "," $87,355.00 "," $111,843.00 "," $32,246.00 "," $44,509.00 ",395699,397532,
50,Texas,TX,Arlington,1/1/2011," $52,882.00 "," $50,655.00 "," $62,647.00 "," $57,394.00 "," $70,501.00 "," $70,000.00 ",  N  ," $33,707.00 "," $42,523.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2012," $56,030.00 "," $51,285.00 "," $68,303.00 "," $57,080.00 "," $76,489.00 "," $75,502.00 ",," $36,287.00 "," $46,698.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2013," $56,906.00 "," $51,400.00 "," $67,213.00 "," $62,391.00 "," $76,917.00 "," $75,358.00 "," $90,588.00 "," $34,831.00 "," $43,868.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2014," $58,127.00 "," $52,141.00 "," $68,367.00 "," $63,767.00 "," $81,036.00 "," $78,979.00 ",," $33,782.00 "," $41,072.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2015," $60,735.00 "," $53,487.00 "," $71,002.00 "," $61,153.00 "," $80,957.00 "," $81,260.00 "," $100,306.00 "," $37,476.00 "," $44,370.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2016," $61,553.00 "," $54,272.00 "," $72,660.00 "," $63,117.00 "," $80,420.00 "," $78,816.00 "," $96,922.00 "," $39,591.00 "," $49,517.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2017," $65,021.00 "," $57,083.00 "," $73,804.00 "," $66,985.00 "," $83,078.00 "," $78,062.00 ",," $38,251.00 "," $47,334.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2018," $66,059.00 "," $63,091.00 "," $80,024.00 "," $71,516.00 "," $91,119.00 "," $87,662.00 ",," $40,971.00 "," $49,460.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2019," $70,130.00 "," $61,716.00 "," $79,655.00 "," $73,488.00 "," $92,355.00 "," $89,395.00 "," $108,802.00 "," $41,324.00 "," $49,583.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2020," $72,064.00 "," $63,351.00 "," $81,524.00 "," $74,135.00 "," $92,330.00 "," $89,708.00 "," $107,629.00 "," $42,281.00 "," $52,386.00 ",392786,394266,
50,Texas,TX,Arlington,1/1/2021,," $59,889.00 "," $82,274.00 "," $73,546.00 "," $94,993.00 "," $91,012.00 "," $114,042.00 "," $37,153.00 "," $52,706.00 ",392786,394266,
51,Colorado,CO,Aurora,1/1/2011," $56,474.60 "," $49,593.00 "," $62,401.00 "," $55,352.00 "," $70,367.00 "," $66,046.00 ",  N  ," $35,827.00 "," $43,994.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2012," $59,930.91 "," $50,512.00 "," $63,210.00 "," $58,906.00 "," $71,336.00 "," $71,724.00 "," $84,120.00 "," $35,798.00 "," $43,552.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2013," $60,327.43 "," $49,142.00 "," $61,055.00 "," $55,976.00 "," $67,669.00 "," $67,755.00 ",," $35,508.00 "," $43,794.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2014," $64,615.71 "," $54,702.00 "," $68,202.00 "," $62,082.00 "," $76,106.00 "," $77,023.00 "," $89,257.00 "," $38,639.00 "," $48,525.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2015," $66,561.27 "," $58,445.00 "," $73,493.00 "," $67,142.00 "," $84,838.00 "," $78,143.00 "," $96,976.00 "," $40,164.00 "," $46,803.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2016," $70,198.85 "," $59,467.00 "," $72,816.00 "," $67,555.00 "," $82,437.00 "," $79,325.00 "," $94,257.00 "," $44,818.00 "," $51,316.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2017," $74,062.06 "," $63,055.00 "," $80,043.00 "," $74,160.00 "," $88,898.00 "," $85,986.00 "," $100,316.00 "," $42,286.00 "," $56,218.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2018," $75,869.68 "," $63,128.00 "," $81,313.00 "," $75,864.00 "," $90,295.00 "," $87,977.00 "," $104,582.00 "," $42,783.00 "," $59,011.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2019," $81,500.17 "," $69,235.00 "," $88,625.00 "," $81,550.00 "," $99,898.00 "," $98,217.00 "," $116,245.00 "," $49,762.00 "," $63,508.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2020," $81,302.78 "," $67,723.00 "," $86,822.00 "," $80,249.00 "," $98,077.00 "," $92,389.00 "," $111,721.00 "," $47,636.00 "," $59,998.00 ",389347,386261,
51,Colorado,CO,Aurora,1/1/2021,," $71,647.00 "," $93,309.00 "," $90,117.00 "," $108,159.00 "," $105,850.00 "," $122,359.00 "," $46,209.00 "," $61,527.00 ",389347,386261,
52,Florida,FL,Tampa,1/1/2011," $46,592.00 "," $40,073.00 "," $65,759.00 "," $47,391.00 "," $79,767.00 "," $67,104.00 "," $103,215.00 "," $30,042.00 "," $46,369.00 ",387050,384959,
52,Florida,FL,Tampa,1/1/2012," $46,534.00 "," $40,894.00 "," $68,798.00 "," $51,680.00 "," $85,638.00 "," $74,054.00 "," $110,658.00 "," $31,165.00 "," $48,016.00 ",387050,384959,
52,Florida,FL,Tampa,1/1/2013," $49,510.00 "," $42,649.00 "," $68,629.00 "," $58,545.00 "," $85,032.00 "," $84,256.00 "," $109,347.00 "," $31,249.00 "," $48,868.00 ",387050,384959,
52,Florida,FL,Tampa,1/1/2014," $50,758.00 ",,,,,,,,,387050,384959,
52,Florida,FL,Tampa,1/1/2015," $51,710.00 "," $44,432.00 "," $73,730.00 "," $54,889.00 "," $89,196.00 "," $83,697.00 "," $117,548.00 "," $33,098.00 "," $51,714.00 ",387050,384959,
52,Florida,FL,Tampa,1/1/2016," $54,509.00 "," $50,405.00 "," $80,121.00 "," $64,956.00 "," $102,771.00 "," $87,837.00 "," $128,519.00 "," $35,514.00 "," $51,965.00 ",387050,384959,
52,Florida,FL,Tampa,1/1/2017," $54,741.00 "," $50,489.00 "," $81,511.00 "," $64,692.00 "," $101,369.00 "," $87,998.00 "," $127,112.00 "," $35,576.00 "," $55,195.00 ",387050,384959,
52,Florida,FL,Tampa,1/1/2018," $58,361.00 "," $54,599.00 "," $88,132.00 "," $70,538.00 "," $109,831.00 "," $96,094.00 "," $141,335.00 "," $36,391.00 "," $56,969.00 ",387050,384959,
52,Florida,FL,Tampa,1/1/2019," $61,133.00 "," $57,709.00 "," $90,643.00 "," $71,151.00 "," $112,047.00 "," $101,584.00 ",," $42,446.00 "," $62,583.00 ",387050,384959,
52,Florida,FL,Tampa,1/1/2020," $65,272.00 "," $55,634.00 "," $91,281.00 "," $72,497.00 "," $114,574.00 "," $99,853.00 "," $147,263.00 "," $38,591.00 "," $60,423.00 ",387050,384959,
52,Florida,FL,Tampa,1/1/2021,," $63,404.00 "," $102,503.00 "," $80,390.00 "," $130,849.00 "," $109,251.00 "," $163,211.00 "," $46,571.00 "," $66,783.00 ",387050,384959,
53,Louisiana,LA,New Orleans,1/1/2011," $34,851.00 "," $35,041.00 "," $58,208.00 "," $43,217.00 "," $72,504.00 "," $79,563.00 "," $107,885.00 "," $25,277.00 "," $40,607.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2012," $33,948.00 "," $34,361.00 "," $59,423.00 "," $46,028.00 "," $73,210.00 "," $76,829.00 "," $106,518.00 "," $22,917.00 "," $44,083.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2013," $36,240.00 "," $36,631.00 "," $61,241.00 "," $48,552.00 "," $75,183.00 "," $80,470.00 "," $109,688.00 "," $26,270.00 "," $45,571.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2014," $35,468.00 "," $35,504.00 "," $65,339.00 "," $48,431.00 "," $85,683.00 "," $77,869.00 "," $123,683.00 "," $26,169.00 "," $43,860.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2015," $38,640.00 "," $39,077.00 "," $65,496.00 "," $55,450.00 "," $88,285.00 "," $83,852.00 "," $124,920.00 "," $26,886.00 "," $43,585.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2016," $38,418.00 "," $38,681.00 "," $67,259.00 "," $54,315.00 "," $90,009.00 "," $87,984.00 ",," $26,414.00 "," $43,203.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2017," $37,407.00 "," $36,999.00 "," $64,136.00 "," $55,138.00 "," $88,908.00 "," $86,877.00 "," $124,143.00 "," $25,921.00 "," $40,916.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2018," $38,855.00 "," $38,423.00 "," $65,720.00 "," $60,826.00 "," $91,260.00 "," $94,019.00 ",," $26,223.00 "," $44,417.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2019," $45,092.00 "," $45,615.00 "," $77,676.00 "," $67,322.00 "," $107,143.00 "," $107,007.00 "," $149,399.00 "," $30,271.00 "," $51,233.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2020," $51,704.00 "," $43,258.00 "," $73,963.00 "," $64,873.00 "," $99,431.00 "," $100,537.00 "," $138,696.00 "," $28,770.00 "," $50,078.00 ",376971,383997,
53,Louisiana,LA,New Orleans,1/1/2021,," $46,942.00 "," $79,759.00 "," $68,102.00 "," $106,648.00 "," $108,830.00 ",," $33,243.00 "," $54,813.00 ",376971,383997,
54,Ohio,OH,Cleveland,1/1/2011," $41,609.00 "," $25,371.00 "," $36,530.00 "," $33,071.00 "," $42,188.00 "," $49,715.00 "," $59,468.00 "," $18,991.00 "," $30,030.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2012," $41,954.00 "," $24,257.00 "," $36,554.00 "," $29,781.00 "," $40,475.00 "," $50,132.00 "," $59,879.00 "," $18,029.00 "," $30,909.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2013," $43,653.00 "," $26,096.00 "," $39,815.00 "," $32,374.00 "," $47,592.00 "," $54,634.00 "," $70,786.00 "," $17,669.00 "," $29,820.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2014," $44,138.00 "," $24,701.00 "," $38,405.00 "," $29,852.00 "," $44,250.00 "," $53,244.00 "," $69,148.00 "," $19,224.00 "," $30,711.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2015," $45,506.00 "," $28,831.00 "," $39,269.00 "," $33,302.00 "," $44,974.00 "," $55,146.00 "," $66,012.00 "," $21,838.00 "," $32,037.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2016," $46,703.00 "," $27,551.00 "," $41,841.00 "," $32,836.00 "," $48,732.00 "," $53,415.00 "," $71,478.00 "," $21,167.00 "," $33,368.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2017," $46,918.00 "," $28,974.00 "," $41,869.00 "," $35,053.00 "," $51,277.00 "," $61,233.00 ",," $21,257.00 "," $31,831.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2018," $50,006.00 "," $29,953.00 "," $47,788.00 "," $37,509.00 "," $56,650.00 "," $62,831.00 ",," $21,210.00 "," $37,473.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2019," $52,503.00 "," $32,053.00 "," $47,226.00 "," $40,905.00 "," $57,061.00 "," $63,513.00 "," $79,870.00 "," $23,463.00 "," $36,064.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2020," $55,128.00 "," $31,838.00 "," $47,716.00 "," $39,721.00 "," $57,829.00 "," $65,313.00 "," $85,550.00 "," $23,197.00 "," $36,716.00 ",367991,372624,
54,Ohio,OH,Cleveland,1/1/2021,," $35,562.00 "," $50,078.00 "," $43,181.00 "," $58,554.00 "," $67,514.00 ",," $27,887.00 "," $41,048.00 ",367991,372624,
55,California,CA,Anaheim,1/1/2011," $72,046.00 "," $56,858.00 "," $71,654.00 "," $60,161.00 "," $75,478.00 "," $73,972.00 "," $87,422.00 "," $36,494.00 "," $48,144.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2012," $71,866.00 "," $55,464.00 "," $73,270.00 "," $59,001.00 "," $77,109.00 "," $71,886.00 "," $89,751.00 "," $37,336.00 "," $53,740.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2013," $73,827.00 "," $57,550.00 "," $79,210.00 "," $62,283.00 "," $84,565.00 "," $77,784.00 ",," $44,076.00 "," $55,160.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2014," $76,061.00 "," $62,198.00 "," $85,109.00 "," $64,990.00 "," $89,443.00 "," $80,901.00 ",," $42,296.00 "," $58,873.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2015," $78,002.00 "," $63,104.00 "," $80,217.00 "," $66,777.00 "," $85,395.00 "," $76,533.00 "," $96,806.00 "," $41,945.00 "," $55,156.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2016," $81,642.00 "," $64,464.00 "," $84,054.00 "," $67,919.00 "," $87,825.00 "," $75,289.00 "," $98,841.00 "," $48,045.00 "," $63,886.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2017," $86,031.00 "," $70,395.00 "," $88,459.00 "," $72,477.00 "," $93,834.00 "," $82,338.00 ",," $50,832.00 "," $61,210.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2018," $89,373.00 "," $76,154.00 "," $94,601.00 "," $83,621.00 "," $102,158.00 "," $94,824.00 "," $114,986.00 "," $49,986.00 "," $64,286.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2019," $95,761.00 "," $76,075.00 "," $98,838.00 "," $81,006.00 "," $102,465.00 "," $95,095.00 "," $116,421.00 "," $59,091.00 "," $74,154.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2020," $98,786.00 "," $76,723.00 "," $97,136.00 "," $81,408.00 "," $103,192.00 "," $95,519.00 "," $116,862.00 "," $54,593.00 "," $69,979.00 ",345940,346824,
55,California,CA,Anaheim,1/1/2021,," $81,747.00 "," $104,088.00 "," $91,012.00 "," $113,093.00 "," $104,236.00 ",," $44,133.00 "," $67,999.00 ",345940,346824,
56,Hawaii,HI,Honolulu,1/1/2011," $65,489.00 ",,,,,,,,,345510,350964,
56,Hawaii,HI,Honolulu,1/1/2012," $70,779.00 ",,,,,,,,,345510,350964,
56,Hawaii,HI,Honolulu,1/1/2013," $72,649.00 ",,,,,,,,,345510,350964,
56,Hawaii,HI,Honolulu,1/1/2014," $73,985.00 ",,,,,,,,,345510,350964,
56,Hawaii,HI,Honolulu,1/1/2015," $76,544.00 ",,,,,,,,,345510,350964,
56,Hawaii,HI,Honolulu,1/1/2016," $80,012.00 ",,,,,,,,,345510,350964,
56,Hawaii,HI,Honolulu,1/1/2017," $80,947.00 ",,,,,,,,,345510,350964,
56,Hawaii,HI,Honolulu,1/1/2018," $83,695.00 ",,,,,,,,,345510,350964,
56,Hawaii,HI,Honolulu,1/1/2019," $86,946.00 ",,,,,,,,,345510,350964,
56,Hawaii,HI,Honolulu,1/1/2020," $89,584.00 ",,,,,,,,,345510,350964,
57,Nevada,NV,Henderson,1/1/2011," $48,343.00 "," $60,453.00 "," $75,814.00 "," $70,400.00 "," $85,377.00 "," $81,062.00 "," $96,976.00 "," $36,484.00 "," $52,610.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2012," $49,583.00 "," $61,404.00 "," $83,282.00 "," $69,322.00 "," $92,486.00 "," $80,141.00 ",," $44,907.00 "," $58,060.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2013," $51,071.00 "," $60,819.00 "," $80,042.00 "," $73,234.00 "," $90,886.00 "," $82,375.00 ",," $40,598.00 "," $58,188.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2014," $51,241.00 "," $62,592.00 "," $82,205.00 "," $74,017.00 "," $95,146.00 "," $82,756.00 ",," $38,172.00 "," $54,449.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2015," $51,624.00 "," $64,035.00 "," $84,016.00 "," $77,289.00 "," $96,578.00 "," $85,517.00 "," $106,999.00 "," $40,639.00 "," $58,364.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2016," $54,455.00 "," $68,191.00 "," $87,860.00 "," $76,725.00 "," $99,092.00 "," $89,296.00 ",," $45,435.00 "," $63,688.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2017," $57,217.00 "," $69,667.00 "," $97,755.00 "," $85,567.00 "," $114,174.00 "," $98,926.00 ",," $45,860.00 "," $60,691.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2018," $57,155.00 "," $72,884.00 "," $96,946.00 "," $85,539.00 "," $109,445.00 "," $96,948.00 ",," $46,923.00 "," $68,789.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2019," $62,131.00 "," $81,505.00 "," $112,809.00 "," $101,522.00 "," $132,558.00 "," $112,484.00 ",," $52,206.00 "," $70,640.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2020," $62,496.00 "," $75,430.00 "," $101,755.00 "," $89,151.00 "," $116,417.00 "," $102,379.00 "," $129,107.00 "," $48,995.00 "," $69,662.00 ",322178,317610,
57,Nevada,NV,Henderson,1/1/2021,," $77,924.00 "," $105,807.00 "," $88,633.00 "," $120,457.00 "," $102,244.00 ",," $52,899.00 "," $66,498.00 ",322178,317610,
58,California,CA,Stockton,1/1/2011," $50,376.00 "," $44,310.00 "," $58,521.00 "," $47,560.00 "," $62,702.00 "," $60,821.00 ",  N  ," $30,367.00 "," $40,216.00 ",322120,320804,
58,California,CA,Stockton,1/1/2012," $50,431.00 "," $43,321.00 "," $58,114.00 "," $49,265.00 "," $63,722.00 "," $61,719.00 "," $79,060.00 "," $23,029.00 "," $36,593.00 ",322120,320804,
58,California,CA,Stockton,1/1/2013," $51,219.00 "," $42,114.00 "," $58,566.00 "," $47,626.00 "," $64,603.00 "," $61,990.00 "," $80,894.00 "," $25,938.00 "," $36,725.00 ",322120,320804,
58,California,CA,Stockton,1/1/2014," $51,527.00 "," $40,993.00 "," $61,338.00 "," $45,305.00 "," $66,845.00 "," $64,616.00 "," $87,838.00 "," $25,883.00 "," $42,312.00 ",322120,320804,
58,California,CA,Stockton,1/1/2015," $53,341.00 "," $46,795.00 "," $63,337.00 "," $51,501.00 "," $68,675.00 "," $65,201.00 "," $84,230.00 "," $28,294.00 "," $45,706.00 ",322120,320804,
58,California,CA,Stockton,1/1/2016," $59,038.00 "," $49,271.00 "," $68,600.00 "," $56,991.00 "," $77,281.00 "," $79,322.00 "," $98,632.00 "," $29,522.00 "," $44,618.00 ",322120,320804,
58,California,CA,Stockton,1/1/2017," $60,950.00 "," $51,336.00 "," $72,007.00 "," $58,014.00 "," $79,416.00 "," $70,971.00 "," $94,136.00 "," $30,195.00 "," $47,598.00 ",322120,320804,
58,California,CA,Stockton,1/1/2018," $63,567.00 "," $54,297.00 "," $69,858.00 "," $60,430.00 "," $74,551.00 "," $79,035.00 "," $92,207.00 "," $32,445.00 "," $47,620.00 ",322120,320804,
58,California,CA,Stockton,1/1/2019," $68,458.00 "," $59,504.00 "," $81,964.00 "," $66,861.00 "," $90,157.00 "," $74,390.00 "," $106,868.00 "," $34,420.00 "," $49,769.00 ",322120,320804,
58,California,CA,Stockton,1/1/2020," $70,685.00 "," $58,393.00 "," $78,712.00 "," $64,711.00 "," $85,978.00 "," $79,491.00 "," $104,949.00 "," $34,401.00 "," $50,628.00 ",322120,320804,
58,California,CA,Stockton,1/1/2021,," $69,844.00 "," $84,568.00 "," $72,150.00 "," $88,775.00 "," $90,615.00 "," $104,206.00 "," $37,929.00 "," $53,573.00 ",322120,320804,
59,Kentucky,KY,Lexington,1/1/2011," $47,211.00 ",,,,,,,,,321793,322570,
59,Kentucky,KY,Lexington,1/1/2012," $46,452.00 ",,,,,,,,,321793,322570,
59,Kentucky,KY,Lexington,1/1/2013," $47,959.00 ",,,,,,,,,321793,322570,
59,Kentucky,KY,Lexington,1/1/2014," $48,552.00 ",,,,,,,,,321793,322570,
59,Kentucky,KY,Lexington,1/1/2015," $51,963.00 ",,,,,,,,,321793,322570,
59,Kentucky,KY,Lexington,1/1/2016," $53,288.00 ",,,,,,,,,321793,322570,
59,Kentucky,KY,Lexington,1/1/2017," $56,192.00 ",,,,,,,,,321793,322570,
59,Kentucky,KY,Lexington,1/1/2018," $55,358.00 ",,,,,,,,,321793,322570,
59,Kentucky,KY,Lexington,1/1/2019," $58,981.00 ",,,,,,,,,321793,322570,
59,Kentucky,KY,Lexington,1/1/2020," $60,215.00 "," $58,954.00 "," $85,507.00 "," $80,115.00 "," $107,475.00 "," $100,192.00 "," $128,034.00 "," $37,282.00 "," $53,633.00 ",321793,322570,
59,Kentucky,KY,Lexington,1/1/2021,," $60,942.00 "," $85,770.00 "," $83,918.00 "," $109,859.00 "," $102,904.00 ",," $38,505.00 "," $55,471.00 ",321793,322570,
60,Texas,TX,Corpus Christi,1/1/2011," $43,470.00 "," $44,893.00 "," $61,985.00 "," $51,228.00 "," $68,210.00 "," $71,402.00 "," $86,970.00 "," $29,222.00 "," $45,686.00 ",317773,317863,
60,Texas,TX,Corpus Christi,1/1/2012," $48,066.00 "," $49,336.00 "," $63,423.00 "," $57,192.00 "," $70,872.00 "," $70,578.00 "," $85,344.00 "," $28,862.00 "," $42,703.00 ",317773,317863,
60,Texas,TX,Corpus Christi,1/1/2013," $48,324.00 "," $49,686.00 "," $65,243.00 "," $57,817.00 "," $72,646.00 "," $76,965.00 "," $86,378.00 "," $31,065.00 "," $46,251.00 ",317773,317863,
