Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Rental vacancy rate',)","Plano city, Texas",9.1,±3.1,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",4,±1.1,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",5,±1.5,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",4.7,±2.0,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",6,±1.6,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",8.8,±1.0,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",3.9,±0.7,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",2.8,±0.7,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",2.4,±0.8,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",2.2,±1.3,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",3.5,±0.9,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",8.3,±1.6,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",3.2,±1.2,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",6.2,±1.6,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",5.6,±1.4,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",9.1,±1.6,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",8.9,±1.1,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",4.1,±1.6,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",5.9,±1.2,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",8.1,±2.0,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","240,818","±2,108","240,818",(X)
"('Total housing units',)","Anaheim city, California","104,826","±3,536","104,826",(X)
"('Total housing units',)","Anchorage municipality, Alaska","113,639",±430,"113,639",(X)
"('Total housing units',)","Arlington city, Texas","147,340","±3,537","147,340",(X)
"('Total housing units',)","Atlanta city, Georgia","224,431","±4,297","224,431",(X)
"('Total housing units',)","Aurora city, Colorado","131,839","±2,637","131,839",(X)
"('Total housing units',)","Austin city, Texas","360,518","±3,989","360,518",(X)
"('Total housing units',)","Bakersfield city, California","119,391","±2,659","119,391",(X)
"('Total housing units',)","Baltimore city, Maryland","296,074","±2,236","296,074",(X)
"('Total housing units',)","Boston city, Massachusetts","270,233","±2,214","270,233",(X)
"('Total housing units',)","Charlotte city, North Carolina","326,818","±3,419","326,818",(X)
"('Total housing units',)","Chicago city, Illinois","1,189,074","±6,817","1,189,074",(X)
"('Total housing units',)","Cincinnati city, Ohio","159,676","±2,991","159,676",(X)
"('Total housing units',)","Cleveland city, Ohio","210,658","±3,794","210,658",(X)
"('Total housing units',)","Colorado Springs city, Colorado","180,801","±2,602","180,801",(X)
"('Total housing units',)","Columbus city, Ohio","380,910","±3,629","380,910",(X)
"('Total housing units',)","Corpus Christi city, Texas","126,054","±1,671","126,054",(X)
"('Total housing units',)","Dallas city, Texas","525,228","±5,100","525,228",(X)
"('Total housing units',)","Denver city, Colorado","288,191","±1,357","288,191",(X)
"('Total housing units',)","Detroit city, Michigan","366,641","±3,987","366,641",(X)
"('Total housing units',)","Durham city, North Carolina","107,490","±1,541","107,490",(X)
"('Total housing units',)","El Paso city, Texas","235,023","±2,114","235,023",(X)
"('Total housing units',)","Fort Worth city, Texas","296,061","±4,693","296,061",(X)
"('Total housing units',)","Fresno city, California","175,406","±3,314","175,406",(X)
"('Total housing units',)","Greensboro city, North Carolina","124,850","±2,698","124,850",(X)
"('Total housing units',)","Henderson city, Nevada","112,496","±3,407","112,496",(X)
"('Total housing units',)","Houston city, Texas","911,259","±7,601","911,259",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","382,413","±2,333","382,413",(X)
"('Total housing units',)","Irvine city, California","87,930","±3,345","87,930",(X)
"('Total housing units',)","Jacksonville city, Florida","368,355","±1,803","368,355",(X)
"('Total housing units',)","Jersey City city, New Jersey","110,003","±2,897","110,003",(X)
"('Total housing units',)","Kansas City city, Missouri","228,587","±3,627","228,587",(X)
"('Total housing units',)","Las Vegas city, Nevada","250,796","±4,685","250,796",(X)
"('Total housing units',)","Lincoln city, Nebraska","112,045","±1,164","112,045",(X)
"('Total housing units',)","Long Beach city, California","173,345","±4,391","173,345",(X)
"('Total housing units',)","Los Angeles city, California","1,429,433","±8,470","1,429,433",(X)
"('Total housing units',)","Memphis city, Tennessee","296,840","±3,327","296,840",(X)
"('Total housing units',)","Mesa city, Arizona","200,820","±4,416","200,820",(X)
"('Total housing units',)","Miami city, Florida","189,268","±4,647","189,268",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","257,076","±3,085","257,076",(X)
"('Total housing units',)","Minneapolis city, Minnesota","179,198","±3,289","179,198",(X)
"('Total housing units',)","New Orleans city, Louisiana","191,251",±799,"191,251",(X)
"('Total housing units',)","New York city, New York","3,385,281","±3,249","3,385,281",(X)
"('Total housing units',)","Newark city, New Jersey","109,016","±2,957","109,016",(X)
"('Total housing units',)","Oakland city, California","171,094","±3,178","171,094",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","260,339","±2,437","260,339",(X)
"('Total housing units',)","Omaha city, Nebraska","181,423","±1,641","181,423",(X)
"('Total housing units',)","Orlando city, Florida","122,512","±4,359","122,512",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","668,247","±1,811","668,247",(X)
"('Total housing units',)","Phoenix city, Arizona","596,762","±6,808","596,762",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","152,391","±3,424","152,391",(X)
"('Total housing units',)","Plano city, Texas","105,489","±3,077","105,489",(X)
"('Total housing units',)","Portland city, Oregon","265,196","±2,714","265,196",(X)
"('Total housing units',)","Raleigh city, North Carolina","178,290","±3,524","178,290",(X)
"('Total housing units',)","Riverside city, California","97,462","±3,263","97,462",(X)
"('Total housing units',)","Sacramento city, California","192,172","±3,977","192,172",(X)
"('Total housing units',)","San Antonio city, Texas","534,347","±3,959","534,347",(X)
"('Total housing units',)","San Diego city, California","513,200","±5,577","513,200",(X)
"('Total housing units',)","San Francisco city, California","376,899","±1,449","376,899",(X)
"('Total housing units',)","San Jose city, California","320,715","±3,894","320,715",(X)
"('Total housing units',)","Santa Ana city, California","74,142","±2,690","74,142",(X)
"('Total housing units',)","Seattle city, Washington","309,612","±5,044","309,612",(X)
"('Total housing units',)","St. Louis city, Missouri","175,226",±752,"175,226",(X)
"('Total housing units',)","St. Paul city, Minnesota","118,958","±2,004","118,958",(X)
"('Total housing units',)","Stockton city, California","99,854","±2,462","99,854",(X)
"('Total housing units',)","Tampa city, Florida","159,237","±3,498","159,237",(X)
"('Total housing units',)","Tucson city, Arizona","230,975","±4,107","230,975",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,019","±2,032","187,019",(X)
"('Total housing units',)","Virginia Beach city, Virginia","179,690",±691,"179,690",(X)
"('Total housing units',)","Washington city, District of Columbia","300,247",±68,"300,247",(X)
"('Total housing units',)","Wichita city, Kansas","168,287","±2,040","168,287",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","148,347","±3,314",61.60%,±1.4
"('1-unit, detached',)","Anaheim city, California","45,258","±2,474",43.20%,±2.1
"('1-unit, detached',)","Anchorage municipality, Alaska","56,426","±2,629",49.70%,±2.3
"('1-unit, detached',)","Arlington city, Texas","86,245","±3,353",58.50%,±2.0
"('1-unit, detached',)","Atlanta city, Georgia","89,220","±3,216",39.80%,±1.3
"('1-unit, detached',)","Aurora city, Colorado","67,201","±2,939",51.00%,±1.9
"('1-unit, detached',)","Austin city, Texas","168,205","±4,748",46.70%,±1.2
"('1-unit, detached',)","Bakersfield city, California","84,289","±2,812",70.60%,±1.9
"('1-unit, detached',)","Baltimore city, Maryland","41,961","±2,997",14.20%,±1.0
"('1-unit, detached',)","Boston city, Massachusetts","31,759","±2,005",11.80%,±0.8
"('1-unit, detached',)","Charlotte city, North Carolina","181,436","±4,462",55.50%,±1.2
"('1-unit, detached',)","Chicago city, Illinois","302,323","±6,423",25.40%,±0.5
"('1-unit, detached',)","Cincinnati city, Ohio","59,867","±2,629",37.50%,±1.6
"('1-unit, detached',)","Cleveland city, Ohio","96,396","±3,552",45.80%,±1.4
"('1-unit, detached',)","Colorado Springs city, Colorado","110,137","±3,035",60.90%,±1.5
"('1-unit, detached',)","Columbus city, Ohio","176,077","±4,499",46.20%,±1.1
"('1-unit, detached',)","Corpus Christi city, Texas","84,174","±2,653",66.80%,±1.9
"('1-unit, detached',)","Dallas city, Texas","232,960","±5,735",44.40%,±1.0
"('1-unit, detached',)","Denver city, Colorado","132,850","±3,453",46.10%,±1.2
"('1-unit, detached',)","Detroit city, Michigan","238,925","±3,871",65.20%,±0.9
"('1-unit, detached',)","Durham city, North Carolina","58,206","±2,204",54.20%,±2.0
"('1-unit, detached',)","El Paso city, Texas","160,730","±3,623",68.40%,±1.4
"('1-unit, detached',)","Fort Worth city, Texas","196,979","±4,668",66.50%,±1.4
"('1-unit, detached',)","Fresno city, California","105,010","±3,314",59.90%,±1.8
"('1-unit, detached',)","Greensboro city, North Carolina","66,640","±2,459",53.40%,±1.8
"('1-unit, detached',)","Henderson city, Nevada","76,947","±3,282",68.40%,±2.2
"('1-unit, detached',)","Houston city, Texas","412,898","±8,003",45.30%,±0.8
"('1-unit, detached',)","Indianapolis city (balance), Indiana","220,112","±4,163",57.60%,±1.1
"('1-unit, detached',)","Irvine city, California","30,216","±2,626",34.40%,±2.8
"('1-unit, detached',)","Jacksonville city, Florida","221,653","±5,498",60.20%,±1.4
"('1-unit, detached',)","Jersey City city, New Jersey","9,893","±1,342",9.00%,±1.2
"('1-unit, detached',)","Kansas City city, Missouri","140,247","±3,504",61.40%,±1.2
"('1-unit, detached',)","Las Vegas city, Nevada","151,278","±3,624",60.30%,±1.3
"('1-unit, detached',)","Lincoln city, Nebraska","64,821","±1,964",57.90%,±1.7
"('1-unit, detached',)","Long Beach city, California","67,983","±2,942",39.20%,±1.5
"('1-unit, detached',)","Los Angeles city, California","548,852","±8,621",38.40%,±0.6
"('1-unit, detached',)","Memphis city, Tennessee","179,138","±3,995",60.30%,±1.1
"('1-unit, detached',)","Mesa city, Arizona","108,123","±3,809",53.80%,±1.4
"('1-unit, detached',)","Miami city, Florida","50,458","±2,845",26.70%,±1.6
"('1-unit, detached',)","Milwaukee city, Wisconsin","104,859","±3,148",40.80%,±1.1
"('1-unit, detached',)","Minneapolis city, Minnesota","77,990","±2,716",43.50%,±1.4
"('1-unit, detached',)","New Orleans city, Louisiana","85,119","±2,565",44.50%,±1.3
"('1-unit, detached',)","New York city, New York","314,092","±7,060",9.30%,±0.2
"('1-unit, detached',)","Newark city, New Jersey","12,096","±1,398",11.10%,±1.2
"('1-unit, detached',)","Oakland city, California","73,807","±2,290",43.10%,±1.3
"('1-unit, detached',)","Oklahoma City city, Oklahoma","173,045","±3,618",66.50%,±1.2
"('1-unit, detached',)","Omaha city, Nebraska","115,050","±2,822",63.40%,±1.5
"('1-unit, detached',)","Orlando city, Florida","40,440","±2,616",33.00%,±2.1
"('1-unit, detached',)","Philadelphia city, Pennsylvania","54,810","±3,432",8.20%,±0.5
"('1-unit, detached',)","Phoenix city, Arizona","364,685","±5,636",61.10%,±0.8
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","68,401","±2,842",44.90%,±1.9
"('1-unit, detached',)","Plano city, Texas","68,169","±2,634",64.60%,±1.9
"('1-unit, detached',)","Portland city, Oregon","149,811","±3,576",56.50%,±1.3
"('1-unit, detached',)","Raleigh city, North Carolina","84,847","±3,497",47.60%,±1.9
"('1-unit, detached',)","Riverside city, California","63,851","±2,686",65.50%,±2.3
"('1-unit, detached',)","Sacramento city, California","112,313","±3,261",58.40%,±1.5
"('1-unit, detached',)","San Antonio city, Texas","345,062","±6,082",64.60%,±1.0
"('1-unit, detached',)","San Diego city, California","230,272","±5,859",44.90%,±1.0
"('1-unit, detached',)","San Francisco city, California","71,668","±3,320",19.00%,±0.9
"('1-unit, detached',)","San Jose city, California","170,952","±4,218",53.30%,±1.2
"('1-unit, detached',)","Santa Ana city, California","33,862","±1,643",45.70%,±2.2
"('1-unit, detached',)","Seattle city, Washington","137,440","±4,155",44.40%,±1.3
"('1-unit, detached',)","St. Louis city, Missouri","74,882","±2,765",42.70%,±1.6
"('1-unit, detached',)","St. Paul city, Minnesota","59,325","±2,395",49.90%,±1.7
"('1-unit, detached',)","Stockton city, California","64,819","±2,353",64.90%,±1.8
"('1-unit, detached',)","Tampa city, Florida","84,792","±2,972",53.20%,±1.8
"('1-unit, detached',)","Tucson city, Arizona","118,466","±4,421",51.30%,±1.6
"('1-unit, detached',)","Tulsa city, Oklahoma","116,753","±2,048",62.40%,±0.8
"('1-unit, detached',)","Virginia Beach city, Virginia","97,754","±2,750",54.40%,±1.6
"('1-unit, detached',)","Washington city, District of Columbia","37,044","±1,848",12.30%,±0.6
"('1-unit, detached',)","Wichita city, Kansas","114,405","±2,917",68.00%,±1.7
"('1-unit, attached',)","Albuquerque city, New Mexico","13,106","±1,581",5.40%,±0.7
"('1-unit, attached',)","Anaheim city, California","8,363","±1,306",8.00%,±1.2
"('1-unit, attached',)","Anchorage municipality, Alaska","13,835","±1,849",12.20%,±1.6
"('1-unit, attached',)","Arlington city, Texas","6,632","±1,330",4.50%,±0.9
"('1-unit, attached',)","Atlanta city, Georgia","12,925","±1,806",5.80%,±0.8
"('1-unit, attached',)","Aurora city, Colorado","14,013","±1,547",10.60%,±1.2
"('1-unit, attached',)","Austin city, Texas","15,428","±1,864",4.30%,±0.5
"('1-unit, attached',)","Bakersfield city, California","3,346",±903,2.80%,±0.7
"('1-unit, attached',)","Baltimore city, Maryland","157,642","±3,963",53.20%,±1.3
"('1-unit, attached',)","Boston city, Massachusetts","16,801","±1,866",6.20%,±0.7
"('1-unit, attached',)","Charlotte city, North Carolina","22,164","±2,383",6.80%,±0.7
"('1-unit, attached',)","Chicago city, Illinois","41,280","±3,122",3.50%,±0.3
"('1-unit, attached',)","Cincinnati city, Ohio","7,676","±1,349",4.80%,±0.8
"('1-unit, attached',)","Cleveland city, Ohio","13,751","±1,558",6.50%,±0.7
"('1-unit, attached',)","Colorado Springs city, Colorado","12,900","±1,736",7.10%,±1.0
"('1-unit, attached',)","Columbus city, Ohio","38,823","±3,376",10.20%,±0.9
"('1-unit, attached',)","Corpus Christi city, Texas","3,373","±1,037",2.70%,±0.8
"('1-unit, attached',)","Dallas city, Texas","20,787","±2,264",4.00%,±0.4
"('1-unit, attached',)","Denver city, Colorado","21,543","±1,786",7.50%,±0.6
"('1-unit, attached',)","Detroit city, Michigan","31,600","±2,102",8.60%,±0.5
"('1-unit, attached',)","Durham city, North Carolina","7,244","±1,202",6.70%,±1.1
"('1-unit, attached',)","El Paso city, Texas","7,346","±1,314",3.10%,±0.6
"('1-unit, attached',)","Fort Worth city, Texas","13,172","±1,812",4.40%,±0.6
"('1-unit, attached',)","Fresno city, California","5,720","±1,163",3.30%,±0.7
"('1-unit, attached',)","Greensboro city, North Carolina","7,909","±1,204",6.30%,±1.0
"('1-unit, attached',)","Henderson city, Nevada","5,914",±988,5.30%,±0.9
"('1-unit, attached',)","Houston city, Texas","45,347","±3,238",5.00%,±0.3
"('1-unit, attached',)","Indianapolis city (balance), Indiana","40,787","±3,100",10.70%,±0.8
"('1-unit, attached',)","Irvine city, California","15,426","±1,754",17.50%,±1.9
"('1-unit, attached',)","Jacksonville city, Florida","17,560","±2,191",4.80%,±0.6
"('1-unit, attached',)","Jersey City city, New Jersey","7,569","±1,166",6.90%,±1.1
"('1-unit, attached',)","Kansas City city, Missouri","10,884","±1,328",4.80%,±0.6
"('1-unit, attached',)","Las Vegas city, Nevada","10,456","±1,376",4.20%,±0.5
"('1-unit, attached',)","Lincoln city, Nebraska","9,747","±1,241",8.70%,±1.1
"('1-unit, attached',)","Long Beach city, California","8,561","±1,223",4.90%,±0.7
"('1-unit, attached',)","Los Angeles city, California","82,016","±3,813",5.70%,±0.3
"('1-unit, attached',)","Memphis city, Tennessee","11,806","±1,513",4.00%,±0.5
"('1-unit, attached',)","Mesa city, Arizona","11,228","±1,372",5.60%,±0.7
"('1-unit, attached',)","Miami city, Florida","15,421","±1,871",8.10%,±1.0
"('1-unit, attached',)","Milwaukee city, Wisconsin","20,753","±1,752",8.10%,±0.7
"('1-unit, attached',)","Minneapolis city, Minnesota","6,386","±1,163",3.60%,±0.7
"('1-unit, attached',)","New Orleans city, Louisiana","27,667","±2,138",14.50%,±1.1
"('1-unit, attached',)","New York city, New York","231,910","±6,222",6.90%,±0.2
