Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Rental vacancy rate',)","Milwaukee city, Wisconsin",6.3,±1.1,(X),(X)
"('Rental vacancy rate',)","Minneapolis city, Minnesota",7.3,±1.9,(X),(X)
"('Rental vacancy rate',)","Nashville-Davidson metropolitan government (balance), Tennessee",6.4,±1.4,(X),(X)
"('Rental vacancy rate',)","New Orleans city, Louisiana",4.6,±1.2,(X),(X)
"('Rental vacancy rate',)","New York city, New York",4.4,±0.3,(X),(X)
"('Rental vacancy rate',)","Newark city, New Jersey",1.5,±0.6,(X),(X)
"('Rental vacancy rate',)","Oakland city, California",6,±1.2,(X),(X)
"('Rental vacancy rate',)","Oklahoma City city, Oklahoma",8.4,±1.7,(X),(X)
"('Rental vacancy rate',)","Omaha city, Nebraska",5.9,±1.3,(X),(X)
"('Rental vacancy rate',)","Orlando city, Florida",7.4,±2.1,(X),(X)
"('Rental vacancy rate',)","Philadelphia city, Pennsylvania",6.3,±0.9,(X),(X)
"('Rental vacancy rate',)","Phoenix city, Arizona",3.9,±0.8,(X),(X)
"('Rental vacancy rate',)","Pittsburgh city, Pennsylvania",7.7,±1.5,(X),(X)
"('Rental vacancy rate',)","Plano city, Texas",5.4,±2.1,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",4.2,±1.2,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",8.1,±1.9,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",2.7,±1.4,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",2.3,±1.0,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",7.4,±1.1,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",4.3,±0.8,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",7.5,±1.4,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",5.6,±1.3,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",2.1,±1.3,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",6.7,±1.5,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",6.5,±1.7,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",9.3,±2.3,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",2.7,±1.4,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",4.8,±1.4,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",3.9,±1.1,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",5.3,±0.8,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",4.3,±1.6,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",8,±1.2,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",8.8,±1.9,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","256,814","±2,299","256,814",(X)
"('Total housing units',)","Anaheim city, California","110,319","±3,231","110,319",(X)
"('Total housing units',)","Anchorage municipality, Alaska","119,808",±653,"119,808",(X)
"('Total housing units',)","Arlington city, Texas","156,653","±5,087","156,653",(X)
"('Total housing units',)","Atlanta city, Georgia","253,355","±5,916","253,355",(X)
"('Total housing units',)","Aurora city, Colorado","149,636","±3,371","149,636",(X)
"('Total housing units',)","Austin city, Texas","469,156","±6,990","469,156",(X)
"('Total housing units',)","Bakersfield city, California","134,270","±3,483","134,270",(X)
"('Total housing units',)","Baltimore city, Maryland","293,487","±1,685","293,487",(X)
"('Total housing units',)","Boston city, Massachusetts","307,025","±2,891","307,025",(X)
"('Total housing units',)","Charlotte city, North Carolina","393,631","±3,480","393,631",(X)
"('Total housing units',)","Chicago city, Illinois","1,272,191","±10,075","1,272,191",(X)
"('Total housing units',)","Cincinnati city, Ohio","160,420","±4,032","160,420",(X)
"('Total housing units',)","Cleveland city, Ohio","202,735","±4,511","202,735",(X)
"('Total housing units',)","Colorado Springs city, Colorado","205,380","±3,006","205,380",(X)
"('Total housing units',)","Columbus city, Ohio","422,120","±4,966","422,120",(X)
"('Total housing units',)","Corpus Christi city, Texas","137,431","±2,184","137,431",(X)
"('Total housing units',)","Dallas city, Texas","591,773","±7,965","591,773",(X)
"('Total housing units',)","Denver city, Colorado","351,829",±978,"351,829",(X)
"('Total housing units',)","Detroit city, Michigan","322,906","±4,766","322,906",(X)
"('Total housing units',)","Durham city, North Carolina","131,917","±1,868","131,917",(X)
"('Total housing units',)","El Paso city, Texas","261,779","±2,871","261,779",(X)
"('Total housing units',)","Fort Worth city, Texas","361,341","±6,713","361,341",(X)
"('Total housing units',)","Fresno city, California","188,756","±3,250","188,756",(X)
"('Total housing units',)","Greensboro city, North Carolina","139,565","±3,225","139,565",(X)
"('Total housing units',)","Henderson city, Nevada","132,088","±3,644","132,088",(X)
"('Total housing units',)","Houston city, Texas","1,028,763","±10,230","1,028,763",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","399,820","±2,480","399,820",(X)
"('Total housing units',)","Irvine city, California","122,260","±5,673","122,260",(X)
"('Total housing units',)","Jacksonville city, Florida","422,315","±3,351","422,315",(X)
"('Total housing units',)","Jersey City city, New Jersey","131,609","±3,580","131,609",(X)
"('Total housing units',)","Kansas City city, Missouri","243,950","±4,034","243,950",(X)
"('Total housing units',)","Las Vegas city, Nevada","269,602","±4,527","269,602",(X)
"('Total housing units',)","Lexington-Fayette urban county, Kentucky","147,590","±1,002","147,590",(X)
"('Total housing units',)","Lincoln city, Nebraska","126,262","±1,224","126,262",(X)
"('Total housing units',)","Long Beach city, California","179,856","±4,443","179,856",(X)
"('Total housing units',)","Los Angeles city, California","1,542,391","±9,733","1,542,391",(X)
"('Total housing units',)","Memphis city, Tennessee","288,491","±4,648","288,491",(X)
"('Total housing units',)","Mesa city, Arizona","221,995","±5,732","221,995",(X)
"('Total housing units',)","Miami city, Florida","219,775","±5,651","219,775",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","257,812","±3,165","257,812",(X)
"('Total housing units',)","Minneapolis city, Minnesota","203,633","±4,178","203,633",(X)
"('Total housing units',)","Nashville-Davidson metropolitan government (balance), Tennessee","331,262","±1,908","331,262",(X)
"('Total housing units',)","New Orleans city, Louisiana","194,701",±859,"194,701",(X)
"('Total housing units',)","New York city, New York","3,641,931","±2,894","3,641,931",(X)
"('Total housing units',)","Newark city, New Jersey","122,145","±3,802","122,145",(X)
"('Total housing units',)","Oakland city, California","186,660","±4,202","186,660",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","302,241","±4,267","302,241",(X)
"('Total housing units',)","Omaha city, Nebraska","212,802","±1,693","212,802",(X)
"('Total housing units',)","Orlando city, Florida","149,940","±5,158","149,940",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","733,015","±2,013","733,015",(X)
"('Total housing units',)","Phoenix city, Arizona","644,625","±7,668","644,625",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","159,435","±5,069","159,435",(X)
"('Total housing units',)","Plano city, Texas","114,797","±3,481","114,797",(X)
"('Total housing units',)","Portland city, Oregon","303,483","±3,047","303,483",(X)
"('Total housing units',)","Raleigh city, North Carolina","217,866","±4,672","217,866",(X)
"('Total housing units',)","Riverside city, California","94,246","±2,944","94,246",(X)
"('Total housing units',)","Sacramento city, California","210,715","±4,391","210,715",(X)
"('Total housing units',)","San Antonio city, Texas","603,670","±6,093","603,670",(X)
"('Total housing units',)","San Diego city, California","555,456","±7,850","555,456",(X)
"('Total housing units',)","San Francisco city, California","412,269","±1,484","412,269",(X)
"('Total housing units',)","San Jose city, California","340,561","±4,585","340,561",(X)
"('Total housing units',)","Santa Ana city, California","80,604","±2,558","80,604",(X)
"('Total housing units',)","Seattle city, Washington","384,799","±5,658","384,799",(X)
"('Total housing units',)","St. Louis city, Missouri","173,493",±644,"173,493",(X)
"('Total housing units',)","St. Paul city, Minnesota","131,275","±2,691","131,275",(X)
"('Total housing units',)","Stockton city, California","102,642","±3,106","102,642",(X)
"('Total housing units',)","Tampa city, Florida","172,886","±3,935","172,886",(X)
"('Total housing units',)","Tucson city, Arizona","242,816","±4,430","242,816",(X)
"('Total housing units',)","Tulsa city, Oklahoma","194,402","±2,135","194,402",(X)
"('Total housing units',)","Virginia Beach city, Virginia","190,981",±740,"190,981",(X)
"('Total housing units',)","Washington city, District of Columbia","357,482",±47,"357,482",(X)
"('Total housing units',)","Wichita city, Kansas","176,357","±2,140","176,357",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","157,573","±4,397",61.40%,±1.6
"('1-unit, detached',)","Anaheim city, California","47,158","±2,515",42.70%,±2.2
"('1-unit, detached',)","Anchorage municipality, Alaska","55,881","±2,930",46.60%,±2.4
"('1-unit, detached',)","Arlington city, Texas","94,349","±3,917",60.20%,±2.0
"('1-unit, detached',)","Atlanta city, Georgia","94,921","±4,571",37.50%,±1.6
"('1-unit, detached',)","Aurora city, Colorado","78,676","±3,492",52.60%,±2.0
"('1-unit, detached',)","Austin city, Texas","201,992","±6,102",43.10%,±1.2
"('1-unit, detached',)","Bakersfield city, California","96,006","±3,420",71.50%,±2.0
"('1-unit, detached',)","Baltimore city, Maryland","48,023","±3,387",16.40%,±1.2
"('1-unit, detached',)","Boston city, Massachusetts","36,969","±2,491",12.00%,±0.8
"('1-unit, detached',)","Charlotte city, North Carolina","207,293","±5,013",52.70%,±1.2
"('1-unit, detached',)","Chicago city, Illinois","335,412","±8,053",26.40%,±0.6
"('1-unit, detached',)","Cincinnati city, Ohio","58,779","±3,675",36.60%,±2.2
"('1-unit, detached',)","Cleveland city, Ohio","98,774","±3,415",48.70%,±1.5
"('1-unit, detached',)","Colorado Springs city, Colorado","127,851","±4,102",62.30%,±1.8
"('1-unit, detached',)","Columbus city, Ohio","193,185","±4,863",45.80%,±1.1
"('1-unit, detached',)","Corpus Christi city, Texas","89,356","±3,166",65.00%,±1.9
"('1-unit, detached',)","Dallas city, Texas","247,155","±6,690",41.80%,±1.1
"('1-unit, detached',)","Denver city, Colorado","150,994","±4,037",42.90%,±1.2
"('1-unit, detached',)","Detroit city, Michigan","212,961","±4,984",66.00%,±1.3
"('1-unit, detached',)","Durham city, North Carolina","66,133","±3,172",50.10%,±2.4
"('1-unit, detached',)","El Paso city, Texas","177,199","±4,881",67.70%,±1.8
"('1-unit, detached',)","Fort Worth city, Texas","236,281","±6,592",65.40%,±1.5
"('1-unit, detached',)","Fresno city, California","111,454","±3,097",59.00%,±1.5
"('1-unit, detached',)","Greensboro city, North Carolina","77,333","±3,759",55.40%,±2.6
"('1-unit, detached',)","Henderson city, Nevada","90,317","±3,791",68.40%,±2.3
"('1-unit, detached',)","Houston city, Texas","444,183","±9,753",43.20%,±0.8
"('1-unit, detached',)","Indianapolis city (balance), Indiana","235,716","±5,296",59.00%,±1.2
"('1-unit, detached',)","Irvine city, California","45,588","±3,784",37.30%,±2.8
"('1-unit, detached',)","Jacksonville city, Florida","250,660","±5,738",59.40%,±1.4
"('1-unit, detached',)","Jersey City city, New Jersey","9,949","±1,621",7.60%,±1.2
"('1-unit, detached',)","Kansas City city, Missouri","148,138","±3,788",60.70%,±1.4
"('1-unit, detached',)","Las Vegas city, Nevada","165,785","±4,749",61.50%,±1.3
"('1-unit, detached',)","Lexington-Fayette urban county, Kentucky","86,669","±2,765",58.70%,±1.9
"('1-unit, detached',)","Lincoln city, Nebraska","73,562","±2,923",58.30%,±2.2
"('1-unit, detached',)","Long Beach city, California","72,311","±2,920",40.20%,±1.6
"('1-unit, detached',)","Los Angeles city, California","573,520","±7,620",37.20%,±0.5
"('1-unit, detached',)","Memphis city, Tennessee","176,062","±4,806",61.00%,±1.4
"('1-unit, detached',)","Mesa city, Arizona","123,997","±4,024",55.90%,±1.5
"('1-unit, detached',)","Miami city, Florida","49,627","±3,425",22.60%,±1.6
"('1-unit, detached',)","Milwaukee city, Wisconsin","100,228","±3,463",38.90%,±1.3
"('1-unit, detached',)","Minneapolis city, Minnesota","85,170","±3,205",41.80%,±1.5
"('1-unit, detached',)","Nashville-Davidson metropolitan government (balance), Tennessee","168,658","±4,530",50.90%,±1.3
"('1-unit, detached',)","New Orleans city, Louisiana","93,519","±3,247",48.00%,±1.7
"('1-unit, detached',)","New York city, New York","350,360","±8,134",9.60%,±0.2
"('1-unit, detached',)","Newark city, New Jersey","13,047","±1,946",10.70%,±1.5
"('1-unit, detached',)","Oakland city, California","79,024","±3,301",42.30%,±1.7
"('1-unit, detached',)","Oklahoma City city, Oklahoma","204,895","±5,010",67.80%,±1.3
"('1-unit, detached',)","Omaha city, Nebraska","134,400","±3,151",63.20%,±1.4
"('1-unit, detached',)","Orlando city, Florida","46,591","±3,829",31.10%,±2.6
"('1-unit, detached',)","Philadelphia city, Pennsylvania","72,869","±4,956",9.90%,±0.7
"('1-unit, detached',)","Phoenix city, Arizona","388,485","±8,003",60.30%,±1.1
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","69,660","±3,630",43.70%,±1.8
"('1-unit, detached',)","Plano city, Texas","69,148","±3,229",60.20%,±1.9
"('1-unit, detached',)","Portland city, Oregon","161,622","±4,066",53.30%,±1.3
"('1-unit, detached',)","Raleigh city, North Carolina","98,096","±4,106",45.00%,±1.8
"('1-unit, detached',)","Riverside city, California","59,487","±2,607",63.10%,±2.1
"('1-unit, detached',)","Sacramento city, California","129,937","±3,717",61.70%,±1.7
"('1-unit, detached',)","San Antonio city, Texas","364,587","±6,993",60.40%,±1.0
"('1-unit, detached',)","San Diego city, California","240,967","±6,230",43.40%,±1.1
"('1-unit, detached',)","San Francisco city, California","78,770","±4,253",19.10%,±1.0
"('1-unit, detached',)","San Jose city, California","173,419","±4,795",50.90%,±1.3
"('1-unit, detached',)","Santa Ana city, California","37,386","±2,195",46.40%,±2.8
"('1-unit, detached',)","Seattle city, Washington","152,342","±4,979",39.60%,±1.3
"('1-unit, detached',)","St. Louis city, Missouri","74,991","±3,170",43.20%,±1.8
"('1-unit, detached',)","St. Paul city, Minnesota","65,601","±2,583",50.00%,±1.8
"('1-unit, detached',)","Stockton city, California","69,805","±2,925",68.00%,±2.1
"('1-unit, detached',)","Tampa city, Florida","93,959","±3,396",54.30%,±1.8
"('1-unit, detached',)","Tucson city, Arizona","129,856","±4,378",53.50%,±1.5
"('1-unit, detached',)","Tulsa city, Oklahoma","122,258","±2,219",62.90%,±0.9
"('1-unit, detached',)","Virginia Beach city, Virginia","101,694","±3,302",53.20%,±1.8
"('1-unit, detached',)","Washington city, District of Columbia","39,867","±2,871",11.20%,±0.8
"('1-unit, detached',)","Wichita city, Kansas","114,882","±3,271",65.10%,±1.6
"('1-unit, attached',)","Albuquerque city, New Mexico","16,953","±2,187",6.60%,±0.9
"('1-unit, attached',)","Anaheim city, California","9,166","±1,436",8.30%,±1.3
"('1-unit, attached',)","Anchorage municipality, Alaska","18,213","±2,400",15.20%,±2.0
"('1-unit, attached',)","Arlington city, Texas","16,875","±2,385",10.80%,±1.4
"('1-unit, attached',)","Atlanta city, Georgia","16,712","±2,783",6.60%,±1.0
"('1-unit, attached',)","Aurora city, Colorado","17,787","±1,681",11.90%,±1.2
"('1-unit, attached',)","Austin city, Texas","24,334","±3,167",5.20%,±0.7
"('1-unit, attached',)","Bakersfield city, California","5,239","±1,384",3.90%,±1.0
"('1-unit, attached',)","Baltimore city, Maryland","145,234","±4,209",49.50%,±1.4
"('1-unit, attached',)","Boston city, Massachusetts","19,634","±2,424",6.40%,±0.8
"('1-unit, attached',)","Charlotte city, North Carolina","35,628","±2,952",9.10%,±0.7
"('1-unit, attached',)","Chicago city, Illinois","44,655","±3,691",3.50%,±0.3
"('1-unit, attached',)","Cincinnati city, Ohio","7,857","±1,634",4.90%,±1.0
"('1-unit, attached',)","Cleveland city, Ohio","11,449","±1,543",5.60%,±0.8
"('1-unit, attached',)","Colorado Springs city, Colorado","17,090","±1,966",8.30%,±0.9
"('1-unit, attached',)","Columbus city, Ohio","38,263","±3,097",9.10%,±0.7
"('1-unit, attached',)","Corpus Christi city, Texas","2,265",±821,1.60%,±0.6
"('1-unit, attached',)","Dallas city, Texas","25,648","±2,799",4.30%,±0.5
"('1-unit, attached',)","Denver city, Colorado","29,150","±2,678",8.30%,±0.8
"('1-unit, attached',)","Detroit city, Michigan","19,618","±1,695",6.10%,±0.5
"('1-unit, attached',)","Durham city, North Carolina","12,941","±2,216",9.80%,±1.7
"('1-unit, attached',)","El Paso city, Texas","11,467","±1,788",4.40%,±0.7
"('1-unit, attached',)","Fort Worth city, Texas","10,339","±2,136",2.90%,±0.6
"('1-unit, attached',)","Fresno city, California","6,032","±1,662",3.20%,±0.9
