Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Rental vacancy rate',)","Plano city, Texas",8.4,±2.7,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",4,±1.1,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",6.1,±1.6,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",3.1,±1.8,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",2.1,±0.9,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",7.4,±1.1,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",5,±1.0,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",3,±1.2,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",3.6,±0.9,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",3.1,±1.6,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",4,±1.1,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",7,±1.4,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",6.1,±2.1,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",6.2,±1.7,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",8.5,±2.1,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",6.1,±1.4,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",9.6,±1.2,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",4.6,±2.0,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",7,±1.2,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",9.7,±2.4,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","247,716","±2,717","247,716",(X)
"('Total housing units',)","Anaheim city, California","110,647","±3,466","110,647",(X)
"('Total housing units',)","Anchorage municipality, Alaska","119,272",±490,"119,272",(X)
"('Total housing units',)","Arlington city, Texas","148,396","±4,742","148,396",(X)
"('Total housing units',)","Atlanta city, Georgia","253,597","±5,338","253,597",(X)
"('Total housing units',)","Aurora city, Colorado","141,909","±3,185","141,909",(X)
"('Total housing units',)","Austin city, Texas","442,388","±4,948","442,388",(X)
"('Total housing units',)","Bakersfield city, California","124,863","±3,248","124,863",(X)
"('Total housing units',)","Baltimore city, Maryland","293,877","±1,264","293,877",(X)
"('Total housing units',)","Boston city, Massachusetts","303,791","±3,230","303,791",(X)
"('Total housing units',)","Charlotte city, North Carolina","375,538","±3,740","375,538",(X)
"('Total housing units',)","Chicago city, Illinois","1,218,078","±10,813","1,218,078",(X)
"('Total housing units',)","Cincinnati city, Ohio","158,394","±3,662","158,394",(X)
"('Total housing units',)","Cleveland city, Ohio","207,813","±4,533","207,813",(X)
"('Total housing units',)","Colorado Springs city, Colorado","199,168","±2,237","199,168",(X)
"('Total housing units',)","Columbus city, Ohio","402,520","±5,033","402,520",(X)
"('Total housing units',)","Corpus Christi city, Texas","134,604","±1,869","134,604",(X)
"('Total housing units',)","Dallas city, Texas","589,260","±6,711","589,260",(X)
"('Total housing units',)","Denver city, Colorado","338,346",±923,"338,346",(X)
"('Total housing units',)","Detroit city, Michigan","359,623","±4,483","359,623",(X)
"('Total housing units',)","Durham city, North Carolina","124,001","±1,983","124,001",(X)
"('Total housing units',)","El Paso city, Texas","250,077","±2,758","250,077",(X)
"('Total housing units',)","Fort Worth city, Texas","346,502","±6,146","346,502",(X)
"('Total housing units',)","Fresno city, California","180,639","±3,010","180,639",(X)
"('Total housing units',)","Greensboro city, North Carolina","132,743","±3,522","132,743",(X)
"('Total housing units',)","Henderson city, Nevada","132,861","±4,042","132,861",(X)
"('Total housing units',)","Houston city, Texas","987,158","±9,121","987,158",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","384,807","±3,177","384,807",(X)
"('Total housing units',)","Irvine city, California","114,217","±4,276","114,217",(X)
"('Total housing units',)","Jacksonville city, Florida","396,542","±2,352","396,542",(X)
"('Total housing units',)","Jersey City city, New Jersey","116,602","±2,590","116,602",(X)
"('Total housing units',)","Kansas City city, Missouri","238,547","±3,712","238,547",(X)
"('Total housing units',)","Las Vegas city, Nevada","258,593","±5,987","258,593",(X)
"('Total housing units',)","Lincoln city, Nebraska","124,244","±1,141","124,244",(X)
"('Total housing units',)","Long Beach city, California","176,189","±4,761","176,189",(X)
"('Total housing units',)","Los Angeles city, California","1,532,364","±11,210","1,532,364",(X)
"('Total housing units',)","Memphis city, Tennessee","301,473","±4,146","301,473",(X)
"('Total housing units',)","Mesa city, Arizona","215,150","±5,036","215,150",(X)
"('Total housing units',)","Miami city, Florida","221,040","±6,494","221,040",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","260,024","±4,009","260,024",(X)
"('Total housing units',)","Minneapolis city, Minnesota","192,708","±4,494","192,708",(X)
"('Total housing units',)","New Orleans city, Louisiana","192,236",±635,"192,236",(X)
"('Total housing units',)","New York city, New York","3,546,601","±2,871","3,546,601",(X)
"('Total housing units',)","Newark city, New Jersey","113,623","±3,536","113,623",(X)
"('Total housing units',)","Oakland city, California","182,574","±4,215","182,574",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","281,616","±3,478","281,616",(X)
"('Total housing units',)","Omaha city, Nebraska","203,034","±1,749","203,034",(X)
"('Total housing units',)","Orlando city, Florida","138,456","±5,042","138,456",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","691,653","±1,639","691,653",(X)
"('Total housing units',)","Phoenix city, Arizona","637,511","±7,460","637,511",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","158,561","±4,198","158,561",(X)
"('Total housing units',)","Plano city, Texas","116,860","±3,222","116,860",(X)
"('Total housing units',)","Portland city, Oregon","298,837","±2,761","298,837",(X)
"('Total housing units',)","Raleigh city, North Carolina","205,534","±4,438","205,534",(X)
"('Total housing units',)","Riverside city, California","91,011","±3,139","91,011",(X)
"('Total housing units',)","Sacramento city, California","200,079","±3,877","200,079",(X)
"('Total housing units',)","San Antonio city, Texas","561,467","±4,448","561,467",(X)
"('Total housing units',)","San Diego city, California","556,735","±6,671","556,735",(X)
"('Total housing units',)","San Francisco city, California","406,399","±1,432","406,399",(X)
"('Total housing units',)","San Jose city, California","343,234","±4,703","343,234",(X)
"('Total housing units',)","Santa Ana city, California","82,990","±2,641","82,990",(X)
"('Total housing units',)","Seattle city, Washington","372,011","±5,779","372,011",(X)
"('Total housing units',)","St. Louis city, Missouri","177,400",±828,"177,400",(X)
"('Total housing units',)","St. Paul city, Minnesota","121,626","±2,783","121,626",(X)
"('Total housing units',)","Stockton city, California","104,720","±2,937","104,720",(X)
"('Total housing units',)","Tampa city, Florida","174,379","±4,384","174,379",(X)
"('Total housing units',)","Tucson city, Arizona","243,941","±3,937","243,941",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,906","±2,449","187,906",(X)
"('Total housing units',)","Virginia Beach city, Virginia","186,468",±809,"186,468",(X)
"('Total housing units',)","Washington city, District of Columbia","322,814",±133,"322,814",(X)
"('Total housing units',)","Wichita city, Kansas","172,738","±2,168","172,738",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","152,917","±4,710",61.70%,±1.8
"('1-unit, detached',)","Anaheim city, California","45,206","±3,218",40.90%,±2.4
"('1-unit, detached',)","Anchorage municipality, Alaska","56,401","±3,055",47.30%,±2.6
"('1-unit, detached',)","Arlington city, Texas","86,739","±3,869",58.50%,±2.2
"('1-unit, detached',)","Atlanta city, Georgia","96,290","±4,166",38.00%,±1.6
"('1-unit, detached',)","Aurora city, Colorado","74,568","±3,099",52.50%,±1.9
"('1-unit, detached',)","Austin city, Texas","195,117","±5,840",44.10%,±1.2
"('1-unit, detached',)","Bakersfield city, California","88,760","±3,688",71.10%,±2.4
"('1-unit, detached',)","Baltimore city, Maryland","40,916","±2,857",13.90%,±1.0
"('1-unit, detached',)","Boston city, Massachusetts","33,887","±2,482",11.20%,±0.8
"('1-unit, detached',)","Charlotte city, North Carolina","202,234","±4,836",53.90%,±1.2
"('1-unit, detached',)","Chicago city, Illinois","306,614","±7,738",25.20%,±0.6
"('1-unit, detached',)","Cincinnati city, Ohio","61,774","±2,825",39.00%,±1.9
"('1-unit, detached',)","Cleveland city, Ohio","99,635","±3,884",47.90%,±1.6
"('1-unit, detached',)","Colorado Springs city, Colorado","120,382","±3,794",60.40%,±1.9
"('1-unit, detached',)","Columbus city, Ohio","184,330","±5,574",45.80%,±1.3
"('1-unit, detached',)","Corpus Christi city, Texas","87,465","±3,300",65.00%,±2.5
"('1-unit, detached',)","Dallas city, Texas","244,502","±5,854",41.50%,±0.9
"('1-unit, detached',)","Denver city, Colorado","148,933","±4,983",44.00%,±1.5
"('1-unit, detached',)","Detroit city, Michigan","238,141","±5,222",66.20%,±1.1
"('1-unit, detached',)","Durham city, North Carolina","64,359","±3,107",51.90%,±2.4
"('1-unit, detached',)","El Paso city, Texas","167,060","±3,988",66.80%,±1.5
"('1-unit, detached',)","Fort Worth city, Texas","226,690","±6,151",65.40%,±1.5
"('1-unit, detached',)","Fresno city, California","110,650","±3,832",61.30%,±1.9
"('1-unit, detached',)","Greensboro city, North Carolina","70,913","±3,295",53.40%,±2.4
"('1-unit, detached',)","Henderson city, Nevada","92,777","±3,677",69.80%,±2.2
"('1-unit, detached',)","Houston city, Texas","427,541","±8,533",43.30%,±0.8
"('1-unit, detached',)","Indianapolis city (balance), Indiana","234,958","±5,388",61.10%,±1.3
"('1-unit, detached',)","Irvine city, California","41,664","±3,228",36.50%,±2.9
"('1-unit, detached',)","Jacksonville city, Florida","238,963","±6,685",60.30%,±1.7
"('1-unit, detached',)","Jersey City city, New Jersey","8,263","±1,353",7.10%,±1.1
"('1-unit, detached',)","Kansas City city, Missouri","147,737","±5,033",61.90%,±1.8
"('1-unit, detached',)","Las Vegas city, Nevada","160,159","±4,654",61.90%,±1.3
"('1-unit, detached',)","Lincoln city, Nebraska","70,823","±2,211",57.00%,±1.7
"('1-unit, detached',)","Long Beach city, California","73,224","±3,057",41.60%,±1.8
"('1-unit, detached',)","Los Angeles city, California","565,452","±8,343",36.90%,±0.5
"('1-unit, detached',)","Memphis city, Tennessee","184,794","±4,925",61.30%,±1.7
"('1-unit, detached',)","Mesa city, Arizona","115,254","±3,892",53.60%,±1.5
"('1-unit, detached',)","Miami city, Florida","54,661","±3,755",24.70%,±1.7
"('1-unit, detached',)","Milwaukee city, Wisconsin","102,007","±4,123",39.20%,±1.5
"('1-unit, detached',)","Minneapolis city, Minnesota","78,351","±2,809",40.70%,±1.3
"('1-unit, detached',)","New Orleans city, Louisiana","88,663","±3,003",46.10%,±1.6
"('1-unit, detached',)","New York city, New York","308,180","±7,741",8.70%,±0.2
"('1-unit, detached',)","Newark city, New Jersey","11,815","±1,695",10.40%,±1.5
"('1-unit, detached',)","Oakland city, California","77,010","±3,222",42.20%,±1.9
"('1-unit, detached',)","Oklahoma City city, Oklahoma","191,817","±4,684",68.10%,±1.5
"('1-unit, detached',)","Omaha city, Nebraska","129,701","±3,062",63.90%,±1.4
"('1-unit, detached',)","Orlando city, Florida","45,724","±2,821",33.00%,±2.1
"('1-unit, detached',)","Philadelphia city, Pennsylvania","54,388","±3,173",7.90%,±0.5
"('1-unit, detached',)","Phoenix city, Arizona","374,262","±6,858",58.70%,±0.8
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","68,268","±3,769",43.10%,±2.1
"('1-unit, detached',)","Plano city, Texas","70,158","±3,317",60.00%,±2.1
"('1-unit, detached',)","Portland city, Oregon","162,931","±3,991",54.50%,±1.2
"('1-unit, detached',)","Raleigh city, North Carolina","93,058","±4,231",45.30%,±2.0
"('1-unit, detached',)","Riverside city, California","57,242","±2,404",62.90%,±2.1
"('1-unit, detached',)","Sacramento city, California","121,714","±4,072",60.80%,±1.7
"('1-unit, detached',)","San Antonio city, Texas","343,686","±6,353",61.20%,±1.1
"('1-unit, detached',)","San Diego city, California","245,136","±5,977",44.00%,±1.1
"('1-unit, detached',)","San Francisco city, California","76,822","±4,296",18.90%,±1.1
"('1-unit, detached',)","San Jose city, California","172,412","±4,386",50.20%,±1.2
"('1-unit, detached',)","Santa Ana city, California","38,332","±2,471",46.20%,±2.8
"('1-unit, detached',)","Seattle city, Washington","148,027","±4,319",39.80%,±1.2
"('1-unit, detached',)","St. Louis city, Missouri","76,764","±3,453",43.30%,±1.9
"('1-unit, detached',)","St. Paul city, Minnesota","59,319","±2,852",48.80%,±2.0
"('1-unit, detached',)","Stockton city, California","68,509","±3,214",65.40%,±2.4
"('1-unit, detached',)","Tampa city, Florida","91,460","±3,742",52.40%,±2.0
"('1-unit, detached',)","Tucson city, Arizona","124,148","±3,990",50.90%,±1.5
"('1-unit, detached',)","Tulsa city, Oklahoma","117,506","±2,112",62.50%,±0.8
"('1-unit, detached',)","Virginia Beach city, Virginia","100,008","±3,665",53.60%,±2.0
"('1-unit, detached',)","Washington city, District of Columbia","37,010","±2,285",11.50%,±0.7
"('1-unit, detached',)","Wichita city, Kansas","117,574","±2,810",68.10%,±1.6
"('1-unit, attached',)","Albuquerque city, New Mexico","13,265","±1,825",5.40%,±0.7
"('1-unit, attached',)","Anaheim city, California","8,411","±1,352",7.60%,±1.2
"('1-unit, attached',)","Anchorage municipality, Alaska","14,230","±1,684",11.90%,±1.4
"('1-unit, attached',)","Arlington city, Texas","4,158","±1,149",2.80%,±0.8
"('1-unit, attached',)","Atlanta city, Georgia","14,175","±2,213",5.60%,±0.9
"('1-unit, attached',)","Aurora city, Colorado","18,257","±2,024",12.90%,±1.4
"('1-unit, attached',)","Austin city, Texas","23,360","±2,239",5.30%,±0.5
"('1-unit, attached',)","Bakersfield city, California","4,721","±1,392",3.80%,±1.1
"('1-unit, attached',)","Baltimore city, Maryland","149,606","±4,289",50.90%,±1.5
"('1-unit, attached',)","Boston city, Massachusetts","18,832","±2,464",6.20%,±0.8
"('1-unit, attached',)","Charlotte city, North Carolina","33,674","±3,043",9.00%,±0.8
"('1-unit, attached',)","Chicago city, Illinois","42,836","±2,861",3.50%,±0.2
"('1-unit, attached',)","Cincinnati city, Ohio","6,392","±1,251",4.00%,±0.8
"('1-unit, attached',)","Cleveland city, Ohio","9,486","±1,387",4.60%,±0.7
"('1-unit, attached',)","Colorado Springs city, Colorado","16,427","±2,182",8.20%,±1.1
"('1-unit, attached',)","Columbus city, Ohio","38,546","±3,037",9.60%,±0.8
"('1-unit, attached',)","Corpus Christi city, Texas","1,567",±514,1.20%,±0.4
"('1-unit, attached',)","Dallas city, Texas","19,060","±1,948",3.20%,±0.3
"('1-unit, attached',)","Denver city, Colorado","25,470","±2,354",7.50%,±0.7
"('1-unit, attached',)","Detroit city, Michigan","25,852","±2,557",7.20%,±0.7
"('1-unit, attached',)","Durham city, North Carolina","12,669","±1,981",10.20%,±1.6
"('1-unit, attached',)","El Paso city, Texas","9,129","±1,853",3.70%,±0.7
"('1-unit, attached',)","Fort Worth city, Texas","10,336","±1,875",3.00%,±0.5
"('1-unit, attached',)","Fresno city, California","3,616",±939,2.00%,±0.5
"('1-unit, attached',)","Greensboro city, North Carolina","9,316","±1,257",7.00%,±1.0
"('1-unit, attached',)","Henderson city, Nevada","6,874","±1,461",5.20%,±1.0
"('1-unit, attached',)","Houston city, Texas","45,883","±3,790",4.60%,±0.4
"('1-unit, attached',)","Indianapolis city (balance), Indiana","32,846","±3,226",8.50%,±0.8
"('1-unit, attached',)","Irvine city, California","20,444","±2,279",17.90%,±1.9
"('1-unit, attached',)","Jacksonville city, Florida","19,929","±2,819",5.00%,±0.7
"('1-unit, attached',)","Jersey City city, New Jersey","8,074","±1,175",6.90%,±1.0
"('1-unit, attached',)","Kansas City city, Missouri","11,180","±1,807",4.70%,±0.8
"('1-unit, attached',)","Las Vegas city, Nevada","11,393","±1,190",4.40%,±0.5
"('1-unit, attached',)","Lincoln city, Nebraska","8,439","±1,122",6.80%,±0.9
"('1-unit, attached',)","Long Beach city, California","7,379","±1,491",4.20%,±0.8
"('1-unit, attached',)","Los Angeles city, California","81,399","±4,449",5.30%,±0.3
"('1-unit, attached',)","Memphis city, Tennessee","16,623","±2,212",5.50%,±0.7
"('1-unit, attached',)","Mesa city, Arizona","13,957","±1,843",6.50%,±0.8
"('1-unit, attached',)","Miami city, Florida","18,116","±2,644",8.20%,±1.2
"('1-unit, attached',)","Milwaukee city, Wisconsin","8,043","±1,465",3.10%,±0.6
"('1-unit, attached',)","Minneapolis city, Minnesota","6,960","±1,330",3.60%,±0.7
"('1-unit, attached',)","New Orleans city, Louisiana","19,681","±1,899",10.20%,±1.0
"('1-unit, attached',)","New York city, New York","244,039","±7,095",6.90%,±0.2
