Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Rental vacancy rate',)","Plano city, Texas",6.2,±2.2,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",3.3,±1.1,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",5.4,±1.7,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",8.8,±2.4,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",5.1,±1.4,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",6.3,±1.2,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",3.3,±0.7,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",2.5,±0.6,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",2.7,±0.8,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",2.1,±1.1,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",2.7,±0.9,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",7,±1.5,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",4.9,±1.6,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",3.9,±1.4,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",5.8,±1.9,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",7.6,±1.5,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",7.2,±1.0,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",3.3,±1.3,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",5.1,±0.9,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",8.1,±1.9,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","243,210","±2,135","243,210",(X)
"('Total housing units',)","Anaheim city, California","104,533","±3,363","104,533",(X)
"('Total housing units',)","Anchorage municipality, Alaska","114,911",±380,"114,911",(X)
"('Total housing units',)","Arlington city, Texas","144,186","±4,030","144,186",(X)
"('Total housing units',)","Atlanta city, Georgia","239,503","±3,889","239,503",(X)
"('Total housing units',)","Aurora city, Colorado","132,250","±2,433","132,250",(X)
"('Total housing units',)","Austin city, Texas","397,637","±4,491","397,637",(X)
"('Total housing units',)","Bakersfield city, California","123,614","±3,835","123,614",(X)
"('Total housing units',)","Baltimore city, Maryland","297,112","±1,119","297,112",(X)
"('Total housing units',)","Boston city, Massachusetts","286,120","±2,428","286,120",(X)
"('Total housing units',)","Charlotte city, North Carolina","349,905","±2,395","349,905",(X)
"('Total housing units',)","Chicago city, Illinois","1,202,265","±8,793","1,202,265",(X)
"('Total housing units',)","Cincinnati city, Ohio","164,732","±3,394","164,732",(X)
"('Total housing units',)","Cleveland city, Ohio","212,100","±3,915","212,100",(X)
"('Total housing units',)","Colorado Springs city, Colorado","193,055","±2,332","193,055",(X)
"('Total housing units',)","Columbus city, Ohio","386,584","±3,972","386,584",(X)
"('Total housing units',)","Corpus Christi city, Texas","130,945","±1,771","130,945",(X)
"('Total housing units',)","Dallas city, Texas","550,251","±6,001","550,251",(X)
"('Total housing units',)","Denver city, Colorado","304,015","±1,245","304,015",(X)
"('Total housing units',)","Detroit city, Michigan","361,370","±4,254","361,370",(X)
"('Total housing units',)","Durham city, North Carolina","112,198","±1,679","112,198",(X)
"('Total housing units',)","El Paso city, Texas","246,920","±2,109","246,920",(X)
"('Total housing units',)","Fort Worth city, Texas","315,201","±4,782","315,201",(X)
"('Total housing units',)","Fresno city, California","173,504","±2,940","173,504",(X)
"('Total housing units',)","Greensboro city, North Carolina","132,438","±2,411","132,438",(X)
"('Total housing units',)","Henderson city, Nevada","126,016","±3,806","126,016",(X)
"('Total housing units',)","Houston city, Texas","946,571","±7,235","946,571",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","379,709","±2,742","379,709",(X)
"('Total housing units',)","Irvine city, California","96,305","±3,321","96,305",(X)
"('Total housing units',)","Jacksonville city, Florida","373,211","±2,074","373,211",(X)
"('Total housing units',)","Jersey City city, New Jersey","113,410","±2,680","113,410",(X)
"('Total housing units',)","Kansas City city, Missouri","226,400","±3,704","226,400",(X)
"('Total housing units',)","Las Vegas city, Nevada","257,759","±4,594","257,759",(X)
"('Total housing units',)","Lincoln city, Nebraska","115,343","±1,070","115,343",(X)
"('Total housing units',)","Long Beach city, California","177,343","±4,275","177,343",(X)
"('Total housing units',)","Los Angeles city, California","1,451,722","±8,928","1,451,722",(X)
"('Total housing units',)","Memphis city, Tennessee","299,953","±3,373","299,953",(X)
"('Total housing units',)","Mesa city, Arizona","206,232","±4,142","206,232",(X)
"('Total housing units',)","Miami city, Florida","205,585","±4,382","205,585",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","257,662","±3,399","257,662",(X)
"('Total housing units',)","Minneapolis city, Minnesota","185,135","±3,372","185,135",(X)
"('Total housing units',)","New Orleans city, Louisiana","193,041",±592,"193,041",(X)
"('Total housing units',)","New York city, New York","3,447,978","±2,625","3,447,978",(X)
"('Total housing units',)","Newark city, New Jersey","117,026","±3,033","117,026",(X)
"('Total housing units',)","Oakland city, California","169,213","±3,328","169,213",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","269,610","±2,944","269,610",(X)
"('Total housing units',)","Omaha city, Nebraska","189,834","±1,542","189,834",(X)
"('Total housing units',)","Orlando city, Florida","126,666","±3,456","126,666",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","672,657","±1,409","672,657",(X)
"('Total housing units',)","Phoenix city, Arizona","599,164","±7,131","599,164",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","152,513","±3,348","152,513",(X)
"('Total housing units',)","Plano city, Texas","111,786","±2,824","111,786",(X)
"('Total housing units',)","Portland city, Oregon","274,915","±2,625","274,915",(X)
"('Total housing units',)","Raleigh city, North Carolina","195,293","±3,545","195,293",(X)
"('Total housing units',)","Riverside city, California","100,725","±3,759","100,725",(X)
"('Total housing units',)","Sacramento city, California","191,344","±4,434","191,344",(X)
"('Total housing units',)","San Antonio city, Texas","540,247","±3,717","540,247",(X)
"('Total housing units',)","San Diego city, California","531,108","±6,243","531,108",(X)
"('Total housing units',)","San Francisco city, California","390,198","±1,218","390,198",(X)
"('Total housing units',)","San Jose city, California","334,726","±3,718","334,726",(X)
"('Total housing units',)","Santa Ana city, California","74,306","±2,465","74,306",(X)
"('Total housing units',)","Seattle city, Washington","328,358","±4,929","328,358",(X)
"('Total housing units',)","St. Louis city, Missouri","175,644",±780,"175,644",(X)
"('Total housing units',)","St. Paul city, Minnesota","121,372","±2,153","121,372",(X)
"('Total housing units',)","Stockton city, California","102,112","±2,847","102,112",(X)
"('Total housing units',)","Tampa city, Florida","162,473","±3,319","162,473",(X)
"('Total housing units',)","Tucson city, Arizona","234,491","±3,618","234,491",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,983","±1,867","187,983",(X)
"('Total housing units',)","Virginia Beach city, Virginia","183,123",±941,"183,123",(X)
"('Total housing units',)","Washington city, District of Columbia","309,596",±59,"309,596",(X)
"('Total housing units',)","Wichita city, Kansas","168,919","±1,850","168,919",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","151,203","±3,399",62.20%,±1.4
"('1-unit, detached',)","Anaheim city, California","42,988","±2,037",41.10%,±1.9
"('1-unit, detached',)","Anchorage municipality, Alaska","53,996","±2,345",47.00%,±2.0
"('1-unit, detached',)","Arlington city, Texas","87,315","±3,268",60.60%,±1.8
"('1-unit, detached',)","Atlanta city, Georgia","91,304","±3,725",38.10%,±1.4
"('1-unit, detached',)","Aurora city, Colorado","67,512","±2,628",51.00%,±2.0
"('1-unit, detached',)","Austin city, Texas","182,338","±4,626",45.90%,±1.0
"('1-unit, detached',)","Bakersfield city, California","88,409","±3,390",71.50%,±2.1
"('1-unit, detached',)","Baltimore city, Maryland","40,726","±2,595",13.70%,±0.9
"('1-unit, detached',)","Boston city, Massachusetts","34,135","±2,675",11.90%,±0.9
"('1-unit, detached',)","Charlotte city, North Carolina","197,076","±4,657",56.30%,±1.3
"('1-unit, detached',)","Chicago city, Illinois","308,558","±7,234",25.70%,±0.6
"('1-unit, detached',)","Cincinnati city, Ohio","63,330","±2,844",38.40%,±1.7
"('1-unit, detached',)","Cleveland city, Ohio","99,449","±3,314",46.90%,±1.4
"('1-unit, detached',)","Colorado Springs city, Colorado","118,613","±3,780",61.40%,±1.7
"('1-unit, detached',)","Columbus city, Ohio","179,276","±4,966",46.40%,±1.3
"('1-unit, detached',)","Corpus Christi city, Texas","84,584","±2,949",64.60%,±2.1
"('1-unit, detached',)","Dallas city, Texas","242,657","±4,792",44.10%,±0.8
"('1-unit, detached',)","Denver city, Colorado","138,561","±3,625",45.60%,±1.2
"('1-unit, detached',)","Detroit city, Michigan","237,551","±4,243",65.70%,±0.9
"('1-unit, detached',)","Durham city, North Carolina","58,582","±2,436",52.20%,±2.1
"('1-unit, detached',)","El Paso city, Texas","164,403","±4,115",66.60%,±1.6
"('1-unit, detached',)","Fort Worth city, Texas","207,059","±4,458",65.70%,±1.4
"('1-unit, detached',)","Fresno city, California","106,145","±3,198",61.20%,±1.5
"('1-unit, detached',)","Greensboro city, North Carolina","69,757","±2,946",52.70%,±2.0
"('1-unit, detached',)","Henderson city, Nevada","88,863","±3,478",70.50%,±1.8
"('1-unit, detached',)","Houston city, Texas","414,983","±8,672",43.80%,±0.9
"('1-unit, detached',)","Indianapolis city (balance), Indiana","221,511","±4,976",58.30%,±1.2
"('1-unit, detached',)","Irvine city, California","35,926","±2,767",37.30%,±2.7
"('1-unit, detached',)","Jacksonville city, Florida","228,175","±4,565",61.10%,±1.2
"('1-unit, detached',)","Jersey City city, New Jersey","8,042","±1,297",7.10%,±1.2
"('1-unit, detached',)","Kansas City city, Missouri","148,124","±4,281",65.40%,±1.6
"('1-unit, detached',)","Las Vegas city, Nevada","153,905","±4,234",59.70%,±1.4
"('1-unit, detached',)","Lincoln city, Nebraska","66,123","±1,927",57.30%,±1.7
"('1-unit, detached',)","Long Beach city, California","70,944","±2,832",40.00%,±1.4
"('1-unit, detached',)","Los Angeles city, California","556,474","±7,119",38.30%,±0.4
"('1-unit, detached',)","Memphis city, Tennessee","181,653","±4,317",60.60%,±1.4
"('1-unit, detached',)","Mesa city, Arizona","106,855","±2,998",51.80%,±1.4
"('1-unit, detached',)","Miami city, Florida","49,870","±2,858",24.30%,±1.3
"('1-unit, detached',)","Milwaukee city, Wisconsin","100,803","±3,591",39.10%,±1.3
"('1-unit, detached',)","Minneapolis city, Minnesota","76,993","±2,787",41.60%,±1.3
"('1-unit, detached',)","New Orleans city, Louisiana","85,153","±2,529",44.10%,±1.3
"('1-unit, detached',)","New York city, New York","314,150","±7,117",9.10%,±0.2
"('1-unit, detached',)","Newark city, New Jersey","10,538","±1,506",9.00%,±1.2
"('1-unit, detached',)","Oakland city, California","71,090","±2,350",42.00%,±1.3
"('1-unit, detached',)","Oklahoma City city, Oklahoma","183,011","±3,356",67.90%,±1.1
"('1-unit, detached',)","Omaha city, Nebraska","122,755","±2,754",64.70%,±1.4
"('1-unit, detached',)","Orlando city, Florida","39,986","±2,645",31.60%,±1.9
"('1-unit, detached',)","Philadelphia city, Pennsylvania","54,767","±3,083",8.10%,±0.5
"('1-unit, detached',)","Phoenix city, Arizona","359,669","±6,632",60.00%,±1.0
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","65,251","±2,898",42.80%,±1.7
"('1-unit, detached',)","Plano city, Texas","70,728","±2,632",63.30%,±1.9
"('1-unit, detached',)","Portland city, Oregon","154,405","±4,089",56.20%,±1.4
"('1-unit, detached',)","Raleigh city, North Carolina","92,613","±4,050",47.40%,±1.9
"('1-unit, detached',)","Riverside city, California","63,748","±3,231",63.30%,±2.1
"('1-unit, detached',)","Sacramento city, California","115,639","±3,821",60.40%,±1.5
"('1-unit, detached',)","San Antonio city, Texas","339,293","±5,425",62.80%,±0.9
"('1-unit, detached',)","San Diego city, California","235,238","±5,505",44.30%,±1.0
"('1-unit, detached',)","San Francisco city, California","74,531","±3,380",19.10%,±0.9
"('1-unit, detached',)","San Jose city, California","175,729","±4,655",52.50%,±1.2
"('1-unit, detached',)","Santa Ana city, California","33,995","±1,662",45.80%,±2.3
"('1-unit, detached',)","Seattle city, Washington","140,692","±4,269",42.80%,±1.2
"('1-unit, detached',)","St. Louis city, Missouri","73,271","±2,830",41.70%,±1.6
"('1-unit, detached',)","St. Paul city, Minnesota","61,288","±2,142",50.50%,±1.6
"('1-unit, detached',)","Stockton city, California","66,233","±2,486",64.90%,±2.0
"('1-unit, detached',)","Tampa city, Florida","86,225","±3,169",53.10%,±1.8
"('1-unit, detached',)","Tucson city, Arizona","122,232","±3,721",52.10%,±1.3
"('1-unit, detached',)","Tulsa city, Oklahoma","117,396","±1,909",62.50%,±0.9
"('1-unit, detached',)","Virginia Beach city, Virginia","97,273","±3,010",53.10%,±1.6
"('1-unit, detached',)","Washington city, District of Columbia","37,325","±2,020",12.10%,±0.7
"('1-unit, detached',)","Wichita city, Kansas","113,319","±2,895",67.10%,±1.6
"('1-unit, attached',)","Albuquerque city, New Mexico","14,204","±1,896",5.80%,±0.8
"('1-unit, attached',)","Anaheim city, California","7,936","±1,256",7.60%,±1.2
"('1-unit, attached',)","Anchorage municipality, Alaska","13,976","±1,534",12.20%,±1.3
"('1-unit, attached',)","Arlington city, Texas","4,131",±824,2.90%,±0.6
"('1-unit, attached',)","Atlanta city, Georgia","9,515","±1,591",4.00%,±0.6
"('1-unit, attached',)","Aurora city, Colorado","14,703","±1,419",11.10%,±1.1
"('1-unit, attached',)","Austin city, Texas","18,099","±1,892",4.60%,±0.5
"('1-unit, attached',)","Bakersfield city, California","2,962",±975,2.40%,±0.8
"('1-unit, attached',)","Baltimore city, Maryland","150,016","±3,842",50.50%,±1.3
"('1-unit, attached',)","Boston city, Massachusetts","20,184","±2,007",7.10%,±0.7
"('1-unit, attached',)","Charlotte city, North Carolina","21,532","±2,424",6.20%,±0.7
"('1-unit, attached',)","Chicago city, Illinois","43,217","±2,715",3.60%,±0.2
"('1-unit, attached',)","Cincinnati city, Ohio","7,143","±1,092",4.30%,±0.6
"('1-unit, attached',)","Cleveland city, Ohio","11,929","±1,622",5.60%,±0.8
"('1-unit, attached',)","Colorado Springs city, Colorado","15,253","±2,151",7.90%,±1.1
"('1-unit, attached',)","Columbus city, Ohio","38,575","±3,445",10.00%,±0.9
"('1-unit, attached',)","Corpus Christi city, Texas","2,109",±591,1.60%,±0.5
"('1-unit, attached',)","Dallas city, Texas","19,751","±1,901",3.60%,±0.3
"('1-unit, attached',)","Denver city, Colorado","23,457","±2,010",7.70%,±0.7
"('1-unit, attached',)","Detroit city, Michigan","24,113","±1,957",6.70%,±0.5
"('1-unit, attached',)","Durham city, North Carolina","11,370","±1,608",10.10%,±1.4
"('1-unit, attached',)","El Paso city, Texas","6,143","±1,086",2.50%,±0.4
"('1-unit, attached',)","Fort Worth city, Texas","11,190","±1,811",3.60%,±0.6
"('1-unit, attached',)","Fresno city, California","4,652",±843,2.70%,±0.5
"('1-unit, attached',)","Greensboro city, North Carolina","7,456","±1,225",5.60%,±0.9
"('1-unit, attached',)","Henderson city, Nevada","6,998","±1,252",5.60%,±1.0
"('1-unit, attached',)","Houston city, Texas","52,289","±3,111",5.50%,±0.3
"('1-unit, attached',)","Indianapolis city (balance), Indiana","31,477","±2,292",8.30%,±0.6
"('1-unit, attached',)","Irvine city, California","15,470","±2,221",16.10%,±2.1
"('1-unit, attached',)","Jacksonville city, Florida","16,463","±2,033",4.40%,±0.5
"('1-unit, attached',)","Jersey City city, New Jersey","8,525","±1,084",7.50%,±0.9
"('1-unit, attached',)","Kansas City city, Missouri","8,756","±1,356",3.90%,±0.6
"('1-unit, attached',)","Las Vegas city, Nevada","13,066","±1,578",5.10%,±0.6
"('1-unit, attached',)","Lincoln city, Nebraska","8,691","±1,391",7.50%,±1.2
"('1-unit, attached',)","Long Beach city, California","7,337","±1,082",4.10%,±0.6
"('1-unit, attached',)","Los Angeles city, California","85,356","±3,859",5.90%,±0.3
"('1-unit, attached',)","Memphis city, Tennessee","11,574","±1,888",3.90%,±0.6
"('1-unit, attached',)","Mesa city, Arizona","12,887","±1,683",6.20%,±0.8
"('1-unit, attached',)","Miami city, Florida","20,592","±2,189",10.00%,±1.0
"('1-unit, attached',)","Milwaukee city, Wisconsin","16,726","±1,728",6.50%,±0.7
"('1-unit, attached',)","Minneapolis city, Minnesota","6,948","±1,127",3.80%,±0.6
"('1-unit, attached',)","New Orleans city, Louisiana","16,495","±1,445",8.50%,±0.8
"('1-unit, attached',)","New York city, New York","231,540","±6,778",6.70%,±0.2
