Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Rental vacancy rate',)","Pittsburgh city, Pennsylvania",4.4,±1.3,(X),(X)
"('Rental vacancy rate',)","Plano city, Texas",4.2,±2.3,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",1.4,±0.7,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",6.3,±1.4,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",7.1,±1.7,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",6.2,±1.7,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",7.2,±1.1,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",3.3,±0.6,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",2.5,±0.7,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",2.6,±1.0,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",1.1,±0.8,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",1.2,±0.6,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",7.7,±1.4,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",2.9,±1.1,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",6.1,±1.6,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",8.1,±1.9,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",8.5,±1.6,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",9.6,±1.0,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",6.8,±2.1,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",5.4,±1.1,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",9.3,±2.2,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","240,461","±2,448","240,461",(X)
"('Total housing units',)","Anaheim city, California","103,304","±3,277","103,304",(X)
"('Total housing units',)","Anchorage municipality, Alaska","114,320",±380,"114,320",(X)
"('Total housing units',)","Arlington city, Texas","148,731","±4,095","148,731",(X)
"('Total housing units',)","Atlanta city, Georgia","235,865","±4,580","235,865",(X)
"('Total housing units',)","Aurora city, Colorado","133,434","±2,055","133,434",(X)
"('Total housing units',)","Austin city, Texas","392,184","±4,926","392,184",(X)
"('Total housing units',)","Bakersfield city, California","122,393","±2,922","122,393",(X)
"('Total housing units',)","Baltimore city, Maryland","297,027","±1,081","297,027",(X)
"('Total housing units',)","Boston city, Massachusetts","274,459","±2,822","274,459",(X)
"('Total housing units',)","Charlotte city, North Carolina","334,471","±2,472","334,471",(X)
"('Total housing units',)","Chicago city, Illinois","1,192,346","±8,242","1,192,346",(X)
"('Total housing units',)","Cincinnati city, Ohio","163,103","±3,590","163,103",(X)
"('Total housing units',)","Cleveland city, Ohio","209,848","±3,834","209,848",(X)
"('Total housing units',)","Colorado Springs city, Colorado","187,010","±2,522","187,010",(X)
"('Total housing units',)","Columbus city, Ohio","381,780","±3,918","381,780",(X)
"('Total housing units',)","Corpus Christi city, Texas","129,241","±1,582","129,241",(X)
"('Total housing units',)","Dallas city, Texas","540,447","±5,968","540,447",(X)
"('Total housing units',)","Denver city, Colorado","298,880","±1,016","298,880",(X)
"('Total housing units',)","Detroit city, Michigan","367,958","±4,165","367,958",(X)
"('Total housing units',)","Durham city, North Carolina","114,191","±1,428","114,191",(X)
"('Total housing units',)","El Paso city, Texas","244,766","±2,137","244,766",(X)
"('Total housing units',)","Fort Worth city, Texas","309,326","±4,309","309,326",(X)
"('Total housing units',)","Fresno city, California","178,577","±2,818","178,577",(X)
"('Total housing units',)","Greensboro city, North Carolina","127,413","±2,809","127,413",(X)
"('Total housing units',)","Henderson city, Nevada","119,423","±3,595","119,423",(X)
"('Total housing units',)","Houston city, Texas","931,083","±8,168","931,083",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","382,494","±2,399","382,494",(X)
"('Total housing units',)","Irvine city, California","94,979","±3,452","94,979",(X)
"('Total housing units',)","Jacksonville city, Florida","371,254","±2,097","371,254",(X)
"('Total housing units',)","Jersey City city, New Jersey","110,896","±2,411","110,896",(X)
"('Total housing units',)","Kansas City city, Missouri","226,206","±3,549","226,206",(X)
"('Total housing units',)","Las Vegas city, Nevada","247,144","±4,937","247,144",(X)
"('Total housing units',)","Lincoln city, Nebraska","114,052","±1,039","114,052",(X)
"('Total housing units',)","Long Beach city, California","170,977","±3,872","170,977",(X)
"('Total housing units',)","Los Angeles city, California","1,433,123","±8,874","1,433,123",(X)
"('Total housing units',)","Memphis city, Tennessee","300,637","±3,089","300,637",(X)
"('Total housing units',)","Mesa city, Arizona","202,534","±4,200","202,534",(X)
"('Total housing units',)","Miami city, Florida","191,653","±5,003","191,653",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","259,404","±3,166","259,404",(X)
"('Total housing units',)","Minneapolis city, Minnesota","182,617","±4,117","182,617",(X)
"('Total housing units',)","New Orleans city, Louisiana","192,472",±835,"192,472",(X)
"('Total housing units',)","New York city, New York","3,438,742","±2,693","3,438,742",(X)
"('Total housing units',)","Newark city, New Jersey","106,616","±2,787","106,616",(X)
"('Total housing units',)","Oakland city, California","167,945","±3,809","167,945",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","266,902","±3,364","266,902",(X)
"('Total housing units',)","Omaha city, Nebraska","189,952","±1,568","189,952",(X)
"('Total housing units',)","Orlando city, Florida","127,324","±4,381","127,324",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","670,445","±1,724","670,445",(X)
"('Total housing units',)","Phoenix city, Arizona","603,500","±6,781","603,500",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","153,098","±3,875","153,098",(X)
"('Total housing units',)","Plano city, Texas","108,910","±3,143","108,910",(X)
"('Total housing units',)","Portland city, Oregon","270,527","±2,814","270,527",(X)
"('Total housing units',)","Raleigh city, North Carolina","192,504","±3,533","192,504",(X)
"('Total housing units',)","Riverside city, California","97,175","±3,144","97,175",(X)
"('Total housing units',)","Sacramento city, California","193,062","±4,154","193,062",(X)
"('Total housing units',)","San Antonio city, Texas","535,546","±4,059","535,546",(X)
"('Total housing units',)","San Diego city, California","530,490","±5,949","530,490",(X)
"('Total housing units',)","San Francisco city, California","386,610","±1,302","386,610",(X)
"('Total housing units',)","San Jose city, California","323,195","±4,056","323,195",(X)
"('Total housing units',)","Santa Ana city, California","79,902","±2,354","79,902",(X)
"('Total housing units',)","Seattle city, Washington","324,490","±4,291","324,490",(X)
"('Total housing units',)","St. Louis city, Missouri","175,369",±847,"175,369",(X)
"('Total housing units',)","St. Paul city, Minnesota","117,391","±2,392","117,391",(X)
"('Total housing units',)","Stockton city, California","103,663","±2,219","103,663",(X)
"('Total housing units',)","Tampa city, Florida","161,455","±3,395","161,455",(X)
"('Total housing units',)","Tucson city, Arizona","232,004","±4,467","232,004",(X)
"('Total housing units',)","Tulsa city, Oklahoma","188,306","±1,863","188,306",(X)
"('Total housing units',)","Virginia Beach city, Virginia","182,152","±1,091","182,152",(X)
"('Total housing units',)","Washington city, District of Columbia","306,184",±59,"306,184",(X)
"('Total housing units',)","Wichita city, Kansas","169,594","±2,028","169,594",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","149,782","±4,298",62.30%,±1.6
"('1-unit, detached',)","Anaheim city, California","46,394","±2,427",44.90%,±2.2
"('1-unit, detached',)","Anchorage municipality, Alaska","53,742","±2,648",47.00%,±2.3
"('1-unit, detached',)","Arlington city, Texas","87,440","±3,350",58.80%,±1.9
"('1-unit, detached',)","Atlanta city, Georgia","93,156","±3,628",39.50%,±1.5
"('1-unit, detached',)","Aurora city, Colorado","66,892","±2,588",50.10%,±1.7
"('1-unit, detached',)","Austin city, Texas","183,730","±4,496",46.80%,±1.1
"('1-unit, detached',)","Bakersfield city, California","86,594","±2,857",70.80%,±2.1
"('1-unit, detached',)","Baltimore city, Maryland","39,744","±2,194",13.40%,±0.7
"('1-unit, detached',)","Boston city, Massachusetts","33,445","±2,496",12.20%,±0.9
"('1-unit, detached',)","Charlotte city, North Carolina","189,831","±4,260",56.80%,±1.2
"('1-unit, detached',)","Chicago city, Illinois","302,899","±5,770",25.40%,±0.5
"('1-unit, detached',)","Cincinnati city, Ohio","62,311","±2,510",38.20%,±1.5
"('1-unit, detached',)","Cleveland city, Ohio","97,761","±3,535",46.60%,±1.6
"('1-unit, detached',)","Colorado Springs city, Colorado","116,345","±2,713",62.20%,±1.3
"('1-unit, detached',)","Columbus city, Ohio","179,739","±4,639",47.10%,±1.2
"('1-unit, detached',)","Corpus Christi city, Texas","84,699","±2,834",65.50%,±2.1
"('1-unit, detached',)","Dallas city, Texas","238,546","±4,572",44.10%,±0.8
"('1-unit, detached',)","Denver city, Colorado","137,234","±3,592",45.90%,±1.2
"('1-unit, detached',)","Detroit city, Michigan","240,016","±4,364",65.20%,±1.0
"('1-unit, detached',)","Durham city, North Carolina","59,557","±2,859",52.20%,±2.4
"('1-unit, detached',)","El Paso city, Texas","161,046","±3,715",65.80%,±1.4
"('1-unit, detached',)","Fort Worth city, Texas","205,069","±5,172",66.30%,±1.5
"('1-unit, detached',)","Fresno city, California","106,083","±3,542",59.40%,±1.7
"('1-unit, detached',)","Greensboro city, North Carolina","66,103","±2,709",51.90%,±1.9
"('1-unit, detached',)","Henderson city, Nevada","81,607","±2,690",68.30%,±1.9
"('1-unit, detached',)","Houston city, Texas","416,577","±8,490",44.70%,±0.9
"('1-unit, detached',)","Indianapolis city (balance), Indiana","228,413","±4,415",59.70%,±1.0
"('1-unit, detached',)","Irvine city, California","32,494","±2,859",34.20%,±2.8
"('1-unit, detached',)","Jacksonville city, Florida","224,521","±4,950",60.50%,±1.2
"('1-unit, detached',)","Jersey City city, New Jersey","8,479","±1,198",7.60%,±1.0
"('1-unit, detached',)","Kansas City city, Missouri","139,691","±3,540",61.80%,±1.3
"('1-unit, detached',)","Las Vegas city, Nevada","144,607","±3,794",58.50%,±1.2
"('1-unit, detached',)","Lincoln city, Nebraska","65,007","±2,300",57.00%,±1.9
"('1-unit, detached',)","Long Beach city, California","68,273","±2,285",39.90%,±1.4
"('1-unit, detached',)","Los Angeles city, California","559,550","±8,033",39.00%,±0.5
"('1-unit, detached',)","Memphis city, Tennessee","184,386","±3,885",61.30%,±1.2
"('1-unit, detached',)","Mesa city, Arizona","109,394","±3,101",54.00%,±1.3
"('1-unit, detached',)","Miami city, Florida","47,414","±3,072",24.70%,±1.5
"('1-unit, detached',)","Milwaukee city, Wisconsin","102,758","±3,181",39.60%,±1.1
"('1-unit, detached',)","Minneapolis city, Minnesota","81,006","±3,110",44.40%,±1.4
"('1-unit, detached',)","New Orleans city, Louisiana","84,322","±2,832",43.80%,±1.4
"('1-unit, detached',)","New York city, New York","306,070","±6,899",8.90%,±0.2
"('1-unit, detached',)","Newark city, New Jersey","10,969","±1,426",10.30%,±1.3
"('1-unit, detached',)","Oakland city, California","73,198","±2,643",43.60%,±1.4
"('1-unit, detached',)","Oklahoma City city, Oklahoma","179,209","±4,049",67.10%,±1.2
"('1-unit, detached',)","Omaha city, Nebraska","120,850","±2,569",63.60%,±1.3
"('1-unit, detached',)","Orlando city, Florida","40,129","±2,681",31.50%,±2.0
"('1-unit, detached',)","Philadelphia city, Pennsylvania","54,838","±3,762",8.20%,±0.6
"('1-unit, detached',)","Phoenix city, Arizona","359,815","±6,189",59.60%,±0.8
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","66,900","±2,580",43.70%,±1.7
"('1-unit, detached',)","Plano city, Texas","71,630","±2,314",65.80%,±1.8
"('1-unit, detached',)","Portland city, Oregon","148,659","±3,379",55.00%,±1.2
"('1-unit, detached',)","Raleigh city, North Carolina","87,311","±3,351",45.40%,±1.8
"('1-unit, detached',)","Riverside city, California","62,755","±2,697",64.60%,±2.0
"('1-unit, detached',)","Sacramento city, California","116,001","±3,470",60.10%,±1.6
"('1-unit, detached',)","San Antonio city, Texas","335,429","±5,081",62.60%,±0.9
"('1-unit, detached',)","San Diego city, California","242,266","±5,585",45.70%,±1.0
"('1-unit, detached',)","San Francisco city, California","81,473","±3,511",21.10%,±0.9
"('1-unit, detached',)","San Jose city, California","176,881","±4,285",54.70%,±1.2
"('1-unit, detached',)","Santa Ana city, California","37,749","±1,878",47.20%,±2.1
"('1-unit, detached',)","Seattle city, Washington","141,489","±3,356",43.60%,±1.1
"('1-unit, detached',)","St. Louis city, Missouri","75,049","±3,117",42.80%,±1.8
"('1-unit, detached',)","St. Paul city, Minnesota","56,677","±2,004",48.30%,±1.6
"('1-unit, detached',)","Stockton city, California","65,741","±2,406",63.40%,±1.9
"('1-unit, detached',)","Tampa city, Florida","87,650","±3,155",54.30%,±1.6
"('1-unit, detached',)","Tucson city, Arizona","120,793","±3,662",52.10%,±1.5
"('1-unit, detached',)","Tulsa city, Oklahoma","118,856","±2,107",63.10%,±1.0
"('1-unit, detached',)","Virginia Beach city, Virginia","101,558","±2,802",55.80%,±1.6
"('1-unit, detached',)","Washington city, District of Columbia","35,141","±2,394",11.50%,±0.8
"('1-unit, detached',)","Wichita city, Kansas","116,491","±2,799",68.70%,±1.5
"('1-unit, attached',)","Albuquerque city, New Mexico","14,472","±1,988",6.00%,±0.8
"('1-unit, attached',)","Anaheim city, California","7,931","±1,292",7.70%,±1.2
"('1-unit, attached',)","Anchorage municipality, Alaska","14,317","±2,322",12.50%,±2.0
"('1-unit, attached',)","Arlington city, Texas","6,390","±1,369",4.30%,±0.9
"('1-unit, attached',)","Atlanta city, Georgia","11,572","±1,514",4.90%,±0.6
"('1-unit, attached',)","Aurora city, Colorado","14,977","±1,466",11.20%,±1.1
"('1-unit, attached',)","Austin city, Texas","17,874","±1,821",4.60%,±0.5
"('1-unit, attached',)","Bakersfield city, California","3,974","±1,108",3.20%,±0.9
"('1-unit, attached',)","Baltimore city, Maryland","155,720","±3,315",52.40%,±1.1
"('1-unit, attached',)","Boston city, Massachusetts","18,330","±1,612",6.70%,±0.6
"('1-unit, attached',)","Charlotte city, North Carolina","25,203","±2,182",7.50%,±0.7
"('1-unit, attached',)","Chicago city, Illinois","40,623","±3,194",3.40%,±0.3
"('1-unit, attached',)","Cincinnati city, Ohio","8,078","±1,419",5.00%,±0.9
"('1-unit, attached',)","Cleveland city, Ohio","12,843","±1,533",6.10%,±0.7
"('1-unit, attached',)","Colorado Springs city, Colorado","13,168","±1,808",7.00%,±1.0
"('1-unit, attached',)","Columbus city, Ohio","34,199","±2,733",9.00%,±0.7
"('1-unit, attached',)","Corpus Christi city, Texas","2,395",±676,1.90%,±0.5
"('1-unit, attached',)","Dallas city, Texas","18,388","±2,039",3.40%,±0.4
"('1-unit, attached',)","Denver city, Colorado","22,371","±1,726",7.50%,±0.6
"('1-unit, attached',)","Detroit city, Michigan","23,093","±1,827",6.30%,±0.5
"('1-unit, attached',)","Durham city, North Carolina","9,916","±1,492",8.70%,±1.3
"('1-unit, attached',)","El Paso city, Texas","5,868","±1,099",2.40%,±0.4
"('1-unit, attached',)","Fort Worth city, Texas","9,620","±1,673",3.10%,±0.5
"('1-unit, attached',)","Fresno city, California","5,083",±931,2.80%,±0.5
"('1-unit, attached',)","Greensboro city, North Carolina","7,740","±1,202",6.10%,±0.9
"('1-unit, attached',)","Henderson city, Nevada","6,154","±1,311",5.20%,±1.0
"('1-unit, attached',)","Houston city, Texas","43,513","±3,499",4.70%,±0.4
"('1-unit, attached',)","Indianapolis city (balance), Indiana","32,743","±2,829",8.60%,±0.7
"('1-unit, attached',)","Irvine city, California","16,746","±2,119",17.60%,±2.1
"('1-unit, attached',)","Jacksonville city, Florida","17,662","±1,953",4.80%,±0.5
"('1-unit, attached',)","Jersey City city, New Jersey","8,156","±1,304",7.40%,±1.2
"('1-unit, attached',)","Kansas City city, Missouri","9,907","±1,535",4.40%,±0.7
"('1-unit, attached',)","Las Vegas city, Nevada","11,738","±1,561",4.70%,±0.6
"('1-unit, attached',)","Lincoln city, Nebraska","8,757","±1,245",7.70%,±1.1
"('1-unit, attached',)","Long Beach city, California","7,228","±1,050",4.20%,±0.6
"('1-unit, attached',)","Los Angeles city, California","91,896","±3,808",6.40%,±0.3
"('1-unit, attached',)","Memphis city, Tennessee","12,688","±1,781",4.20%,±0.6
"('1-unit, attached',)","Mesa city, Arizona","10,180","±1,337",5.00%,±0.7
"('1-unit, attached',)","Miami city, Florida","20,206","±2,239",10.50%,±1.1
"('1-unit, attached',)","Milwaukee city, Wisconsin","15,974","±1,580",6.20%,±0.6
"('1-unit, attached',)","Minneapolis city, Minnesota","7,378","±1,072",4.00%,±0.6
"('1-unit, attached',)","New Orleans city, Louisiana","21,006","±1,612",10.90%,±0.8
"('1-unit, attached',)","New York city, New York","225,588","±6,327",6.60%,±0.2
