Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Rental vacancy rate',)","Plano city, Texas",4.6,±2.4,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",2.5,±1.0,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",7.9,±2.5,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",9.9,±2.7,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",4.7,±1.7,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",8.1,±1.2,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",5.3,±0.9,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",3.7,±0.7,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",3.2,±1.1,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",4.1,±2.0,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",4.2,±1.1,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",12.4,±2.2,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",4.4,±1.4,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",7.3,±2.4,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",9.6,±2.1,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",12.2,±1.8,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",10.4,±1.7,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",5.2,±1.9,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",4.9,±1.0,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",10,±2.1,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","241,315","±2,036","241,315",(X)
"('Total housing units',)","Anaheim city, California","104,356","±3,260","104,356",(X)
"('Total housing units',)","Anchorage municipality, Alaska","113,461",±432,"113,461",(X)
"('Total housing units',)","Arlington city, Texas","145,630","±4,110","145,630",(X)
"('Total housing units',)","Atlanta city, Georgia","221,247","±5,285","221,247",(X)
"('Total housing units',)","Aurora city, Colorado","128,531","±2,983","128,531",(X)
"('Total housing units',)","Austin city, Texas","360,291","±4,924","360,291",(X)
"('Total housing units',)","Bakersfield city, California","117,640","±3,040","117,640",(X)
"('Total housing units',)","Baltimore city, Maryland","296,481","±1,253","296,481",(X)
"('Total housing units',)","Boston city, Massachusetts","274,310","±2,922","274,310",(X)
"('Total housing units',)","Charlotte city, North Carolina","324,837","±3,427","324,837",(X)
"('Total housing units',)","Chicago city, Illinois","1,192,836","±9,191","1,192,836",(X)
"('Total housing units',)","Cincinnati city, Ohio","167,544","±3,724","167,544",(X)
"('Total housing units',)","Cleveland city, Ohio","218,647","±3,440","218,647",(X)
"('Total housing units',)","Colorado Springs city, Colorado","178,707","±2,767","178,707",(X)
"('Total housing units',)","Columbus city, Ohio","373,875","±3,506","373,875",(X)
"('Total housing units',)","Corpus Christi city, Texas","126,661","±1,497","126,661",(X)
"('Total housing units',)","Dallas city, Texas","515,515","±6,758","515,515",(X)
"('Total housing units',)","Denver city, Colorado","286,787",±901,"286,787",(X)
"('Total housing units',)","Detroit city, Michigan","360,951","±4,758","360,951",(X)
"('Total housing units',)","Durham city, North Carolina","104,921","±2,179","104,921",(X)
"('Total housing units',)","El Paso city, Texas","233,462","±2,540","233,462",(X)
"('Total housing units',)","Fort Worth city, Texas","298,058","±5,452","298,058",(X)
"('Total housing units',)","Fresno city, California","169,302","±3,645","169,302",(X)
"('Total housing units',)","Greensboro city, North Carolina","126,047","±3,079","126,047",(X)
"('Total housing units',)","Henderson city, Nevada","112,961","±5,143","112,961",(X)
"('Total housing units',)","Houston city, Texas","906,187","±8,618","906,187",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","380,390","±2,905","380,390",(X)
"('Total housing units',)","Irvine city, California","79,374","±2,969","79,374",(X)
"('Total housing units',)","Jacksonville city, Florida","367,698","±1,925","367,698",(X)
"('Total housing units',)","Jersey City city, New Jersey","110,360","±2,760","110,360",(X)
"('Total housing units',)","Kansas City city, Missouri","227,108","±3,462","227,108",(X)
"('Total housing units',)","Las Vegas city, Nevada","247,665","±6,326","247,665",(X)
"('Total housing units',)","Lincoln city, Nebraska","110,631","±1,114","110,631",(X)
"('Total housing units',)","Long Beach city, California","174,366","±4,681","174,366",(X)
"('Total housing units',)","Los Angeles city, California","1,419,777","±8,526","1,419,777",(X)
"('Total housing units',)","Memphis city, Tennessee","294,145","±3,322","294,145",(X)
"('Total housing units',)","Mesa city, Arizona","194,822","±4,949","194,822",(X)
"('Total housing units',)","Miami city, Florida","191,012","±5,735","191,012",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","262,653","±3,121","262,653",(X)
"('Total housing units',)","Minneapolis city, Minnesota","181,353","±3,665","181,353",(X)
"('Total housing units',)","New Orleans city, Louisiana","194,141",±662,"194,141",(X)
"('Total housing units',)","New York city, New York","3,368,809","±3,180","3,368,809",(X)
"('Total housing units',)","Newark city, New Jersey","108,031","±3,044","108,031",(X)
"('Total housing units',)","Oakland city, California","175,054","±3,510","175,054",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","254,896","±3,694","254,896",(X)
"('Total housing units',)","Omaha city, Nebraska","180,738","±2,224","180,738",(X)
"('Total housing units',)","Orlando city, Florida","117,116","±4,285","117,116",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","670,265","±1,466","670,265",(X)
"('Total housing units',)","Phoenix city, Arizona","604,835","±7,210","604,835",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","157,351","±3,478","157,351",(X)
"('Total housing units',)","Plano city, Texas","106,865","±3,288","106,865",(X)
"('Total housing units',)","Portland city, Oregon","265,946","±2,464","265,946",(X)
"('Total housing units',)","Raleigh city, North Carolina","177,449","±4,319","177,449",(X)
"('Total housing units',)","Riverside city, California","96,819","±3,640","96,819",(X)
"('Total housing units',)","Sacramento city, California","189,291","±4,949","189,291",(X)
"('Total housing units',)","San Antonio city, Texas","533,822","±5,094","533,822",(X)
"('Total housing units',)","San Diego city, California","513,906","±6,573","513,906",(X)
"('Total housing units',)","San Francisco city, California","378,261","±1,035","378,261",(X)
"('Total housing units',)","San Jose city, California","319,321","±3,527","319,321",(X)
"('Total housing units',)","Santa Ana city, California","76,777","±3,187","76,777",(X)
"('Total housing units',)","Seattle city, Washington","305,397","±4,412","305,397",(X)
"('Total housing units',)","St. Louis city, Missouri","175,632",±952,"175,632",(X)
"('Total housing units',)","St. Paul city, Minnesota","121,636","±2,210","121,636",(X)
"('Total housing units',)","Stockton city, California","99,616","±2,642","99,616",(X)
"('Total housing units',)","Tampa city, Florida","160,567","±4,008","160,567",(X)
"('Total housing units',)","Tucson city, Arizona","232,099","±3,842","232,099",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,290","±2,220","187,290",(X)
"('Total housing units',)","Virginia Beach city, Virginia","179,263",±975,"179,263",(X)
"('Total housing units',)","Washington city, District of Columbia","298,908",±51,"298,908",(X)
"('Total housing units',)","Wichita city, Kansas","166,862","±2,157","166,862",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","146,209","±4,070",60.60%,±1.7
"('1-unit, detached',)","Anaheim city, California","44,703","±2,291",42.80%,±2.0
"('1-unit, detached',)","Anchorage municipality, Alaska","53,074","±2,786",46.80%,±2.4
"('1-unit, detached',)","Arlington city, Texas","85,711","±3,686",58.90%,±2.2
"('1-unit, detached',)","Atlanta city, Georgia","86,325","±3,976",39.00%,±1.6
"('1-unit, detached',)","Aurora city, Colorado","65,112","±2,862",50.70%,±2.1
"('1-unit, detached',)","Austin city, Texas","162,716","±4,869",45.20%,±1.3
"('1-unit, detached',)","Bakersfield city, California","83,074","±3,165",70.60%,±2.1
"('1-unit, detached',)","Baltimore city, Maryland","43,366","±2,715",14.60%,±0.9
"('1-unit, detached',)","Boston city, Massachusetts","32,015","±2,238",11.70%,±0.8
"('1-unit, detached',)","Charlotte city, North Carolina","186,127","±5,117",57.30%,±1.5
"('1-unit, detached',)","Chicago city, Illinois","299,720","±6,576",25.10%,±0.5
"('1-unit, detached',)","Cincinnati city, Ohio","63,458","±2,815",37.90%,±1.6
"('1-unit, detached',)","Cleveland city, Ohio","105,407","±3,579",48.20%,±1.4
"('1-unit, detached',)","Colorado Springs city, Colorado","108,240","±3,007",60.60%,±1.5
"('1-unit, detached',)","Columbus city, Ohio","172,558","±4,727",46.20%,±1.2
"('1-unit, detached',)","Corpus Christi city, Texas","81,879","±3,163",64.60%,±2.3
"('1-unit, detached',)","Dallas city, Texas","235,866","±5,872",45.80%,±1.1
"('1-unit, detached',)","Denver city, Colorado","127,704","±3,360",44.50%,±1.2
"('1-unit, detached',)","Detroit city, Michigan","240,983","±5,031",66.80%,±1.1
"('1-unit, detached',)","Durham city, North Carolina","55,039","±2,852",52.50%,±2.5
"('1-unit, detached',)","El Paso city, Texas","158,536","±4,408",67.90%,±1.9
"('1-unit, detached',)","Fort Worth city, Texas","199,278","±6,183",66.90%,±1.6
"('1-unit, detached',)","Fresno city, California","104,260","±3,474",61.60%,±1.8
"('1-unit, detached',)","Greensboro city, North Carolina","70,287","±3,533",55.80%,±2.6
"('1-unit, detached',)","Henderson city, Nevada","77,801","±4,278",68.90%,±2.6
"('1-unit, detached',)","Houston city, Texas","405,345","±8,157",44.70%,±0.8
"('1-unit, detached',)","Indianapolis city (balance), Indiana","222,340","±4,665",58.50%,±1.2
"('1-unit, detached',)","Irvine city, California","28,528","±2,009",35.90%,±2.5
"('1-unit, detached',)","Jacksonville city, Florida","221,237","±5,701",60.20%,±1.5
"('1-unit, detached',)","Jersey City city, New Jersey","8,937","±1,285",8.10%,±1.1
"('1-unit, detached',)","Kansas City city, Missouri","142,032","±3,625",62.50%,±1.5
"('1-unit, detached',)","Las Vegas city, Nevada","142,771","±5,622",57.60%,±1.8
"('1-unit, detached',)","Lincoln city, Nebraska","63,713","±2,133",57.60%,±1.8
"('1-unit, detached',)","Long Beach city, California","71,860","±2,974",41.20%,±1.6
"('1-unit, detached',)","Los Angeles city, California","543,533","±7,236",38.30%,±0.5
"('1-unit, detached',)","Memphis city, Tennessee","175,786","±4,793",59.80%,±1.4
"('1-unit, detached',)","Mesa city, Arizona","101,272","±4,014",52.00%,±1.7
"('1-unit, detached',)","Miami city, Florida","48,484","±3,020",25.40%,±1.7
"('1-unit, detached',)","Milwaukee city, Wisconsin","101,943","±3,662",38.80%,±1.4
"('1-unit, detached',)","Minneapolis city, Minnesota","79,768","±3,015",44.00%,±1.4
"('1-unit, detached',)","New Orleans city, Louisiana","82,925","±2,644",42.70%,±1.4
"('1-unit, detached',)","New York city, New York","305,727","±6,382",9.10%,±0.2
"('1-unit, detached',)","Newark city, New Jersey","15,812","±1,419",14.60%,±1.3
"('1-unit, detached',)","Oakland city, California","78,216","±3,134",44.70%,±1.7
"('1-unit, detached',)","Oklahoma City city, Oklahoma","170,960","±3,814",67.10%,±1.3
"('1-unit, detached',)","Omaha city, Nebraska","111,746","±3,071",61.80%,±1.5
"('1-unit, detached',)","Orlando city, Florida","42,873","±2,685",36.60%,±2.2
"('1-unit, detached',)","Philadelphia city, Pennsylvania","55,767","±3,611",8.30%,±0.5
"('1-unit, detached',)","Phoenix city, Arizona","368,016","±7,832",60.80%,±1.0
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","68,241","±2,768",43.40%,±1.5
"('1-unit, detached',)","Plano city, Texas","68,597","±2,418",64.20%,±2.3
"('1-unit, detached',)","Portland city, Oregon","147,468","±3,721",55.50%,±1.4
"('1-unit, detached',)","Raleigh city, North Carolina","84,861","±4,866",47.80%,±2.4
"('1-unit, detached',)","Riverside city, California","61,306","±2,784",63.30%,±2.2
"('1-unit, detached',)","Sacramento city, California","109,530","±3,787",57.90%,±1.6
"('1-unit, detached',)","San Antonio city, Texas","336,108","±5,960",63.00%,±1.0
"('1-unit, detached',)","San Diego city, California","230,521","±5,176",44.90%,±0.9
"('1-unit, detached',)","San Francisco city, California","69,878","±3,733",18.50%,±1.0
"('1-unit, detached',)","San Jose city, California","171,281","±4,054",53.60%,±1.3
"('1-unit, detached',)","Santa Ana city, California","35,021","±2,077",45.60%,±2.3
"('1-unit, detached',)","Seattle city, Washington","132,671","±4,423",43.40%,±1.3
"('1-unit, detached',)","St. Louis city, Missouri","73,512","±3,409",41.90%,±1.9
"('1-unit, detached',)","St. Paul city, Minnesota","58,068","±2,166",47.70%,±1.7
"('1-unit, detached',)","Stockton city, California","65,499","±2,615",65.80%,±2.1
"('1-unit, detached',)","Tampa city, Florida","90,028","±3,640",56.10%,±2.0
"('1-unit, detached',)","Tucson city, Arizona","119,388","±4,456",51.40%,±1.8
"('1-unit, detached',)","Tulsa city, Oklahoma","117,782","±3,001",62.90%,±1.4
"('1-unit, detached',)","Virginia Beach city, Virginia","97,917","±3,165",54.60%,±1.7
"('1-unit, detached',)","Washington city, District of Columbia","36,515","±2,365",12.20%,±0.8
"('1-unit, detached',)","Wichita city, Kansas","113,084","±2,974",67.80%,±1.6
"('1-unit, attached',)","Albuquerque city, New Mexico","13,683","±1,625",5.70%,±0.7
"('1-unit, attached',)","Anaheim city, California","9,199","±1,195",8.80%,±1.1
"('1-unit, attached',)","Anchorage municipality, Alaska","14,989","±1,991",13.20%,±1.8
"('1-unit, attached',)","Arlington city, Texas","5,782","±1,276",4.00%,±0.9
"('1-unit, attached',)","Atlanta city, Georgia","12,578","±2,010",5.70%,±0.9
"('1-unit, attached',)","Aurora city, Colorado","12,039","±1,481",9.40%,±1.2
"('1-unit, attached',)","Austin city, Texas","16,715","±1,809",4.60%,±0.5
"('1-unit, attached',)","Bakersfield city, California","2,546",±840,2.20%,±0.7
"('1-unit, attached',)","Baltimore city, Maryland","155,898","±3,920",52.60%,±1.3
"('1-unit, attached',)","Boston city, Massachusetts","17,666","±1,961",6.40%,±0.7
"('1-unit, attached',)","Charlotte city, North Carolina","23,764","±3,025",7.30%,±0.9
"('1-unit, attached',)","Chicago city, Illinois","41,273","±3,143",3.50%,±0.3
"('1-unit, attached',)","Cincinnati city, Ohio","7,422","±1,302",4.40%,±0.8
"('1-unit, attached',)","Cleveland city, Ohio","14,269","±1,594",6.50%,±0.7
"('1-unit, attached',)","Colorado Springs city, Colorado","15,847","±2,229",8.90%,±1.2
"('1-unit, attached',)","Columbus city, Ohio","36,960","±3,546",9.90%,±0.9
"('1-unit, attached',)","Corpus Christi city, Texas","2,495",±854,2.00%,±0.7
"('1-unit, attached',)","Dallas city, Texas","16,749","±2,164",3.20%,±0.4
"('1-unit, attached',)","Denver city, Colorado","22,724","±2,104",7.90%,±0.7
"('1-unit, attached',)","Detroit city, Michigan","24,600","±2,126",6.80%,±0.6
"('1-unit, attached',)","Durham city, North Carolina","5,610","±1,186",5.30%,±1.1
"('1-unit, attached',)","El Paso city, Texas","7,898","±1,396",3.40%,±0.6
"('1-unit, attached',)","Fort Worth city, Texas","7,151","±1,590",2.40%,±0.5
"('1-unit, attached',)","Fresno city, California","5,530","±1,025",3.30%,±0.6
"('1-unit, attached',)","Greensboro city, North Carolina","9,601","±1,996",7.60%,±1.5
"('1-unit, attached',)","Henderson city, Nevada","5,734","±1,183",5.10%,±1.0
"('1-unit, attached',)","Houston city, Texas","49,077","±4,044",5.40%,±0.4
"('1-unit, attached',)","Indianapolis city (balance), Indiana","32,275","±3,166",8.50%,±0.8
"('1-unit, attached',)","Irvine city, California","14,431","±1,706",18.20%,±2.1
"('1-unit, attached',)","Jacksonville city, Florida","16,588","±1,883",4.50%,±0.5
"('1-unit, attached',)","Jersey City city, New Jersey","9,074","±1,531",8.20%,±1.4
"('1-unit, attached',)","Kansas City city, Missouri","11,453","±1,668",5.00%,±0.7
"('1-unit, attached',)","Las Vegas city, Nevada","10,531","±1,640",4.30%,±0.7
"('1-unit, attached',)","Lincoln city, Nebraska","10,037","±1,308",9.10%,±1.2
"('1-unit, attached',)","Long Beach city, California","10,190","±1,343",5.80%,±0.8
"('1-unit, attached',)","Los Angeles city, California","84,669","±3,990",6.00%,±0.3
"('1-unit, attached',)","Memphis city, Tennessee","14,769","±1,910",5.00%,±0.6
"('1-unit, attached',)","Mesa city, Arizona","12,022","±1,922",6.20%,±0.9
"('1-unit, attached',)","Miami city, Florida","19,604","±2,115",10.30%,±1.0
"('1-unit, attached',)","Milwaukee city, Wisconsin","16,120","±1,581",6.10%,±0.6
"('1-unit, attached',)","Minneapolis city, Minnesota","6,578","±1,175",3.60%,±0.6
"('1-unit, attached',)","New Orleans city, Louisiana","27,750","±2,003",14.30%,±1.0
"('1-unit, attached',)","New York city, New York","226,246","±6,541",6.70%,±0.2
