Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Rental vacancy rate',)","Plano city, Texas",7.8,±2.6,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",3.1,±1.1,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",6.4,±1.7,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",4.2,±1.9,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",2.4,±0.9,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",9.1,±1.2,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",3.9,±0.8,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",3.5,±0.7,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",5.1,±1.3,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",1.7,±1.1,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",3.9,±1.1,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",8,±1.6,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",2,±1.0,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",6.1,±1.7,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",5.5,±1.6,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",6.2,±1.6,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",9.6,±1.2,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",6.5,±2.2,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",5.7,±1.1,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",7.3,±2.0,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","244,656","±2,270","244,656",(X)
"('Total housing units',)","Anaheim city, California","102,542","±3,651","102,542",(X)
"('Total housing units',)","Anchorage municipality, Alaska","117,298",±446,"117,298",(X)
"('Total housing units',)","Arlington city, Texas","145,857","±3,577","145,857",(X)
"('Total housing units',)","Atlanta city, Georgia","245,063","±5,323","245,063",(X)
"('Total housing units',)","Aurora city, Colorado","134,175","±3,060","134,175",(X)
"('Total housing units',)","Austin city, Texas","417,939","±5,982","417,939",(X)
"('Total housing units',)","Bakersfield city, California","126,624","±2,891","126,624",(X)
"('Total housing units',)","Baltimore city, Maryland","294,534","±1,285","294,534",(X)
"('Total housing units',)","Boston city, Massachusetts","293,538","±2,849","293,538",(X)
"('Total housing units',)","Charlotte city, North Carolina","359,326","±2,909","359,326",(X)
"('Total housing units',)","Chicago city, Illinois","1,212,932","±9,404","1,212,932",(X)
"('Total housing units',)","Cincinnati city, Ohio","164,944","±3,063","164,944",(X)
"('Total housing units',)","Cleveland city, Ohio","212,726","±3,703","212,726",(X)
"('Total housing units',)","Colorado Springs city, Colorado","190,025","±2,382","190,025",(X)
"('Total housing units',)","Columbus city, Ohio","391,716","±3,740","391,716",(X)
"('Total housing units',)","Corpus Christi city, Texas","131,980","±1,405","131,980",(X)
"('Total housing units',)","Dallas city, Texas","573,667","±7,118","573,667",(X)
"('Total housing units',)","Denver city, Colorado","320,551","±1,100","320,551",(X)
"('Total housing units',)","Detroit city, Michigan","363,525","±4,286","363,525",(X)
"('Total housing units',)","Durham city, North Carolina","118,995","±1,711","118,995",(X)
"('Total housing units',)","El Paso city, Texas","252,969","±2,308","252,969",(X)
"('Total housing units',)","Fort Worth city, Texas","329,779","±5,005","329,779",(X)
"('Total housing units',)","Fresno city, California","180,495","±3,094","180,495",(X)
"('Total housing units',)","Greensboro city, North Carolina","130,620","±3,205","130,620",(X)
"('Total housing units',)","Henderson city, Nevada","132,788","±3,695","132,788",(X)
"('Total housing units',)","Houston city, Texas","958,421","±9,459","958,421",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","384,967","±2,216","384,967",(X)
"('Total housing units',)","Irvine city, California","103,560","±4,014","103,560",(X)
"('Total housing units',)","Jacksonville city, Florida","382,572","±1,878","382,572",(X)
"('Total housing units',)","Jersey City city, New Jersey","114,196","±2,866","114,196",(X)
"('Total housing units',)","Kansas City city, Missouri","236,135","±3,563","236,135",(X)
"('Total housing units',)","Las Vegas city, Nevada","259,374","±4,771","259,374",(X)
"('Total housing units',)","Lincoln city, Nebraska","119,639","±1,025","119,639",(X)
"('Total housing units',)","Long Beach city, California","175,632","±4,157","175,632",(X)
"('Total housing units',)","Los Angeles city, California","1,496,661","±9,511","1,496,661",(X)
"('Total housing units',)","Memphis city, Tennessee","298,121","±3,353","298,121",(X)
"('Total housing units',)","Mesa city, Arizona","208,391","±4,813","208,391",(X)
"('Total housing units',)","Miami city, Florida","201,784","±5,066","201,784",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","260,581","±3,444","260,581",(X)
"('Total housing units',)","Minneapolis city, Minnesota","188,084","±3,817","188,084",(X)
"('Total housing units',)","New Orleans city, Louisiana","191,688","±1,075","191,688",(X)
"('Total housing units',)","New York city, New York","3,497,344","±2,448","3,497,344",(X)
"('Total housing units',)","Newark city, New Jersey","113,025","±3,172","113,025",(X)
"('Total housing units',)","Oakland city, California","168,166","±3,838","168,166",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","268,953","±3,094","268,953",(X)
"('Total housing units',)","Omaha city, Nebraska","199,510","±1,546","199,510",(X)
"('Total housing units',)","Orlando city, Florida","128,403","±4,909","128,403",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","685,988","±1,730","685,988",(X)
"('Total housing units',)","Phoenix city, Arizona","618,561","±8,332","618,561",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","158,277","±3,688","158,277",(X)
"('Total housing units',)","Plano city, Texas","113,234","±3,522","113,234",(X)
"('Total housing units',)","Portland city, Oregon","284,258","±2,780","284,258",(X)
"('Total housing units',)","Raleigh city, North Carolina","203,936","±3,572","203,936",(X)
"('Total housing units',)","Riverside city, California","91,403","±3,577","91,403",(X)
"('Total housing units',)","Sacramento city, California","199,760","±3,791","199,760",(X)
"('Total housing units',)","San Antonio city, Texas","552,520","±3,697","552,520",(X)
"('Total housing units',)","San Diego city, California","543,238","±6,269","543,238",(X)
"('Total housing units',)","San Francisco city, California","397,566","±1,185","397,566",(X)
"('Total housing units',)","San Jose city, California","338,738","±4,612","338,738",(X)
"('Total housing units',)","Santa Ana city, California","79,680","±3,053","79,680",(X)
"('Total housing units',)","Seattle city, Washington","355,293","±5,813","355,293",(X)
"('Total housing units',)","St. Louis city, Missouri","176,850",±823,"176,850",(X)
"('Total housing units',)","St. Paul city, Minnesota","118,045","±2,476","118,045",(X)
"('Total housing units',)","Stockton city, California","100,823","±3,104","100,823",(X)
"('Total housing units',)","Tampa city, Florida","175,475","±3,498","175,475",(X)
"('Total housing units',)","Tucson city, Arizona","238,999","±3,905","238,999",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,612","±2,076","187,612",(X)
"('Total housing units',)","Virginia Beach city, Virginia","184,999",±783,"184,999",(X)
"('Total housing units',)","Washington city, District of Columbia","314,843",±99,"314,843",(X)
"('Total housing units',)","Wichita city, Kansas","172,824","±1,949","172,824",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","155,266","±4,100",63.50%,±1.6
"('1-unit, detached',)","Anaheim city, California","42,478","±2,476",41.40%,±2.0
"('1-unit, detached',)","Anchorage municipality, Alaska","54,372","±2,612",46.40%,±2.2
"('1-unit, detached',)","Arlington city, Texas","89,011","±3,323",61.00%,±2.0
"('1-unit, detached',)","Atlanta city, Georgia","95,867","±3,991",39.10%,±1.5
"('1-unit, detached',)","Aurora city, Colorado","69,071","±2,802",51.50%,±1.8
"('1-unit, detached',)","Austin city, Texas","193,304","±5,344",46.30%,±1.3
"('1-unit, detached',)","Bakersfield city, California","88,858","±3,125",70.20%,±2.2
"('1-unit, detached',)","Baltimore city, Maryland","39,123","±2,783",13.30%,±0.9
"('1-unit, detached',)","Boston city, Massachusetts","35,027","±2,601",11.90%,±0.9
"('1-unit, detached',)","Charlotte city, North Carolina","199,389","±4,821",55.50%,±1.3
"('1-unit, detached',)","Chicago city, Illinois","315,156","±7,283",26.00%,±0.6
"('1-unit, detached',)","Cincinnati city, Ohio","65,048","±3,312",39.40%,±1.9
"('1-unit, detached',)","Cleveland city, Ohio","98,992","±3,630",46.50%,±1.5
"('1-unit, detached',)","Colorado Springs city, Colorado","118,474","±3,595",62.30%,±1.8
"('1-unit, detached',)","Columbus city, Ohio","183,359","±5,353",46.80%,±1.3
"('1-unit, detached',)","Corpus Christi city, Texas","87,915","±3,172",66.60%,±2.3
"('1-unit, detached',)","Dallas city, Texas","240,654","±4,993",42.00%,±0.8
"('1-unit, detached',)","Denver city, Colorado","144,512","±4,010",45.10%,±1.3
"('1-unit, detached',)","Detroit city, Michigan","242,515","±4,375",66.70%,±1.1
"('1-unit, detached',)","Durham city, North Carolina","60,926","±2,701",51.20%,±2.2
"('1-unit, detached',)","El Paso city, Texas","171,105","±3,740",67.60%,±1.4
"('1-unit, detached',)","Fort Worth city, Texas","223,370","±4,690",67.70%,±1.3
"('1-unit, detached',)","Fresno city, California","108,532","±3,035",60.10%,±1.5
"('1-unit, detached',)","Greensboro city, North Carolina","71,354","±3,502",54.60%,±2.3
"('1-unit, detached',)","Henderson city, Nevada","94,832","±3,500",71.40%,±1.8
"('1-unit, detached',)","Houston city, Texas","419,118","±8,650",43.70%,±0.7
"('1-unit, detached',)","Indianapolis city (balance), Indiana","233,484","±4,569",60.70%,±1.2
"('1-unit, detached',)","Irvine city, California","38,578","±2,713",37.30%,±2.7
"('1-unit, detached',)","Jacksonville city, Florida","232,838","±5,358",60.90%,±1.4
"('1-unit, detached',)","Jersey City city, New Jersey","9,002","±1,269",7.90%,±1.1
"('1-unit, detached',)","Kansas City city, Missouri","146,124","±3,319",61.90%,±1.3
"('1-unit, detached',)","Las Vegas city, Nevada","159,015","±4,053",61.30%,±1.2
"('1-unit, detached',)","Lincoln city, Nebraska","71,547","±2,532",59.80%,±2.1
"('1-unit, detached',)","Long Beach city, California","70,974","±2,938",40.40%,±1.6
"('1-unit, detached',)","Los Angeles city, California","562,022","±8,633",37.60%,±0.5
"('1-unit, detached',)","Memphis city, Tennessee","178,770","±3,810",60.00%,±1.2
"('1-unit, detached',)","Mesa city, Arizona","113,190","±3,461",54.30%,±1.6
"('1-unit, detached',)","Miami city, Florida","48,663","±3,282",24.10%,±1.7
"('1-unit, detached',)","Milwaukee city, Wisconsin","101,601","±3,745",39.00%,±1.4
"('1-unit, detached',)","Minneapolis city, Minnesota","79,735","±2,611",42.40%,±1.4
"('1-unit, detached',)","New Orleans city, Louisiana","83,239","±2,403",43.40%,±1.2
"('1-unit, detached',)","New York city, New York","314,171","±7,312",9.00%,±0.2
"('1-unit, detached',)","Newark city, New Jersey","12,234","±1,524",10.80%,±1.4
"('1-unit, detached',)","Oakland city, California","70,414","±2,850",41.90%,±1.7
"('1-unit, detached',)","Oklahoma City city, Oklahoma","184,303","±3,996",68.50%,±1.3
"('1-unit, detached',)","Omaha city, Nebraska","127,522","±2,782",63.90%,±1.4
"('1-unit, detached',)","Orlando city, Florida","42,162","±3,201",32.80%,±2.2
"('1-unit, detached',)","Philadelphia city, Pennsylvania","52,927","±4,106",7.70%,±0.6
"('1-unit, detached',)","Phoenix city, Arizona","385,922","±6,347",62.40%,±0.9
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","69,647","±2,884",44.00%,±1.9
"('1-unit, detached',)","Plano city, Texas","72,152","±3,113",63.70%,±2.0
"('1-unit, detached',)","Portland city, Oregon","157,615","±3,931",55.40%,±1.3
"('1-unit, detached',)","Raleigh city, North Carolina","95,564","±4,112",46.90%,±1.9
"('1-unit, detached',)","Riverside city, California","59,404","±2,768",65.00%,±2.1
"('1-unit, detached',)","Sacramento city, California","119,808","±3,528",60.00%,±1.6
"('1-unit, detached',)","San Antonio city, Texas","347,448","±6,066",62.90%,±1.1
"('1-unit, detached',)","San Diego city, California","248,099","±4,430",45.70%,±0.9
"('1-unit, detached',)","San Francisco city, California","77,896","±3,707",19.60%,±0.9
"('1-unit, detached',)","San Jose city, California","180,041","±3,939",53.20%,±1.2
"('1-unit, detached',)","Santa Ana city, California","38,318","±2,054",48.10%,±2.1
"('1-unit, detached',)","Seattle city, Washington","148,141","±4,417",41.70%,±1.2
"('1-unit, detached',)","St. Louis city, Missouri","74,867","±3,196",42.30%,±1.8
"('1-unit, detached',)","St. Paul city, Minnesota","58,467","±2,421",49.50%,±1.9
"('1-unit, detached',)","Stockton city, California","69,327","±2,824",68.80%,±2.1
"('1-unit, detached',)","Tampa city, Florida","91,776","±3,037",52.30%,±1.6
"('1-unit, detached',)","Tucson city, Arizona","131,190","±4,256",54.90%,±1.4
"('1-unit, detached',)","Tulsa city, Oklahoma","115,976","±2,175",61.80%,±1.0
"('1-unit, detached',)","Virginia Beach city, Virginia","100,567","±2,830",54.40%,±1.5
"('1-unit, detached',)","Washington city, District of Columbia","40,136","±2,836",12.70%,±0.9
"('1-unit, detached',)","Wichita city, Kansas","116,790","±3,254",67.60%,±1.6
"('1-unit, attached',)","Albuquerque city, New Mexico","11,673","±1,517",4.80%,±0.6
"('1-unit, attached',)","Anaheim city, California","8,519","±1,569",8.30%,±1.5
"('1-unit, attached',)","Anchorage municipality, Alaska","16,917","±1,965",14.40%,±1.7
"('1-unit, attached',)","Arlington city, Texas","4,376",±818,3.00%,±0.6
"('1-unit, attached',)","Atlanta city, Georgia","9,697","±1,546",4.00%,±0.6
"('1-unit, attached',)","Aurora city, Colorado","17,066","±1,478",12.70%,±1.1
"('1-unit, attached',)","Austin city, Texas","22,336","±2,484",5.30%,±0.6
"('1-unit, attached',)","Bakersfield city, California","3,574",±957,2.80%,±0.8
"('1-unit, attached',)","Baltimore city, Maryland","158,580","±4,231",53.80%,±1.4
"('1-unit, attached',)","Boston city, Massachusetts","19,043","±2,160",6.50%,±0.7
"('1-unit, attached',)","Charlotte city, North Carolina","30,643","±2,549",8.50%,±0.7
"('1-unit, attached',)","Chicago city, Illinois","39,894","±3,107",3.30%,±0.3
"('1-unit, attached',)","Cincinnati city, Ohio","6,513","±1,379",3.90%,±0.8
"('1-unit, attached',)","Cleveland city, Ohio","13,213","±1,804",6.20%,±0.8
"('1-unit, attached',)","Colorado Springs city, Colorado","15,229","±1,765",8.00%,±0.9
"('1-unit, attached',)","Columbus city, Ohio","37,917","±3,778",9.70%,±1.0
"('1-unit, attached',)","Corpus Christi city, Texas","2,206",±663,1.70%,±0.5
"('1-unit, attached',)","Dallas city, Texas","19,789","±1,904",3.40%,±0.3
"('1-unit, attached',)","Denver city, Colorado","24,734","±1,967",7.70%,±0.6
"('1-unit, attached',)","Detroit city, Michigan","22,326","±1,917",6.10%,±0.5
"('1-unit, attached',)","Durham city, North Carolina","10,933","±1,662",9.20%,±1.4
"('1-unit, attached',)","El Paso city, Texas","7,878","±1,344",3.10%,±0.5
"('1-unit, attached',)","Fort Worth city, Texas","10,539","±1,584",3.20%,±0.5
"('1-unit, attached',)","Fresno city, California","5,305","±1,169",2.90%,±0.6
"('1-unit, attached',)","Greensboro city, North Carolina","7,082","±1,052",5.40%,±0.8
"('1-unit, attached',)","Henderson city, Nevada","7,240","±1,286",5.50%,±0.9
"('1-unit, attached',)","Houston city, Texas","52,574","±3,544",5.50%,±0.4
"('1-unit, attached',)","Indianapolis city (balance), Indiana","33,895","±2,858",8.80%,±0.7
"('1-unit, attached',)","Irvine city, California","18,552","±1,906",17.90%,±1.6
"('1-unit, attached',)","Jacksonville city, Florida","20,791","±2,639",5.40%,±0.7
"('1-unit, attached',)","Jersey City city, New Jersey","6,927","±1,205",6.10%,±1.0
"('1-unit, attached',)","Kansas City city, Missouri","11,566","±1,883",4.90%,±0.8
"('1-unit, attached',)","Las Vegas city, Nevada","11,567","±1,706",4.50%,±0.6
"('1-unit, attached',)","Lincoln city, Nebraska","9,115","±1,493",7.60%,±1.2
"('1-unit, attached',)","Long Beach city, California","8,688","±1,244",4.90%,±0.7
"('1-unit, attached',)","Los Angeles city, California","94,224","±4,708",6.30%,±0.3
"('1-unit, attached',)","Memphis city, Tennessee","13,445","±1,701",4.50%,±0.6
"('1-unit, attached',)","Mesa city, Arizona","12,846","±1,654",6.20%,±0.8
"('1-unit, attached',)","Miami city, Florida","18,375","±2,295",9.10%,±1.1
"('1-unit, attached',)","Milwaukee city, Wisconsin","13,827","±1,500",5.30%,±0.6
"('1-unit, attached',)","Minneapolis city, Minnesota","6,648",±949,3.50%,±0.5
"('1-unit, attached',)","New Orleans city, Louisiana","16,645","±1,280",8.70%,±0.7
"('1-unit, attached',)","New York city, New York","247,783","±6,324",7.10%,±0.2
