Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Rental vacancy rate',)","New Orleans city, Louisiana",7.5,±0.7,(X),(X)
"('Rental vacancy rate',)","New York city, New York",3.4,±0.1,(X),(X)
"('Rental vacancy rate',)","Newark city, New Jersey",5.7,±0.6,(X),(X)
"('Rental vacancy rate',)","Oakland city, California",3.4,±0.5,(X),(X)
"('Rental vacancy rate',)","Oklahoma City city, Oklahoma",9,±0.7,(X),(X)
"('Rental vacancy rate',)","Omaha city, Nebraska",7,±0.8,(X),(X)
"('Rental vacancy rate',)","Orlando city, Florida",9.5,±1.0,(X),(X)
"('Rental vacancy rate',)","Philadelphia city, Pennsylvania",5.6,±0.3,(X),(X)
"('Rental vacancy rate',)","Phoenix city, Arizona",4.1,±0.4,(X),(X)
"('Rental vacancy rate',)","Pittsburgh city, Pennsylvania",4.7,±0.7,(X),(X)
"('Rental vacancy rate',)","Plano city, Texas",7,±1.1,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",4,±0.5,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",6.2,±0.7,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",4.5,±1.1,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",3.2,±0.5,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",7.7,±0.5,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",4.2,±0.4,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",3.8,±0.5,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",3.6,±0.5,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",2,±0.5,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",3.3,±0.5,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",7.9,±0.7,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",4.8,±0.6,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",4.9,±0.8,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",5.7,±0.6,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",6.5,±0.7,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",9.2,±0.5,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",5,±0.8,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",6.7,±0.5,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",7.8,±1.0,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","247,926",±937,"247,926",(X)
"('Total housing units',)","Anaheim city, California","108,561","±1,344","108,561",(X)
"('Total housing units',)","Anchorage municipality, Alaska","118,293",±212,"118,293",(X)
"('Total housing units',)","Arlington city, Texas","146,438","±1,900","146,438",(X)
"('Total housing units',)","Atlanta city, Georgia","250,533","±2,271","250,533",(X)
"('Total housing units',)","Aurora city, Colorado","139,091","±1,157","139,091",(X)
"('Total housing units',)","Austin city, Texas","426,899","±2,317","426,899",(X)
"('Total housing units',)","Bakersfield city, California","125,143","±1,361","125,143",(X)
"('Total housing units',)","Baltimore city, Maryland","293,936",±383,"293,936",(X)
"('Total housing units',)","Boston city, Massachusetts","298,708","±1,335","298,708",(X)
"('Total housing units',)","Charlotte city, North Carolina","367,252","±1,226","367,252",(X)
"('Total housing units',)","Chicago city, Illinois","1,217,686","±3,566","1,217,686",(X)
"('Total housing units',)","Cincinnati city, Ohio","161,166","±1,481","161,166",(X)
"('Total housing units',)","Cleveland city, Ohio","211,212","±1,600","211,212",(X)
"('Total housing units',)","Colorado Springs city, Colorado","194,008","±1,110","194,008",(X)
"('Total housing units',)","Columbus city, Ohio","395,162","±1,856","395,162",(X)
"('Total housing units',)","Corpus Christi city, Texas","132,965",±519,"132,965",(X)
"('Total housing units',)","Dallas city, Texas","581,987","±2,897","581,987",(X)
"('Total housing units',)","Denver city, Colorado","306,269",±469,"306,269",(X)
"('Total housing units',)","Detroit city, Michigan","358,145","±1,782","358,145",(X)
"('Total housing units',)","Durham city, North Carolina","122,422",±794,"122,422",(X)
"('Total housing units',)","El Paso city, Texas","252,526","±1,028","252,526",(X)
"('Total housing units',)","Fort Worth city, Texas","336,468","±2,289","336,468",(X)
"('Total housing units',)","Fresno city, California","180,020","±1,178","180,020",(X)
"('Total housing units',)","Greensboro city, North Carolina","131,171","±1,106","131,171",(X)
"('Total housing units',)","Henderson city, Nevada","131,804","±1,691","131,804",(X)
"('Total housing units',)","Houston city, Texas","982,694","±3,298","982,694",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","386,986","±1,017","386,986",(X)
"('Total housing units',)","Irvine city, California","104,553","±1,521","104,553",(X)
"('Total housing units',)","Jacksonville city, Florida","389,130",±833,"389,130",(X)
"('Total housing units',)","Jersey City city, New Jersey","113,854","±1,298","113,854",(X)
"('Total housing units',)","Kansas City city, Missouri","233,432","±1,439","233,432",(X)
"('Total housing units',)","Las Vegas city, Nevada","259,521","±2,046","259,521",(X)
"('Total housing units',)","Lexington-Fayette urban county, Kentucky","142,813",±543,"142,813",(X)
"('Total housing units',)","Lincoln city, Nebraska","122,048",±408,"122,048",(X)
"('Total housing units',)","Long Beach city, California","175,725","±1,686","175,725",(X)
"('Total housing units',)","Los Angeles city, California","1,513,791","±4,248","1,513,791",(X)
"('Total housing units',)","Memphis city, Tennessee","299,599","±1,427","299,599",(X)
"('Total housing units',)","Mesa city, Arizona","214,831","±1,768","214,831",(X)
"('Total housing units',)","Miami city, Florida","209,161","±1,857","209,161",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","256,856","±1,389","256,856",(X)
"('Total housing units',)","Minneapolis city, Minnesota","190,105","±1,493","190,105",(X)
"('Total housing units',)","Nashville-Davidson metropolitan government (balance), Tennessee","309,067",±661,"309,067",(X)
"('Total housing units',)","New Orleans city, Louisiana","192,012",±339,"192,012",(X)
"('Total housing units',)","New York city, New York","3,519,595","±1,320","3,519,595",(X)
"('Total housing units',)","Newark city, New Jersey","114,410","±1,190","114,410",(X)
"('Total housing units',)","Oakland city, California","171,749","±1,603","171,749",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","276,084","±1,900","276,084",(X)
"('Total housing units',)","Omaha city, Nebraska","203,215",±742,"203,215",(X)
"('Total housing units',)","Orlando city, Florida","136,180","±1,984","136,180",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","689,121",±723,"689,121",(X)
"('Total housing units',)","Phoenix city, Arizona","626,977","±2,992","626,977",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","159,339","±1,599","159,339",(X)
"('Total housing units',)","Plano city, Texas","113,254","±1,165","113,254",(X)
"('Total housing units',)","Portland city, Oregon","293,208","±1,288","293,208",(X)
"('Total housing units',)","Raleigh city, North Carolina","206,328","±1,538","206,328",(X)
"('Total housing units',)","Riverside city, California","95,553","±1,524","95,553",(X)
"('Total housing units',)","Sacramento city, California","197,948","±1,486","197,948",(X)
"('Total housing units',)","San Antonio city, Texas","555,138","±1,554","555,138",(X)
"('Total housing units',)","San Diego city, California","548,931","±2,908","548,931",(X)
"('Total housing units',)","San Francisco city, California","398,613",±722,"398,613",(X)
"('Total housing units',)","San Jose city, California","338,109","±1,751","338,109",(X)
"('Total housing units',)","Santa Ana city, California","81,362","±1,055","81,362",(X)
"('Total housing units',)","Seattle city, Washington","367,337","±2,183","367,337",(X)
"('Total housing units',)","St. Louis city, Missouri","176,955",±421,"176,955",(X)
"('Total housing units',)","St. Paul city, Minnesota","121,887","±1,007","121,887",(X)
"('Total housing units',)","Stockton city, California","101,954","±1,132","101,954",(X)
"('Total housing units',)","Tampa city, Florida","174,041","±1,725","174,041",(X)
"('Total housing units',)","Tucson city, Arizona","240,782","±1,365","240,782",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,543",±796,"187,543",(X)
"('Total housing units',)","Virginia Beach city, Virginia","185,735",±395,"185,735",(X)
"('Total housing units',)","Washington city, District of Columbia","319,192",±135,"319,192",(X)
"('Total housing units',)","Wichita city, Kansas","172,801",±821,"172,801",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","155,162","±1,987",62.60%,±0.8
"('1-unit, detached',)","Anaheim city, California","44,799","±1,268",41.30%,±1.0
"('1-unit, detached',)","Anchorage municipality, Alaska","57,254","±1,204",48.40%,±1.0
"('1-unit, detached',)","Arlington city, Texas","88,864","±1,700",60.70%,±1.0
"('1-unit, detached',)","Atlanta city, Georgia","95,842","±1,981",38.30%,±0.8
"('1-unit, detached',)","Aurora city, Colorado","73,932","±1,411",53.20%,±0.9
"('1-unit, detached',)","Austin city, Texas","196,974","±2,430",46.10%,±0.6
"('1-unit, detached',)","Bakersfield city, California","88,831","±1,640",71.00%,±1.0
"('1-unit, detached',)","Baltimore city, Maryland","42,147","±1,111",14.30%,±0.4
"('1-unit, detached',)","Boston city, Massachusetts","36,338","±1,286",12.20%,±0.4
"('1-unit, detached',)","Charlotte city, North Carolina","200,380","±2,301",54.60%,±0.6
"('1-unit, detached',)","Chicago city, Illinois","317,493","±3,235",26.10%,±0.3
"('1-unit, detached',)","Cincinnati city, Ohio","63,013","±1,339",39.10%,±0.8
"('1-unit, detached',)","Cleveland city, Ohio","99,900","±1,662",47.30%,±0.7
"('1-unit, detached',)","Colorado Springs city, Colorado","119,136","±1,679",61.40%,±0.8
"('1-unit, detached',)","Columbus city, Ohio","182,183","±2,473",46.10%,±0.6
"('1-unit, detached',)","Corpus Christi city, Texas","87,386","±1,402",65.70%,±1.1
"('1-unit, detached',)","Dallas city, Texas","248,952","±2,656",42.80%,±0.4
"('1-unit, detached',)","Denver city, Colorado","135,165","±1,975",44.10%,±0.6
"('1-unit, detached',)","Detroit city, Michigan","234,697","±2,488",65.50%,±0.6
"('1-unit, detached',)","Durham city, North Carolina","65,198","±1,513",53.30%,±1.2
"('1-unit, detached',)","El Paso city, Texas","170,066","±2,089",67.30%,±0.8
"('1-unit, detached',)","Fort Worth city, Texas","221,882","±2,661",65.90%,±0.6
"('1-unit, detached',)","Fresno city, California","110,563","±1,478",61.40%,±0.8
"('1-unit, detached',)","Greensboro city, North Carolina","69,866","±1,315",53.30%,±0.9
"('1-unit, detached',)","Henderson city, Nevada","92,325","±1,513",70.00%,±1.0
"('1-unit, detached',)","Houston city, Texas","434,201","±4,057",44.20%,±0.4
"('1-unit, detached',)","Indianapolis city (balance), Indiana","232,240","±2,452",60.00%,±0.6
"('1-unit, detached',)","Irvine city, California","38,138","±1,199",36.50%,±1.3
"('1-unit, detached',)","Jacksonville city, Florida","235,668","±2,634",60.60%,±0.7
"('1-unit, detached',)","Jersey City city, New Jersey","8,649",±848,7.60%,±0.7
"('1-unit, detached',)","Kansas City city, Missouri","143,807","±1,825",61.60%,±0.7
"('1-unit, detached',)","Las Vegas city, Nevada","161,599","±2,158",62.30%,±0.7
"('1-unit, detached',)","Lexington-Fayette urban county, Kentucky","85,155","±1,053",59.60%,±0.7
"('1-unit, detached',)","Lincoln city, Nebraska","69,565","±1,110",57.00%,±0.9
"('1-unit, detached',)","Long Beach city, California","71,149","±1,506",40.50%,±0.7
"('1-unit, detached',)","Los Angeles city, California","568,343","±4,292",37.50%,±0.3
"('1-unit, detached',)","Memphis city, Tennessee","180,207","±2,327",60.10%,±0.7
"('1-unit, detached',)","Mesa city, Arizona","117,634","±1,715",54.80%,±0.7
"('1-unit, detached',)","Miami city, Florida","52,642","±1,813",25.20%,±0.8
"('1-unit, detached',)","Milwaukee city, Wisconsin","101,334","±1,632",39.50%,±0.6
"('1-unit, detached',)","Minneapolis city, Minnesota","78,730","±1,418",41.40%,±0.7
"('1-unit, detached',)","Nashville-Davidson metropolitan government (balance), Tennessee","158,971","±2,049",51.40%,±0.7
"('1-unit, detached',)","New Orleans city, Louisiana","86,870","±1,938",45.20%,±1.0
"('1-unit, detached',)","New York city, New York","323,023","±4,272",9.20%,±0.1
"('1-unit, detached',)","Newark city, New Jersey","12,965",±824,11.30%,±0.7
"('1-unit, detached',)","Oakland city, California","71,768","±1,360",41.80%,±0.7
"('1-unit, detached',)","Oklahoma City city, Oklahoma","188,730","±2,211",68.40%,±0.7
"('1-unit, detached',)","Omaha city, Nebraska","131,912","±1,318",64.90%,±0.6
"('1-unit, detached',)","Orlando city, Florida","44,744","±1,405",32.90%,±0.9
"('1-unit, detached',)","Philadelphia city, Pennsylvania","55,699","±2,070",8.10%,±0.3
"('1-unit, detached',)","Phoenix city, Arizona","381,833","±3,451",60.90%,±0.5
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","69,688","±1,610",43.70%,±0.9
"('1-unit, detached',)","Plano city, Texas","70,208","±1,082",62.00%,±0.8
"('1-unit, detached',)","Portland city, Oregon","160,522","±1,944",54.70%,±0.6
"('1-unit, detached',)","Raleigh city, North Carolina","92,924","±1,829",45.00%,±0.9
"('1-unit, detached',)","Riverside city, California","62,234","±1,282",65.10%,±1.0
"('1-unit, detached',)","Sacramento city, California","117,996","±1,530",59.60%,±0.8
"('1-unit, detached',)","San Antonio city, Texas","340,755","±2,944",61.40%,±0.5
"('1-unit, detached',)","San Diego city, California","242,948","±2,792",44.30%,±0.4
"('1-unit, detached',)","San Francisco city, California","76,449","±1,787",19.20%,±0.4
"('1-unit, detached',)","San Jose city, California","176,439","±2,143",52.20%,±0.6
"('1-unit, detached',)","Santa Ana city, California","38,605",±867,47.40%,±1.1
"('1-unit, detached',)","Seattle city, Washington","147,372","±1,863",40.10%,±0.5
"('1-unit, detached',)","St. Louis city, Missouri","76,855","±1,581",43.40%,±0.9
"('1-unit, detached',)","St. Paul city, Minnesota","59,757",±983,49.00%,±0.8
"('1-unit, detached',)","Stockton city, California","68,412","±1,313",67.10%,±1.0
"('1-unit, detached',)","Tampa city, Florida","91,118","±1,857",52.40%,±0.9
"('1-unit, detached',)","Tucson city, Arizona","129,071","±1,794",53.60%,±0.7
"('1-unit, detached',)","Tulsa city, Oklahoma","116,484","±1,456",62.10%,±0.7
"('1-unit, detached',)","Virginia Beach city, Virginia","102,570","±1,451",55.20%,±0.8
"('1-unit, detached',)","Washington city, District of Columbia","38,267","±1,189",12.00%,±0.4
"('1-unit, detached',)","Wichita city, Kansas","116,117","±1,360",67.20%,±0.7
"('1-unit, attached',)","Albuquerque city, New Mexico","13,350",±970,5.40%,±0.4
"('1-unit, attached',)","Anaheim city, California","9,335",±590,8.60%,±0.5
"('1-unit, attached',)","Anchorage municipality, Alaska","15,328",±881,13.00%,±0.7
"('1-unit, attached',)","Arlington city, Texas","6,125",±682,4.20%,±0.5
"('1-unit, attached',)","Atlanta city, Georgia","12,597","±1,111",5.00%,±0.4
"('1-unit, attached',)","Aurora city, Colorado","16,325",±801,11.70%,±0.6
"('1-unit, attached',)","Austin city, Texas","22,784","±1,113",5.30%,±0.3
"('1-unit, attached',)","Bakersfield city, California","3,892",±448,3.10%,±0.4
"('1-unit, attached',)","Baltimore city, Maryland","151,838","±1,897",51.70%,±0.7
"('1-unit, attached',)","Boston city, Massachusetts","18,379",±925,6.20%,±0.3
"('1-unit, attached',)","Charlotte city, North Carolina","30,952","±1,592",8.40%,±0.4
"('1-unit, attached',)","Chicago city, Illinois","42,026","±1,457",3.50%,±0.1
"('1-unit, attached',)","Cincinnati city, Ohio","7,716",±670,4.80%,±0.4
"('1-unit, attached',)","Cleveland city, Ohio","12,070",±664,5.70%,±0.3
"('1-unit, attached',)","Colorado Springs city, Colorado","15,551",±934,8.00%,±0.5
"('1-unit, attached',)","Columbus city, Ohio","38,610","±1,521",9.80%,±0.4
"('1-unit, attached',)","Corpus Christi city, Texas","2,976",±395,2.20%,±0.3
"('1-unit, attached',)","Dallas city, Texas","21,157","±1,328",3.60%,±0.2
"('1-unit, attached',)","Denver city, Colorado","25,232","±1,172",8.20%,±0.4
"('1-unit, attached',)","Detroit city, Michigan","25,317","±1,281",7.10%,±0.4
"('1-unit, attached',)","Durham city, North Carolina","11,128",±707,9.10%,±0.6
"('1-unit, attached',)","El Paso city, Texas","8,937",±847,3.50%,±0.3
"('1-unit, attached',)","Fort Worth city, Texas","10,686",±798,3.20%,±0.2
"('1-unit, attached',)","Fresno city, California","5,007",±585,2.80%,±0.3
"('1-unit, attached',)","Greensboro city, North Carolina","9,205",±771,7.00%,±0.6
"('1-unit, attached',)","Henderson city, Nevada","7,713",±658,5.90%,±0.5
"('1-unit, attached',)","Houston city, Texas","48,480","±1,781",4.90%,±0.2
"('1-unit, attached',)","Indianapolis city (balance), Indiana","32,356","±1,629",8.40%,±0.4
