Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Rental vacancy rate',)","Plano city, Texas",10.3,±3.1,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",6.7,±1.5,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",6.9,±2.0,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",4.4,±2.0,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",4.2,±1.3,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",7.4,±0.9,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",4.8,±0.9,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",3.2,±0.9,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",3.6,±1.1,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",2.7,±1.5,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",3.1,±1.0,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",9.7,±1.5,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",6.4,±2.1,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",3.1,±1.3,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",6.5,±1.7,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",6.6,±1.3,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",9.6,±1.0,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",3.8,±1.3,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",6.8,±1.0,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",9.3,±2.3,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","248,681","±2,372","248,681",(X)
"('Total housing units',)","Anaheim city, California","108,802","±3,202","108,802",(X)
"('Total housing units',)","Anchorage municipality, Alaska","118,233",±522,"118,233",(X)
"('Total housing units',)","Arlington city, Texas","145,021","±4,183","145,021",(X)
"('Total housing units',)","Atlanta city, Georgia","255,433","±4,761","255,433",(X)
"('Total housing units',)","Aurora city, Colorado","138,118","±3,358","138,118",(X)
"('Total housing units',)","Austin city, Texas","425,076","±4,606","425,076",(X)
"('Total housing units',)","Bakersfield city, California","130,103","±3,369","130,103",(X)
"('Total housing units',)","Baltimore city, Maryland","293,633","±1,076","293,633",(X)
"('Total housing units',)","Boston city, Massachusetts","299,472","±2,988","299,472",(X)
"('Total housing units',)","Charlotte city, North Carolina","367,444","±3,040","367,444",(X)
"('Total housing units',)","Chicago city, Illinois","1,227,166","±8,813","1,227,166",(X)
"('Total housing units',)","Cincinnati city, Ohio","161,429","±3,823","161,429",(X)
"('Total housing units',)","Cleveland city, Ohio","213,942","±3,905","213,942",(X)
"('Total housing units',)","Colorado Springs city, Colorado","191,810","±2,592","191,810",(X)
"('Total housing units',)","Columbus city, Ohio","397,308","±3,461","397,308",(X)
"('Total housing units',)","Corpus Christi city, Texas","132,153","±1,544","132,153",(X)
"('Total housing units',)","Dallas city, Texas","590,607","±5,679","590,607",(X)
"('Total housing units',)","Denver city, Colorado","330,884","±1,011","330,884",(X)
"('Total housing units',)","Detroit city, Michigan","362,863","±4,259","362,863",(X)
"('Total housing units',)","Durham city, North Carolina","122,814","±1,517","122,814",(X)
"('Total housing units',)","El Paso city, Texas","252,256","±2,635","252,256",(X)
"('Total housing units',)","Fort Worth city, Texas","337,072","±5,513","337,072",(X)
"('Total housing units',)","Fresno city, California","183,030","±2,965","183,030",(X)
"('Total housing units',)","Greensboro city, North Carolina","132,721","±2,934","132,721",(X)
"('Total housing units',)","Henderson city, Nevada","133,080","±3,540","133,080",(X)
"('Total housing units',)","Houston city, Texas","976,745","±8,825","976,745",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","387,102","±2,725","387,102",(X)
"('Total housing units',)","Irvine city, California","108,463","±4,035","108,463",(X)
"('Total housing units',)","Jacksonville city, Florida","388,788","±1,945","388,788",(X)
"('Total housing units',)","Jersey City city, New Jersey","110,801","±3,169","110,801",(X)
"('Total housing units',)","Kansas City city, Missouri","236,054","±3,663","236,054",(X)
"('Total housing units',)","Las Vegas city, Nevada","258,568","±4,814","258,568",(X)
"('Total housing units',)","Lincoln city, Nebraska","122,305",±914,"122,305",(X)
"('Total housing units',)","Long Beach city, California","183,570","±4,897","183,570",(X)
"('Total housing units',)","Los Angeles city, California","1,502,686","±10,740","1,502,686",(X)
"('Total housing units',)","Memphis city, Tennessee","300,305","±3,664","300,305",(X)
"('Total housing units',)","Mesa city, Arizona","217,400","±4,343","217,400",(X)
"('Total housing units',)","Miami city, Florida","211,030","±5,331","211,030",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","259,687","±3,350","259,687",(X)
"('Total housing units',)","Minneapolis city, Minnesota","187,553","±3,604","187,553",(X)
"('Total housing units',)","New Orleans city, Louisiana","191,620","±1,025","191,620",(X)
"('Total housing units',)","New York city, New York","3,519,453","±3,075","3,519,453",(X)
"('Total housing units',)","Newark city, New Jersey","114,061","±2,918","114,061",(X)
"('Total housing units',)","Oakland city, California","181,161","±3,791","181,161",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","277,140","±3,617","277,140",(X)
"('Total housing units',)","Omaha city, Nebraska","200,238","±1,695","200,238",(X)
"('Total housing units',)","Orlando city, Florida","137,280","±5,062","137,280",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","688,846","±1,794","688,846",(X)
"('Total housing units',)","Phoenix city, Arizona","627,844","±7,620","627,844",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","160,248","±3,978","160,248",(X)
"('Total housing units',)","Plano city, Texas","110,239","±3,207","110,239",(X)
"('Total housing units',)","Portland city, Oregon","294,678","±2,707","294,678",(X)
"('Total housing units',)","Raleigh city, North Carolina","209,792","±3,397","209,792",(X)
"('Total housing units',)","Riverside city, California","92,992","±3,128","92,992",(X)
"('Total housing units',)","Sacramento city, California","194,998","±3,864","194,998",(X)
"('Total housing units',)","San Antonio city, Texas","556,760","±3,931","556,760",(X)
"('Total housing units',)","San Diego city, California","554,896","±6,424","554,896",(X)
"('Total housing units',)","San Francisco city, California","401,478","±1,638","401,478",(X)
"('Total housing units',)","San Jose city, California","341,806","±4,015","341,806",(X)
"('Total housing units',)","Santa Ana city, California","81,153","±2,464","81,153",(X)
"('Total housing units',)","Seattle city, Washington","360,579","±5,956","360,579",(X)
"('Total housing units',)","St. Louis city, Missouri","177,169","±1,183","177,169",(X)
"('Total housing units',)","St. Paul city, Minnesota","124,176","±2,714","124,176",(X)
"('Total housing units',)","Stockton city, California","101,928","±2,537","101,928",(X)
"('Total housing units',)","Tampa city, Florida","171,855","±3,666","171,855",(X)
"('Total housing units',)","Tucson city, Arizona","239,420","±4,299","239,420",(X)
"('Total housing units',)","Tulsa city, Oklahoma","189,664","±2,043","189,664",(X)
"('Total housing units',)","Virginia Beach city, Virginia","186,134",±808,"186,134",(X)
"('Total housing units',)","Washington city, District of Columbia","319,579",±105,"319,579",(X)
"('Total housing units',)","Wichita city, Kansas","174,473","±1,988","174,473",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","154,525","±3,708",62.10%,±1.5
"('1-unit, detached',)","Anaheim city, California","44,719","±2,502",41.10%,±2.0
"('1-unit, detached',)","Anchorage municipality, Alaska","57,020","±2,657",48.20%,±2.2
"('1-unit, detached',)","Arlington city, Texas","87,585","±3,659",60.40%,±2.3
"('1-unit, detached',)","Atlanta city, Georgia","95,862","±3,756",37.50%,±1.3
"('1-unit, detached',)","Aurora city, Colorado","69,908","±2,839",50.60%,±1.8
"('1-unit, detached',)","Austin city, Texas","193,645","±6,218",45.60%,±1.3
"('1-unit, detached',)","Bakersfield city, California","89,639","±3,378",68.90%,±2.3
"('1-unit, detached',)","Baltimore city, Maryland","41,402","±2,654",14.10%,±0.9
"('1-unit, detached',)","Boston city, Massachusetts","34,909","±2,540",11.70%,±0.8
"('1-unit, detached',)","Charlotte city, North Carolina","203,263","±4,175",55.30%,±1.1
"('1-unit, detached',)","Chicago city, Illinois","322,986","±7,064",26.30%,±0.5
"('1-unit, detached',)","Cincinnati city, Ohio","62,393","±2,851",38.70%,±1.9
"('1-unit, detached',)","Cleveland city, Ohio","100,184","±3,665",46.80%,±1.5
"('1-unit, detached',)","Colorado Springs city, Colorado","118,370","±2,950",61.70%,±1.5
"('1-unit, detached',)","Columbus city, Ohio","180,659","±5,298",45.50%,±1.4
"('1-unit, detached',)","Corpus Christi city, Texas","88,131","±2,798",66.70%,±2.0
"('1-unit, detached',)","Dallas city, Texas","251,996","±6,160",42.70%,±1.0
"('1-unit, detached',)","Denver city, Colorado","142,335","±4,028",43.00%,±1.2
"('1-unit, detached',)","Detroit city, Michigan","236,930","±4,241",65.30%,±1.1
"('1-unit, detached',)","Durham city, North Carolina","65,125","±2,784",53.00%,±2.1
"('1-unit, detached',)","El Paso city, Texas","165,660","±3,961",65.70%,±1.5
"('1-unit, detached',)","Fort Worth city, Texas","222,298","±4,777",65.90%,±1.2
"('1-unit, detached',)","Fresno city, California","112,084","±3,121",61.20%,±1.5
"('1-unit, detached',)","Greensboro city, North Carolina","70,110","±3,090",52.80%,±2.3
"('1-unit, detached',)","Henderson city, Nevada","92,424","±3,208",69.40%,±2.1
"('1-unit, detached',)","Houston city, Texas","430,055","±8,610",44.00%,±0.8
"('1-unit, detached',)","Indianapolis city (balance), Indiana","229,675","±4,470",59.30%,±1.1
"('1-unit, detached',)","Irvine city, California","40,672","±3,227",37.50%,±2.7
"('1-unit, detached',)","Jacksonville city, Florida","231,722","±6,178",59.60%,±1.5
"('1-unit, detached',)","Jersey City city, New Jersey","5,830","±1,092",5.30%,±1.0
"('1-unit, detached',)","Kansas City city, Missouri","143,019","±4,127",60.60%,±1.5
"('1-unit, detached',)","Las Vegas city, Nevada","162,031","±3,626",62.70%,±1.3
"('1-unit, detached',)","Lincoln city, Nebraska","68,547","±2,482",56.00%,±2.0
"('1-unit, detached',)","Long Beach city, California","73,657","±3,321",40.10%,±1.8
"('1-unit, detached',)","Los Angeles city, California","557,563","±8,489",37.10%,±0.5
"('1-unit, detached',)","Memphis city, Tennessee","176,544","±4,093",58.80%,±1.3
"('1-unit, detached',)","Mesa city, Arizona","117,949","±3,781",54.30%,±1.6
"('1-unit, detached',)","Miami city, Florida","54,391","±3,516",25.80%,±1.7
"('1-unit, detached',)","Milwaukee city, Wisconsin","103,890","±3,652",40.00%,±1.3
"('1-unit, detached',)","Minneapolis city, Minnesota","76,952","±2,322",41.00%,±1.3
"('1-unit, detached',)","New Orleans city, Louisiana","85,292","±2,811",44.50%,±1.4
"('1-unit, detached',)","New York city, New York","320,628","±6,736",9.10%,±0.2
"('1-unit, detached',)","Newark city, New Jersey","11,822","±1,757",10.40%,±1.5
"('1-unit, detached',)","Oakland city, California","74,333","±2,995",41.00%,±1.6
"('1-unit, detached',)","Oklahoma City city, Oklahoma","187,212","±3,915",67.60%,±1.1
"('1-unit, detached',)","Omaha city, Nebraska","130,228","±2,678",65.00%,±1.3
"('1-unit, detached',)","Orlando city, Florida","45,387","±3,342",33.10%,±2.3
"('1-unit, detached',)","Philadelphia city, Pennsylvania","54,231","±3,494",7.90%,±0.5
"('1-unit, detached',)","Phoenix city, Arizona","377,791","±6,147",60.20%,±0.8
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","74,022","±3,195",46.20%,±1.7
"('1-unit, detached',)","Plano city, Texas","67,284","±2,814",61.00%,±2.0
"('1-unit, detached',)","Portland city, Oregon","157,468","±4,090",53.40%,±1.3
"('1-unit, detached',)","Raleigh city, North Carolina","96,583","±3,139",46.00%,±1.5
"('1-unit, detached',)","Riverside city, California","59,465","±2,790",63.90%,±2.5
"('1-unit, detached',)","Sacramento city, California","114,979","±4,113",59.00%,±1.8
"('1-unit, detached',)","San Antonio city, Texas","345,155","±5,935",62.00%,±1.0
"('1-unit, detached',)","San Diego city, California","242,055","±5,504",43.60%,±0.9
"('1-unit, detached',)","San Francisco city, California","79,145","±4,200",19.70%,±1.0
"('1-unit, detached',)","San Jose city, California","174,921","±4,126",51.20%,±1.2
"('1-unit, detached',)","Santa Ana city, California","35,936","±1,645",44.30%,±2.0
"('1-unit, detached',)","Seattle city, Washington","145,923","±3,525",40.50%,±1.0
"('1-unit, detached',)","St. Louis city, Missouri","77,672","±3,022",43.80%,±1.7
"('1-unit, detached',)","St. Paul city, Minnesota","58,541","±2,540",47.10%,±1.8
"('1-unit, detached',)","Stockton city, California","64,504","±2,106",63.30%,±2.0
"('1-unit, detached',)","Tampa city, Florida","91,238","±3,147",53.10%,±1.7
"('1-unit, detached',)","Tucson city, Arizona","129,914","±4,142",54.30%,±1.5
"('1-unit, detached',)","Tulsa city, Oklahoma","119,122","±2,071",62.80%,±0.9
"('1-unit, detached',)","Virginia Beach city, Virginia","99,039","±3,147",53.20%,±1.7
"('1-unit, detached',)","Washington city, District of Columbia","40,050","±2,412",12.50%,±0.8
"('1-unit, detached',)","Wichita city, Kansas","117,999","±2,875",67.60%,±1.4
"('1-unit, attached',)","Albuquerque city, New Mexico","11,175","±1,236",4.50%,±0.5
"('1-unit, attached',)","Anaheim city, California","10,990","±1,591",10.10%,±1.5
"('1-unit, attached',)","Anchorage municipality, Alaska","16,296","±2,319",13.80%,±2.0
"('1-unit, attached',)","Arlington city, Texas","4,868","±1,241",3.40%,±0.9
"('1-unit, attached',)","Atlanta city, Georgia","12,505","±1,772",4.90%,±0.7
"('1-unit, attached',)","Aurora city, Colorado","16,581","±1,854",12.00%,±1.3
"('1-unit, attached',)","Austin city, Texas","23,199","±2,489",5.50%,±0.6
"('1-unit, attached',)","Bakersfield city, California","3,948",±906,3.00%,±0.7
"('1-unit, attached',)","Baltimore city, Maryland","151,801","±3,793",51.70%,±1.3
"('1-unit, attached',)","Boston city, Massachusetts","18,352","±2,001",6.10%,±0.7
"('1-unit, attached',)","Charlotte city, North Carolina","30,687","±2,605",8.40%,±0.7
"('1-unit, attached',)","Chicago city, Illinois","43,995","±3,078",3.60%,±0.3
"('1-unit, attached',)","Cincinnati city, Ohio","9,546","±1,454",5.90%,±0.9
"('1-unit, attached',)","Cleveland city, Ohio","14,500","±1,709",6.80%,±0.8
"('1-unit, attached',)","Colorado Springs city, Colorado","14,946","±1,850",7.80%,±1.0
"('1-unit, attached',)","Columbus city, Ohio","38,591","±3,053",9.70%,±0.8
"('1-unit, attached',)","Corpus Christi city, Texas","2,510",±771,1.90%,±0.6
"('1-unit, attached',)","Dallas city, Texas","18,577","±1,968",3.10%,±0.3
"('1-unit, attached',)","Denver city, Colorado","26,148","±2,517",7.90%,±0.8
"('1-unit, attached',)","Detroit city, Michigan","25,317","±2,378",7.00%,±0.6
"('1-unit, attached',)","Durham city, North Carolina","12,225","±1,817",10.00%,±1.5
"('1-unit, attached',)","El Paso city, Texas","10,220","±1,938",4.10%,±0.8
"('1-unit, attached',)","Fort Worth city, Texas","9,979","±1,668",3.00%,±0.5
"('1-unit, attached',)","Fresno city, California","4,939","±1,002",2.70%,±0.5
"('1-unit, attached',)","Greensboro city, North Carolina","10,168","±1,646",7.70%,±1.2
"('1-unit, attached',)","Henderson city, Nevada","8,095","±1,235",6.10%,±0.9
"('1-unit, attached',)","Houston city, Texas","47,602","±3,604",4.90%,±0.4
"('1-unit, attached',)","Indianapolis city (balance), Indiana","33,462","±2,966",8.60%,±0.8
"('1-unit, attached',)","Irvine city, California","17,949","±2,006",16.50%,±1.9
"('1-unit, attached',)","Jacksonville city, Florida","15,839","±1,991",4.10%,±0.5
"('1-unit, attached',)","Jersey City city, New Jersey","7,692","±1,230",6.90%,±1.1
"('1-unit, attached',)","Kansas City city, Missouri","11,483","±1,589",4.90%,±0.7
"('1-unit, attached',)","Las Vegas city, Nevada","10,913","±1,276",4.20%,±0.5
"('1-unit, attached',)","Lincoln city, Nebraska","10,643","±1,514",8.70%,±1.2
"('1-unit, attached',)","Long Beach city, California","6,597",±997,3.60%,±0.5
"('1-unit, attached',)","Los Angeles city, California","87,324","±4,565",5.80%,±0.3
"('1-unit, attached',)","Memphis city, Tennessee","17,019","±1,892",5.70%,±0.6
"('1-unit, attached',)","Mesa city, Arizona","12,301","±1,758",5.70%,±0.8
"('1-unit, attached',)","Miami city, Florida","18,850","±2,442",8.90%,±1.1
"('1-unit, attached',)","Milwaukee city, Wisconsin","13,346","±1,536",5.10%,±0.6
"('1-unit, attached',)","Minneapolis city, Minnesota","7,107","±1,287",3.80%,±0.7
"('1-unit, attached',)","New Orleans city, Louisiana","20,116","±1,960",10.50%,±1.0
"('1-unit, attached',)","New York city, New York","239,273","±7,254",6.80%,±0.2
