Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Homeowner vacancy rate',)","St. Paul city, Minnesota",1.9,housing_occupancy,±1.0,(X),(X)
"('Homeowner vacancy rate',)","Stockton city, California",1.3,housing_occupancy,±0.9,(X),(X)
"('Homeowner vacancy rate',)","Tampa city, Florida",1.9,housing_occupancy,±0.8,(X),(X)
"('Homeowner vacancy rate',)","Tucson city, Arizona",0.8,housing_occupancy,±0.5,(X),(X)
"('Homeowner vacancy rate',)","Tulsa city, Oklahoma",2,housing_occupancy,±0.6,(X),(X)
"('Homeowner vacancy rate',)","Virginia Beach city, Virginia",1.3,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","Washington city, District of Columbia",1.9,housing_occupancy,±0.7,(X),(X)
"('Homeowner vacancy rate',)","Wichita city, Kansas",1,housing_occupancy,±0.6,(X),(X)
"('Rental vacancy rate',)","Albuquerque city, New Mexico",7.6,housing_occupancy,±2.1,(X),(X)
"('Rental vacancy rate',)","Anaheim city, California",5.3,housing_occupancy,±2.3,(X),(X)
"('Rental vacancy rate',)","Anchorage municipality, Alaska",11.2,housing_occupancy,±3.5,(X),(X)
"('Rental vacancy rate',)","Arlington city, Texas",7.6,housing_occupancy,±2.1,(X),(X)
"('Rental vacancy rate',)","Atlanta city, Georgia",8.2,housing_occupancy,±1.6,(X),(X)
"('Rental vacancy rate',)","Aurora city, Colorado",4.1,housing_occupancy,±1.6,(X),(X)
"('Rental vacancy rate',)","Austin city, Texas",5.2,housing_occupancy,±1.0,(X),(X)
"('Rental vacancy rate',)","Bakersfield city, California",2.7,housing_occupancy,±1.6,(X),(X)
"('Rental vacancy rate',)","Baltimore city, Maryland",7.6,housing_occupancy,±1.3,(X),(X)
"('Rental vacancy rate',)","Boston city, Massachusetts",3.9,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","Charlotte city, North Carolina",7.7,housing_occupancy,±1.3,(X),(X)
"('Rental vacancy rate',)","Chicago city, Illinois",4.5,housing_occupancy,±0.6,(X),(X)
"('Rental vacancy rate',)","Cincinnati city, Ohio",5.4,housing_occupancy,±1.7,(X),(X)
"('Rental vacancy rate',)","Cleveland city, Ohio",6.7,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Colorado Springs city, Colorado",3.2,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Columbus city, Ohio",5.6,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Corpus Christi city, Texas",8.7,housing_occupancy,±3.1,(X),(X)
"('Rental vacancy rate',)","Dallas city, Texas",9.9,housing_occupancy,±0.9,(X),(X)
"('Rental vacancy rate',)","Denver city, Colorado",3.3,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Detroit city, Michigan",3.8,housing_occupancy,±0.9,(X),(X)
"('Rental vacancy rate',)","Durham city, North Carolina",5.2,housing_occupancy,±2.2,(X),(X)
"('Rental vacancy rate',)","El Paso city, Texas",12.2,housing_occupancy,±2.5,(X),(X)
"('Rental vacancy rate',)","Fort Worth city, Texas",12.7,housing_occupancy,±1.8,(X),(X)
"('Rental vacancy rate',)","Fresno city, California",4.2,housing_occupancy,±1.0,(X),(X)
"('Rental vacancy rate',)","Greensboro city, North Carolina",6.8,housing_occupancy,±2.4,(X),(X)
"('Rental vacancy rate',)","Henderson city, Nevada",3.9,housing_occupancy,±1.8,(X),(X)
"('Rental vacancy rate',)","Houston city, Texas",8.4,housing_occupancy,±0.8,(X),(X)
"('Rental vacancy rate',)","Indianapolis city (balance), Indiana",5.8,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Irvine city, California",7.9,housing_occupancy,±3.5,(X),(X)
"('Rental vacancy rate',)","Jacksonville city, Florida",8.2,housing_occupancy,±1.6,(X),(X)
"('Rental vacancy rate',)","Jersey City city, New Jersey",2.9,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Kansas City city, Missouri",5.5,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Las Vegas city, Nevada",6.4,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Lincoln city, Nebraska",3.3,housing_occupancy,±2.0,(X),(X)
"('Rental vacancy rate',)","Long Beach city, California",4.6,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","Los Angeles city, California",4.6,housing_occupancy,±0.4,(X),(X)
"('Rental vacancy rate',)","Memphis city, Tennessee",9.8,housing_occupancy,±1.3,(X),(X)
"('Rental vacancy rate',)","Mesa city, Arizona",4.3,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Miami city, Florida",6.7,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Milwaukee city, Wisconsin",6.5,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Minneapolis city, Minnesota",2.7,housing_occupancy,±1.0,(X),(X)
"('Rental vacancy rate',)","New Orleans city, Louisiana",7,housing_occupancy,±1.5,(X),(X)
"('Rental vacancy rate',)","New York city, New York",3.3,housing_occupancy,±0.2,(X),(X)
"('Rental vacancy rate',)","Newark city, New Jersey",4.4,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","Oakland city, California",4.2,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Oklahoma City city, Oklahoma",8.7,housing_occupancy,±1.8,(X),(X)
"('Rental vacancy rate',)","Omaha city, Nebraska",9.2,housing_occupancy,±1.9,(X),(X)
"('Rental vacancy rate',)","Orlando city, Florida",13.3,housing_occupancy,±2.9,(X),(X)
"('Rental vacancy rate',)","Philadelphia city, Pennsylvania",4.6,housing_occupancy,±0.8,(X),(X)
"('Rental vacancy rate',)","Phoenix city, Arizona",3.7,housing_occupancy,±0.8,(X),(X)
"('Rental vacancy rate',)","Pittsburgh city, Pennsylvania",2.5,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Plano city, Texas",8.4,housing_occupancy,±2.7,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",4,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",6.1,housing_occupancy,±1.6,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",3.1,housing_occupancy,±1.8,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",2.1,housing_occupancy,±0.9,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",7.4,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",5,housing_occupancy,±1.0,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",3,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",3.6,housing_occupancy,±0.9,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",3.1,housing_occupancy,±1.6,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",4,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",7,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",6.1,housing_occupancy,±2.1,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",6.2,housing_occupancy,±1.7,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",8.5,housing_occupancy,±2.1,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",6.1,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",9.6,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",4.6,housing_occupancy,±2.0,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",7,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",9.7,housing_occupancy,±2.4,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","247,716",units_in_structure,"±2,717","247,716",(X)
"('Total housing units',)","Anaheim city, California","110,647",units_in_structure,"±3,466","110,647",(X)
"('Total housing units',)","Anchorage municipality, Alaska","119,272",units_in_structure,±490,"119,272",(X)
"('Total housing units',)","Arlington city, Texas","148,396",units_in_structure,"±4,742","148,396",(X)
"('Total housing units',)","Atlanta city, Georgia","253,597",units_in_structure,"±5,338","253,597",(X)
"('Total housing units',)","Aurora city, Colorado","141,909",units_in_structure,"±3,185","141,909",(X)
"('Total housing units',)","Austin city, Texas","442,388",units_in_structure,"±4,948","442,388",(X)
"('Total housing units',)","Bakersfield city, California","124,863",units_in_structure,"±3,248","124,863",(X)
"('Total housing units',)","Baltimore city, Maryland","293,877",units_in_structure,"±1,264","293,877",(X)
"('Total housing units',)","Boston city, Massachusetts","303,791",units_in_structure,"±3,230","303,791",(X)
"('Total housing units',)","Charlotte city, North Carolina","375,538",units_in_structure,"±3,740","375,538",(X)
"('Total housing units',)","Chicago city, Illinois","1,218,078",units_in_structure,"±10,813","1,218,078",(X)
"('Total housing units',)","Cincinnati city, Ohio","158,394",units_in_structure,"±3,662","158,394",(X)
"('Total housing units',)","Cleveland city, Ohio","207,813",units_in_structure,"±4,533","207,813",(X)
"('Total housing units',)","Colorado Springs city, Colorado","199,168",units_in_structure,"±2,237","199,168",(X)
"('Total housing units',)","Columbus city, Ohio","402,520",units_in_structure,"±5,033","402,520",(X)
"('Total housing units',)","Corpus Christi city, Texas","134,604",units_in_structure,"±1,869","134,604",(X)
"('Total housing units',)","Dallas city, Texas","589,260",units_in_structure,"±6,711","589,260",(X)
"('Total housing units',)","Denver city, Colorado","338,346",units_in_structure,±923,"338,346",(X)
"('Total housing units',)","Detroit city, Michigan","359,623",units_in_structure,"±4,483","359,623",(X)
"('Total housing units',)","Durham city, North Carolina","124,001",units_in_structure,"±1,983","124,001",(X)
"('Total housing units',)","El Paso city, Texas","250,077",units_in_structure,"±2,758","250,077",(X)
"('Total housing units',)","Fort Worth city, Texas","346,502",units_in_structure,"±6,146","346,502",(X)
"('Total housing units',)","Fresno city, California","180,639",units_in_structure,"±3,010","180,639",(X)
"('Total housing units',)","Greensboro city, North Carolina","132,743",units_in_structure,"±3,522","132,743",(X)
"('Total housing units',)","Henderson city, Nevada","132,861",units_in_structure,"±4,042","132,861",(X)
"('Total housing units',)","Houston city, Texas","987,158",units_in_structure,"±9,121","987,158",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","384,807",units_in_structure,"±3,177","384,807",(X)
"('Total housing units',)","Irvine city, California","114,217",units_in_structure,"±4,276","114,217",(X)
"('Total housing units',)","Jacksonville city, Florida","396,542",units_in_structure,"±2,352","396,542",(X)
"('Total housing units',)","Jersey City city, New Jersey","116,602",units_in_structure,"±2,590","116,602",(X)
"('Total housing units',)","Kansas City city, Missouri","238,547",units_in_structure,"±3,712","238,547",(X)
"('Total housing units',)","Las Vegas city, Nevada","258,593",units_in_structure,"±5,987","258,593",(X)
"('Total housing units',)","Lincoln city, Nebraska","124,244",units_in_structure,"±1,141","124,244",(X)
"('Total housing units',)","Long Beach city, California","176,189",units_in_structure,"±4,761","176,189",(X)
"('Total housing units',)","Los Angeles city, California","1,532,364",units_in_structure,"±11,210","1,532,364",(X)
"('Total housing units',)","Memphis city, Tennessee","301,473",units_in_structure,"±4,146","301,473",(X)
"('Total housing units',)","Mesa city, Arizona","215,150",units_in_structure,"±5,036","215,150",(X)
"('Total housing units',)","Miami city, Florida","221,040",units_in_structure,"±6,494","221,040",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","260,024",units_in_structure,"±4,009","260,024",(X)
"('Total housing units',)","Minneapolis city, Minnesota","192,708",units_in_structure,"±4,494","192,708",(X)
"('Total housing units',)","New Orleans city, Louisiana","192,236",units_in_structure,±635,"192,236",(X)
"('Total housing units',)","New York city, New York","3,546,601",units_in_structure,"±2,871","3,546,601",(X)
"('Total housing units',)","Newark city, New Jersey","113,623",units_in_structure,"±3,536","113,623",(X)
"('Total housing units',)","Oakland city, California","182,574",units_in_structure,"±4,215","182,574",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","281,616",units_in_structure,"±3,478","281,616",(X)
"('Total housing units',)","Omaha city, Nebraska","203,034",units_in_structure,"±1,749","203,034",(X)
"('Total housing units',)","Orlando city, Florida","138,456",units_in_structure,"±5,042","138,456",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","691,653",units_in_structure,"±1,639","691,653",(X)
"('Total housing units',)","Phoenix city, Arizona","637,511",units_in_structure,"±7,460","637,511",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","158,561",units_in_structure,"±4,198","158,561",(X)
"('Total housing units',)","Plano city, Texas","116,860",units_in_structure,"±3,222","116,860",(X)
"('Total housing units',)","Portland city, Oregon","298,837",units_in_structure,"±2,761","298,837",(X)
"('Total housing units',)","Raleigh city, North Carolina","205,534",units_in_structure,"±4,438","205,534",(X)
"('Total housing units',)","Riverside city, California","91,011",units_in_structure,"±3,139","91,011",(X)
"('Total housing units',)","Sacramento city, California","200,079",units_in_structure,"±3,877","200,079",(X)
"('Total housing units',)","San Antonio city, Texas","561,467",units_in_structure,"±4,448","561,467",(X)
"('Total housing units',)","San Diego city, California","556,735",units_in_structure,"±6,671","556,735",(X)
"('Total housing units',)","San Francisco city, California","406,399",units_in_structure,"±1,432","406,399",(X)
"('Total housing units',)","San Jose city, California","343,234",units_in_structure,"±4,703","343,234",(X)
"('Total housing units',)","Santa Ana city, California","82,990",units_in_structure,"±2,641","82,990",(X)
"('Total housing units',)","Seattle city, Washington","372,011",units_in_structure,"±5,779","372,011",(X)
"('Total housing units',)","St. Louis city, Missouri","177,400",units_in_structure,±828,"177,400",(X)
"('Total housing units',)","St. Paul city, Minnesota","121,626",units_in_structure,"±2,783","121,626",(X)
"('Total housing units',)","Stockton city, California","104,720",units_in_structure,"±2,937","104,720",(X)
"('Total housing units',)","Tampa city, Florida","174,379",units_in_structure,"±4,384","174,379",(X)
"('Total housing units',)","Tucson city, Arizona","243,941",units_in_structure,"±3,937","243,941",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,906",units_in_structure,"±2,449","187,906",(X)
"('Total housing units',)","Virginia Beach city, Virginia","186,468",units_in_structure,±809,"186,468",(X)
"('Total housing units',)","Washington city, District of Columbia","322,814",units_in_structure,±133,"322,814",(X)
"('Total housing units',)","Wichita city, Kansas","172,738",units_in_structure,"±2,168","172,738",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","152,917",units_in_structure,"±4,710",61.70%,±1.8
"('1-unit, detached',)","Anaheim city, California","45,206",units_in_structure,"±3,218",40.90%,±2.4
"('1-unit, detached',)","Anchorage municipality, Alaska","56,401",units_in_structure,"±3,055",47.30%,±2.6
"('1-unit, detached',)","Arlington city, Texas","86,739",units_in_structure,"±3,869",58.50%,±2.2
"('1-unit, detached',)","Atlanta city, Georgia","96,290",units_in_structure,"±4,166",38.00%,±1.6
"('1-unit, detached',)","Aurora city, Colorado","74,568",units_in_structure,"±3,099",52.50%,±1.9
"('1-unit, detached',)","Austin city, Texas","195,117",units_in_structure,"±5,840",44.10%,±1.2
"('1-unit, detached',)","Bakersfield city, California","88,760",units_in_structure,"±3,688",71.10%,±2.4
"('1-unit, detached',)","Baltimore city, Maryland","40,916",units_in_structure,"±2,857",13.90%,±1.0
"('1-unit, detached',)","Boston city, Massachusetts","33,887",units_in_structure,"±2,482",11.20%,±0.8
"('1-unit, detached',)","Charlotte city, North Carolina","202,234",units_in_structure,"±4,836",53.90%,±1.2
"('1-unit, detached',)","Chicago city, Illinois","306,614",units_in_structure,"±7,738",25.20%,±0.6
"('1-unit, detached',)","Cincinnati city, Ohio","61,774",units_in_structure,"±2,825",39.00%,±1.9
"('1-unit, detached',)","Cleveland city, Ohio","99,635",units_in_structure,"±3,884",47.90%,±1.6
"('1-unit, detached',)","Colorado Springs city, Colorado","120,382",units_in_structure,"±3,794",60.40%,±1.9
"('1-unit, detached',)","Columbus city, Ohio","184,330",units_in_structure,"±5,574",45.80%,±1.3
"('1-unit, detached',)","Corpus Christi city, Texas","87,465",units_in_structure,"±3,300",65.00%,±2.5
