Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Homeowner vacancy rate',)","St. Paul city, Minnesota",2.3,housing_occupancy,±1.1,(X),(X)
"('Homeowner vacancy rate',)","Stockton city, California",2.5,housing_occupancy,±1.1,(X),(X)
"('Homeowner vacancy rate',)","Tampa city, Florida",4.3,housing_occupancy,±1.7,(X),(X)
"('Homeowner vacancy rate',)","Tucson city, Arizona",4.3,housing_occupancy,±1.4,(X),(X)
"('Homeowner vacancy rate',)","Tulsa city, Oklahoma",3.3,housing_occupancy,±1.0,(X),(X)
"('Homeowner vacancy rate',)","Virginia Beach city, Virginia",2.5,housing_occupancy,±1.0,(X),(X)
"('Homeowner vacancy rate',)","Washington city, District of Columbia",2.2,housing_occupancy,±0.8,(X),(X)
"('Homeowner vacancy rate',)","Wichita city, Kansas",3.1,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","Albuquerque city, New Mexico",5,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Anaheim city, California",5.1,housing_occupancy,±1.6,(X),(X)
"('Rental vacancy rate',)","Anchorage municipality, Alaska",4.2,housing_occupancy,±2.0,(X),(X)
"('Rental vacancy rate',)","Arlington city, Texas",13.6,housing_occupancy,±3.3,(X),(X)
"('Rental vacancy rate',)","Atlanta city, Georgia",11.8,housing_occupancy,±1.7,(X),(X)
"('Rental vacancy rate',)","Aurora city, Colorado",7,housing_occupancy,±2.1,(X),(X)
"('Rental vacancy rate',)","Austin city, Texas",4.6,housing_occupancy,±0.9,(X),(X)
"('Rental vacancy rate',)","Bakersfield city, California",6.2,housing_occupancy,±2.2,(X),(X)
"('Rental vacancy rate',)","Baltimore city, Maryland",7.4,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Boston city, Massachusetts",4.4,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Charlotte city, North Carolina",7.4,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Chicago city, Illinois",8.1,housing_occupancy,±0.6,(X),(X)
"('Rental vacancy rate',)","Cincinnati city, Ohio",17.1,housing_occupancy,±2.4,(X),(X)
"('Rental vacancy rate',)","Cleveland city, Ohio",7.6,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","Colorado Springs city, Colorado",4.1,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Columbus city, Ohio",7.9,housing_occupancy,±1.3,(X),(X)
"('Rental vacancy rate',)","Corpus Christi city, Texas",6.4,housing_occupancy,±2.2,(X),(X)
"('Rental vacancy rate',)","Dallas city, Texas",10.8,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Denver city, Colorado",4.7,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Detroit city, Michigan",10.7,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","Durham city, North Carolina",8.7,housing_occupancy,±2.7,(X),(X)
"('Rental vacancy rate',)","El Paso city, Texas",4.4,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","Fort Worth city, Texas",14,housing_occupancy,±2.1,(X),(X)
"('Rental vacancy rate',)","Fresno city, California",7.3,housing_occupancy,±1.9,(X),(X)
"('Rental vacancy rate',)","Greensboro city, North Carolina",10.3,housing_occupancy,±3.4,(X),(X)
"('Rental vacancy rate',)","Henderson city, Nevada",8.6,housing_occupancy,±3.0,(X),(X)
"('Rental vacancy rate',)","Houston city, Texas",13.1,housing_occupancy,±0.8,(X),(X)
"('Rental vacancy rate',)","Indianapolis city (balance), Indiana",9,housing_occupancy,±1.3,(X),(X)
"('Rental vacancy rate',)","Irvine city, California",3,housing_occupancy,±1.9,(X),(X)
"('Rental vacancy rate',)","Jacksonville city, Florida",11.3,housing_occupancy,±2.4,(X),(X)
"('Rental vacancy rate',)","Jersey City city, New Jersey",7.8,housing_occupancy,±1.5,(X),(X)
"('Rental vacancy rate',)","Kansas City city, Missouri",10.3,housing_occupancy,±1.8,(X),(X)
"('Rental vacancy rate',)","Las Vegas city, Nevada",11.7,housing_occupancy,±2.0,(X),(X)
"('Rental vacancy rate',)","Lincoln city, Nebraska",5.6,housing_occupancy,±2.2,(X),(X)
"('Rental vacancy rate',)","Long Beach city, California",6.1,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Los Angeles city, California",5.3,housing_occupancy,±0.4,(X),(X)
"('Rental vacancy rate',)","Memphis city, Tennessee",12,housing_occupancy,±1.5,(X),(X)
"('Rental vacancy rate',)","Mesa city, Arizona",8.4,housing_occupancy,±1.8,(X),(X)
"('Rental vacancy rate',)","Miami city, Florida",8.8,housing_occupancy,±1.6,(X),(X)
"('Rental vacancy rate',)","Milwaukee city, Wisconsin",3.1,housing_occupancy,±0.9,(X),(X)
"('Rental vacancy rate',)","Minneapolis city, Minnesota",5.3,housing_occupancy,±1.5,(X),(X)
"('Rental vacancy rate',)","New Orleans city, Louisiana",9,housing_occupancy,±1.5,(X),(X)
"('Rental vacancy rate',)","New York city, New York",4,housing_occupancy,±0.3,(X),(X)
"('Rental vacancy rate',)","Newark city, New Jersey",12.2,housing_occupancy,±1.8,(X),(X)
"('Rental vacancy rate',)","Oakland city, California",5.4,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Oklahoma City city, Oklahoma",7.8,housing_occupancy,±1.9,(X),(X)
"('Rental vacancy rate',)","Omaha city, Nebraska",9.4,housing_occupancy,±2.0,(X),(X)
"('Rental vacancy rate',)","Orlando city, Florida",9.2,housing_occupancy,±2.1,(X),(X)
"('Rental vacancy rate',)","Philadelphia city, Pennsylvania",7.7,housing_occupancy,±1.0,(X),(X)
"('Rental vacancy rate',)","Phoenix city, Arizona",11.4,housing_occupancy,±1.3,(X),(X)
"('Rental vacancy rate',)","Pittsburgh city, Pennsylvania",8.1,housing_occupancy,±1.5,(X),(X)
"('Rental vacancy rate',)","Plano city, Texas",4.6,housing_occupancy,±2.4,(X),(X)
"('Rental vacancy rate',)","Portland city, Oregon",2.5,housing_occupancy,±1.0,(X),(X)
"('Rental vacancy rate',)","Raleigh city, North Carolina",7.9,housing_occupancy,±2.5,(X),(X)
"('Rental vacancy rate',)","Riverside city, California",9.9,housing_occupancy,±2.7,(X),(X)
"('Rental vacancy rate',)","Sacramento city, California",4.7,housing_occupancy,±1.7,(X),(X)
"('Rental vacancy rate',)","San Antonio city, Texas",8.1,housing_occupancy,±1.2,(X),(X)
"('Rental vacancy rate',)","San Diego city, California",5.3,housing_occupancy,±0.9,(X),(X)
"('Rental vacancy rate',)","San Francisco city, California",3.7,housing_occupancy,±0.7,(X),(X)
"('Rental vacancy rate',)","San Jose city, California",3.2,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","Santa Ana city, California",4.1,housing_occupancy,±2.0,(X),(X)
"('Rental vacancy rate',)","Seattle city, Washington",4.2,housing_occupancy,±1.1,(X),(X)
"('Rental vacancy rate',)","St. Louis city, Missouri",12.4,housing_occupancy,±2.2,(X),(X)
"('Rental vacancy rate',)","St. Paul city, Minnesota",4.4,housing_occupancy,±1.4,(X),(X)
"('Rental vacancy rate',)","Stockton city, California",7.3,housing_occupancy,±2.4,(X),(X)
"('Rental vacancy rate',)","Tampa city, Florida",9.6,housing_occupancy,±2.1,(X),(X)
"('Rental vacancy rate',)","Tucson city, Arizona",12.2,housing_occupancy,±1.8,(X),(X)
"('Rental vacancy rate',)","Tulsa city, Oklahoma",10.4,housing_occupancy,±1.7,(X),(X)
"('Rental vacancy rate',)","Virginia Beach city, Virginia",5.2,housing_occupancy,±1.9,(X),(X)
"('Rental vacancy rate',)","Washington city, District of Columbia",4.9,housing_occupancy,±1.0,(X),(X)
"('Rental vacancy rate',)","Wichita city, Kansas",10,housing_occupancy,±2.1,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","241,315",units_in_structure,"±2,036","241,315",(X)
"('Total housing units',)","Anaheim city, California","104,356",units_in_structure,"±3,260","104,356",(X)
"('Total housing units',)","Anchorage municipality, Alaska","113,461",units_in_structure,±432,"113,461",(X)
"('Total housing units',)","Arlington city, Texas","145,630",units_in_structure,"±4,110","145,630",(X)
"('Total housing units',)","Atlanta city, Georgia","221,247",units_in_structure,"±5,285","221,247",(X)
"('Total housing units',)","Aurora city, Colorado","128,531",units_in_structure,"±2,983","128,531",(X)
"('Total housing units',)","Austin city, Texas","360,291",units_in_structure,"±4,924","360,291",(X)
"('Total housing units',)","Bakersfield city, California","117,640",units_in_structure,"±3,040","117,640",(X)
"('Total housing units',)","Baltimore city, Maryland","296,481",units_in_structure,"±1,253","296,481",(X)
"('Total housing units',)","Boston city, Massachusetts","274,310",units_in_structure,"±2,922","274,310",(X)
"('Total housing units',)","Charlotte city, North Carolina","324,837",units_in_structure,"±3,427","324,837",(X)
"('Total housing units',)","Chicago city, Illinois","1,192,836",units_in_structure,"±9,191","1,192,836",(X)
"('Total housing units',)","Cincinnati city, Ohio","167,544",units_in_structure,"±3,724","167,544",(X)
"('Total housing units',)","Cleveland city, Ohio","218,647",units_in_structure,"±3,440","218,647",(X)
"('Total housing units',)","Colorado Springs city, Colorado","178,707",units_in_structure,"±2,767","178,707",(X)
"('Total housing units',)","Columbus city, Ohio","373,875",units_in_structure,"±3,506","373,875",(X)
"('Total housing units',)","Corpus Christi city, Texas","126,661",units_in_structure,"±1,497","126,661",(X)
"('Total housing units',)","Dallas city, Texas","515,515",units_in_structure,"±6,758","515,515",(X)
"('Total housing units',)","Denver city, Colorado","286,787",units_in_structure,±901,"286,787",(X)
"('Total housing units',)","Detroit city, Michigan","360,951",units_in_structure,"±4,758","360,951",(X)
"('Total housing units',)","Durham city, North Carolina","104,921",units_in_structure,"±2,179","104,921",(X)
"('Total housing units',)","El Paso city, Texas","233,462",units_in_structure,"±2,540","233,462",(X)
"('Total housing units',)","Fort Worth city, Texas","298,058",units_in_structure,"±5,452","298,058",(X)
"('Total housing units',)","Fresno city, California","169,302",units_in_structure,"±3,645","169,302",(X)
"('Total housing units',)","Greensboro city, North Carolina","126,047",units_in_structure,"±3,079","126,047",(X)
"('Total housing units',)","Henderson city, Nevada","112,961",units_in_structure,"±5,143","112,961",(X)
"('Total housing units',)","Houston city, Texas","906,187",units_in_structure,"±8,618","906,187",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","380,390",units_in_structure,"±2,905","380,390",(X)
"('Total housing units',)","Irvine city, California","79,374",units_in_structure,"±2,969","79,374",(X)
"('Total housing units',)","Jacksonville city, Florida","367,698",units_in_structure,"±1,925","367,698",(X)
"('Total housing units',)","Jersey City city, New Jersey","110,360",units_in_structure,"±2,760","110,360",(X)
"('Total housing units',)","Kansas City city, Missouri","227,108",units_in_structure,"±3,462","227,108",(X)
"('Total housing units',)","Las Vegas city, Nevada","247,665",units_in_structure,"±6,326","247,665",(X)
"('Total housing units',)","Lincoln city, Nebraska","110,631",units_in_structure,"±1,114","110,631",(X)
"('Total housing units',)","Long Beach city, California","174,366",units_in_structure,"±4,681","174,366",(X)
"('Total housing units',)","Los Angeles city, California","1,419,777",units_in_structure,"±8,526","1,419,777",(X)
"('Total housing units',)","Memphis city, Tennessee","294,145",units_in_structure,"±3,322","294,145",(X)
"('Total housing units',)","Mesa city, Arizona","194,822",units_in_structure,"±4,949","194,822",(X)
"('Total housing units',)","Miami city, Florida","191,012",units_in_structure,"±5,735","191,012",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","262,653",units_in_structure,"±3,121","262,653",(X)
"('Total housing units',)","Minneapolis city, Minnesota","181,353",units_in_structure,"±3,665","181,353",(X)
"('Total housing units',)","New Orleans city, Louisiana","194,141",units_in_structure,±662,"194,141",(X)
"('Total housing units',)","New York city, New York","3,368,809",units_in_structure,"±3,180","3,368,809",(X)
"('Total housing units',)","Newark city, New Jersey","108,031",units_in_structure,"±3,044","108,031",(X)
"('Total housing units',)","Oakland city, California","175,054",units_in_structure,"±3,510","175,054",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","254,896",units_in_structure,"±3,694","254,896",(X)
"('Total housing units',)","Omaha city, Nebraska","180,738",units_in_structure,"±2,224","180,738",(X)
"('Total housing units',)","Orlando city, Florida","117,116",units_in_structure,"±4,285","117,116",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","670,265",units_in_structure,"±1,466","670,265",(X)
"('Total housing units',)","Phoenix city, Arizona","604,835",units_in_structure,"±7,210","604,835",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","157,351",units_in_structure,"±3,478","157,351",(X)
"('Total housing units',)","Plano city, Texas","106,865",units_in_structure,"±3,288","106,865",(X)
"('Total housing units',)","Portland city, Oregon","265,946",units_in_structure,"±2,464","265,946",(X)
"('Total housing units',)","Raleigh city, North Carolina","177,449",units_in_structure,"±4,319","177,449",(X)
"('Total housing units',)","Riverside city, California","96,819",units_in_structure,"±3,640","96,819",(X)
"('Total housing units',)","Sacramento city, California","189,291",units_in_structure,"±4,949","189,291",(X)
"('Total housing units',)","San Antonio city, Texas","533,822",units_in_structure,"±5,094","533,822",(X)
"('Total housing units',)","San Diego city, California","513,906",units_in_structure,"±6,573","513,906",(X)
"('Total housing units',)","San Francisco city, California","378,261",units_in_structure,"±1,035","378,261",(X)
"('Total housing units',)","San Jose city, California","319,321",units_in_structure,"±3,527","319,321",(X)
"('Total housing units',)","Santa Ana city, California","76,777",units_in_structure,"±3,187","76,777",(X)
"('Total housing units',)","Seattle city, Washington","305,397",units_in_structure,"±4,412","305,397",(X)
"('Total housing units',)","St. Louis city, Missouri","175,632",units_in_structure,±952,"175,632",(X)
"('Total housing units',)","St. Paul city, Minnesota","121,636",units_in_structure,"±2,210","121,636",(X)
"('Total housing units',)","Stockton city, California","99,616",units_in_structure,"±2,642","99,616",(X)
"('Total housing units',)","Tampa city, Florida","160,567",units_in_structure,"±4,008","160,567",(X)
"('Total housing units',)","Tucson city, Arizona","232,099",units_in_structure,"±3,842","232,099",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,290",units_in_structure,"±2,220","187,290",(X)
"('Total housing units',)","Virginia Beach city, Virginia","179,263",units_in_structure,±975,"179,263",(X)
"('Total housing units',)","Washington city, District of Columbia","298,908",units_in_structure,±51,"298,908",(X)
"('Total housing units',)","Wichita city, Kansas","166,862",units_in_structure,"±2,157","166,862",(X)
"('1-unit, detached',)","Albuquerque city, New Mexico","146,209",units_in_structure,"±4,070",60.60%,±1.7
"('1-unit, detached',)","Anaheim city, California","44,703",units_in_structure,"±2,291",42.80%,±2.0
"('1-unit, detached',)","Anchorage municipality, Alaska","53,074",units_in_structure,"±2,786",46.80%,±2.4
"('1-unit, detached',)","Arlington city, Texas","85,711",units_in_structure,"±3,686",58.90%,±2.2
"('1-unit, detached',)","Atlanta city, Georgia","86,325",units_in_structure,"±3,976",39.00%,±1.6
"('1-unit, detached',)","Aurora city, Colorado","65,112",units_in_structure,"±2,862",50.70%,±2.1
"('1-unit, detached',)","Austin city, Texas","162,716",units_in_structure,"±4,869",45.20%,±1.3
"('1-unit, detached',)","Bakersfield city, California","83,074",units_in_structure,"±3,165",70.60%,±2.1
"('1-unit, detached',)","Baltimore city, Maryland","43,366",units_in_structure,"±2,715",14.60%,±0.9
"('1-unit, detached',)","Boston city, Massachusetts","32,015",units_in_structure,"±2,238",11.70%,±0.8
"('1-unit, detached',)","Charlotte city, North Carolina","186,127",units_in_structure,"±5,117",57.30%,±1.5
"('1-unit, detached',)","Chicago city, Illinois","299,720",units_in_structure,"±6,576",25.10%,±0.5
"('1-unit, detached',)","Cincinnati city, Ohio","63,458",units_in_structure,"±2,815",37.90%,±1.6
"('1-unit, detached',)","Cleveland city, Ohio","105,407",units_in_structure,"±3,579",48.20%,±1.4
"('1-unit, detached',)","Colorado Springs city, Colorado","108,240",units_in_structure,"±3,007",60.60%,±1.5
"('1-unit, detached',)","Columbus city, Ohio","172,558",units_in_structure,"±4,727",46.20%,±1.2
"('1-unit, detached',)","Corpus Christi city, Texas","81,879",units_in_structure,"±3,163",64.60%,±2.3
